"","vapourpres_h09","time"
"1",6.078125,1980-01-01
"2",8.6884765625,1980-01-02
"3",10.068359375,1980-01-03
"4",10.9775390625,1980-01-04
"5",7.9677734375,1980-01-05
"6",8.8583984375,1980-01-06
"7",7.4580078125,1980-01-07
"8",7.9677734375,1980-01-08
"9",10.34765625,1980-01-09
"10",8.8984375,1980-01-10
"11",10.587890625,1980-01-11
"12",12.5478515625,1980-01-12
"13",11.337890625,1980-01-13
"14",10.517578125,1980-01-14
"15",7.5078125,1980-01-15
"16",5.7880859375,1980-01-16
"17",8.1884765625,1980-01-17
"18",6.2578125,1980-01-18
"19",4.927734375,1980-01-19
"20",5.2578125,1980-01-20
"21",9.4384765625,1980-01-21
"22",7.267578125,1980-01-22
"23",5.267578125,1980-01-23
"24",7.7177734375,1980-01-24
"25",7.5478515625,1980-01-25
"26",5.3779296875,1980-01-26
"27",7.427734375,1980-01-27
"28",9.1376953125,1980-01-28
"29",9.8876953125,1980-01-29
"30",6.908203125,1980-01-30
"31",10.0576171875,1980-01-31
"32",10.3427734375,1980-02-01
"33",10.8330078125,1980-02-02
"34",5.54296875,1980-02-03
"35",5.8427734375,1980-02-04
"36",8.7626953125,1980-02-05
"37",4.9130859375,1980-02-06
"38",4.7626953125,1980-02-07
"39",5.5126953125,1980-02-08
"40",4.47265625,1980-02-09
"41",4.4931640625,1980-02-10
"42",8.2734375,1980-02-11
"43",8.4033203125,1980-02-12
"44",10.142578125,1980-02-13
"45",7.783203125,1980-02-14
"46",12.9228515625,1980-02-15
"47",10.123046875,1980-02-16
"48",10.0634765625,1980-02-17
"49",10.0830078125,1980-02-18
"50",11.5029296875,1980-02-19
"51",13.783203125,1980-02-20
"52",15.5927734375,1980-02-21
"53",7.453125,1980-02-22
"54",8.9228515625,1980-02-23
"55",8.2626953125,1980-02-24
"56",6.462890625,1980-02-25
"57",8.703125,1980-02-26
"58",11.6533203125,1980-02-27
"59",10.9931640625,1980-02-28
"60",10.0029296875,1980-02-29
"61",10.541015625,1980-03-01
"62",13.3408203125,1980-03-02
"63",8.720703125,1980-03-03
"64",10.03125,1980-03-04
"65",8.30078125,1980-03-05
"66",9.521484375,1980-03-06
"67",13.28125,1980-03-07
"68",6.9111328125,1980-03-08
"69",4.5810546875,1980-03-09
"70",5.7607421875,1980-03-10
"71",7.4609375,1980-03-11
"72",7.8505859375,1980-03-12
"73",8.2314453125,1980-03-13
"74",7.7412109375,1980-03-14
"75",5.890625,1980-03-15
"76",4.8310546875,1980-03-16
"77",5.37109375,1980-03-17
"78",8.8408203125,1980-03-18
"79",5.87109375,1980-03-19
"80",5.390625,1980-03-20
"81",10.041015625,1980-03-21
"82",5.560546875,1980-03-22
"83",7.2412109375,1980-03-23
"84",7.451171875,1980-03-24
"85",8.380859375,1980-03-25
"86",10.451171875,1980-03-26
