"","vapourpres_h09","time"
"1",13.2021484375,1980-01-01
"2",13.9423828125,1980-01-02
"3",16.251953125,1980-01-03
"4",17.9921875,1980-01-04
"5",18.482421875,1980-01-05
"6",15.9716796875,1980-01-06
"7",18.2119140625,1980-01-07
"8",16.322265625,1980-01-08
"9",19.6923828125,1980-01-09
"10",18.5517578125,1980-01-10
"11",17.65234375,1980-01-11
"12",17.51171875,1980-01-12
"13",7.26171875,1980-01-13
"14",10.322265625,1980-01-14
"15",9.1416015625,1980-01-15
"16",10.83203125,1980-01-16
"17",18.681640625,1980-01-17
"18",20.5322265625,1980-01-18
"19",16.982421875,1980-01-19
"20",12.982421875,1980-01-20
"21",7.912109375,1980-01-21
"22",17.7724609375,1980-01-22
"23",20.0322265625,1980-01-23
"24",15.671875,1980-01-24
"25",17.3115234375,1980-01-25
"26",18.6923828125,1980-01-26
"27",19.1318359375,1980-01-27
"28",18.2216796875,1980-01-28
"29",20.6923828125,1980-01-29
"30",20.3515625,1980-01-30
"31",21.58203125,1980-01-31
"32",21.2197265625,1980-02-01
"33",19.58984375,1980-02-02
"34",20.0498046875,1980-02-03
"35",24.9501953125,1980-02-04
"36",24.580078125,1980-02-05
"37",24.8896484375,1980-02-06
"38",21.9599609375,1980-02-07
"39",20.7099609375,1980-02-08
"40",21.2998046875,1980-02-09
"41",19.83984375,1980-02-10
"42",14.7197265625,1980-02-11
"43",15.6298828125,1980-02-12
"44",12.349609375,1980-02-13
"45",11.2001953125,1980-02-14
"46",12.009765625,1980-02-15
"47",14,1980-02-16
"48",16.240234375,1980-02-17
"49",16.9404296875,1980-02-18
"50",16.400390625,1980-02-19
"51",19.259765625,1980-02-20
"52",19.0703125,1980-02-21
"53",19.16015625,1980-02-22
"54",17.6904296875,1980-02-23
"55",22.740234375,1980-02-24
"56",15.08984375,1980-02-25
"57",17.1298828125,1980-02-26
"58",16.66015625,1980-02-27
"59",20.580078125,1980-02-28
"60",18.740234375,1980-02-29
"61",16.7578125,1980-03-01
"62",16.2177734375,1980-03-02
"63",17.98828125,1980-03-03
"64",18.828125,1980-03-04
"65",19.818359375,1980-03-05
"66",16.1279296875,1980-03-06
"67",15.0576171875,1980-03-07
"68",15.2880859375,1980-03-08
"69",17.2080078125,1980-03-09
"70",19.1884765625,1980-03-10
"71",16.0380859375,1980-03-11
"72",14.6884765625,1980-03-12
"73",13.0283203125,1980-03-13
"74",13.3681640625,1980-03-14
"75",9.587890625,1980-03-15
"76",10.7978515625,1980-03-16
"77",14.068359375,1980-03-17
"78",14.158203125,1980-03-18
"79",14.587890625,1980-03-19
"80",14.2275390625,1980-03-20
"81",14.318359375,1980-03-21
"82",14.6083984375,1980-03-22
"83",13.91796875,1980-03-23
"84",13.818359375,1980-03-24
"85",14.1279296875,1980-03-25
"86",15.767578125,1980-03-26
"87",15.1982421875,1980-03-27
"88",9.8984375,1980-03-28
"89",3.8779296875,1980-03-29
"90",7.41796875,1980-03-30
"91",6.48828125,1980-03-31
"92",12.15625,1980-04-01
"93",13.5263671875,1980-04-02
"94",15.4755859375,1980-04-03
"95",12.896484375,1980-04-04
"96",9.185546875,1980-04-05
"97",11.1357421875,1980-04-06
"98",7.7763671875,1980-04-07
"99",11.505859375,1980-04-08
"100",11.685546875,1980-04-09
"101",10.9658203125,1980-04-10
"102",12.3662109375,1980-04-11
"103",12.2255859375,1980-04-12
"104",11.646484375,1980-04-13
"105",11.9658203125,1980-04-14
"106",12.6962890625,1980-04-15
"107",13.2255859375,1980-04-16
"108",12.8857421875,1980-04-17
"109",11.8662109375,1980-04-18
"110",12.0263671875,1980-04-19
"111",11.5859375,1980-04-20
"112",12.4658203125,1980-04-21
"113",13.935546875,1980-04-22
"114",14.40625,1980-04-23
"115",11.5556640625,1980-04-24
"116",8.8857421875,1980-04-25
"117",8.92578125,1980-04-26
"118",6.416015625,1980-04-27
"119",8.40625,1980-04-28
"120",13.1162109375,1980-04-29
"121",10.7861328125,1980-04-30
"122",9.4951171875,1980-05-01
"123",9.0546875,1980-05-02
"124",12.875,1980-05-03
"125",14.6552734375,1980-05-04
"126",13.5947265625,1980-05-05
"127",12.865234375,1980-05-06
"128",10.5546875,1980-05-07
"129",13.5146484375,1980-05-08
"130",14.9248046875,1980-05-09
"131",14.14453125,1980-05-10
"132",12.78515625,1980-05-11
"133",11.7451171875,1980-05-12
"134",7.3447265625,1980-05-13
"135",10.9345703125,1980-05-14
"136",11.9248046875,1980-05-15
"137",9.64453125,1980-05-16
"138",8.294921875,1980-05-17
"139",7.9453125,1980-05-18
"140",7.6552734375,1980-05-19
"141",10.044921875,1980-05-20
"142",5.39453125,1980-05-21
"143",5.35546875,1980-05-22
"144",11.525390625,1980-05-23
"145",12.85546875,1980-05-24
"146",12.0048828125,1980-05-25
"147",16.134765625,1980-05-26
"148",17.705078125,1980-05-27
"149",18.78515625,1980-05-28
"150",11.8447265625,1980-05-29
"151",9.8447265625,1980-05-30
"152",12.3154296875,1980-05-31
"153",14.2919921875,1980-06-01
"154",10.5224609375,1980-06-02
"155",8.6123046875,1980-06-03
"156",7.7724609375,1980-06-04
"157",8.1923828125,1980-06-05
"158",6.5224609375,1980-06-06
"159",6.931640625,1980-06-07
"160",8.7724609375,1980-06-08
"161",11.7421875,1980-06-09
"162",15.26171875,1980-06-10
"163",7.5224609375,1980-06-11
"164",5.9423828125,1980-06-12
"165",4.6318359375,1980-06-13
"166",4.65234375,1980-06-14
"167",3.5615234375,1980-06-15
"168",9.08203125,1980-06-16
"169",9.1123046875,1980-06-17
"170",4.482421875,1980-06-18
"171",4.3916015625,1980-06-19
"172",5.671875,1980-06-20
"173",7.4521484375,1980-06-21
"174",7.9921875,1980-06-22
"175",7.341796875,1980-06-23
"176",9.8017578125,1980-06-24
"177",12.421875,1980-06-25
"178",11.1923828125,1980-06-26
"179",10.3515625,1980-06-27
"180",9.912109375,1980-06-28
"181",5.6923828125,1980-06-29
"182",5.1416015625,1980-06-30
"183",5.337890625,1980-07-01
"184",6.8076171875,1980-07-02
"185",7.177734375,1980-07-03
"186",7.8583984375,1980-07-04
"187",5.4775390625,1980-07-05
"188",5.41796875,1980-07-06
"189",4.3984375,1980-07-07
"190",4.068359375,1980-07-08
"191",4.6982421875,1980-07-09
"192",4.337890625,1980-07-10
"193",2.998046875,1980-07-11
"194",6.7578125,1980-07-12
"195",7.4384765625,1980-07-13
"196",9.2177734375,1980-07-14
"197",9.8681640625,1980-07-15
"198",11.408203125,1980-07-16
"199",7.91796875,1980-07-17
"200",6.4775390625,1980-07-18
"201",5.2783203125,1980-07-19
"202",4.9482421875,1980-07-20
"203",5.517578125,1980-07-21
"204",4.337890625,1980-07-22
"205",4.6982421875,1980-07-23
"206",9.2880859375,1980-07-24
"207",11.66796875,1980-07-25
"208",12.5283203125,1980-07-26
"209",11.5380859375,1980-07-27
"210",12.767578125,1980-07-28
"211",11.568359375,1980-07-29
"212",12.09765625,1980-07-30
"213",7.818359375,1980-07-31
"214",5.267578125,1980-08-01
"215",5.2978515625,1980-08-02
"216",4.4677734375,1980-08-03
"217",4.66796875,1980-08-04
"218",7.908203125,1980-08-05
"219",9.4482421875,1980-08-06
"220",10.0576171875,1980-08-07
"221",9.9384765625,1980-08-08
"222",9.017578125,1980-08-09
"223",7.5380859375,1980-08-10
"224",10.1279296875,1980-08-11
"225",8.748046875,1980-08-12
"226",6.2177734375,1980-08-13
"227",11.4482421875,1980-08-14
"228",11.84765625,1980-08-15
"229",2.017578125,1980-08-16
"230",7.1982421875,1980-08-17
"231",9.7978515625,1980-08-18
"232",10.5283203125,1980-08-19
"233",12.6181640625,1980-08-20
"234",13.0576171875,1980-08-21
"235",11.3779296875,1980-08-22
"236",12.1484375,1980-08-23
"237",12.34765625,1980-08-24
"238",15.0478515625,1980-08-25
"239",9.4384765625,1980-08-26
"240",5.1181640625,1980-08-27
"241",5.427734375,1980-08-28
"242",5.1484375,1980-08-29
"243",5.9384765625,1980-08-30
"244",8.5576171875,1980-08-31
"245",8.9638671875,1980-09-01
"246",6.423828125,1980-09-02
"247",3.6943359375,1980-09-03
"248",4.4541015625,1980-09-04
"249",6.6435546875,1980-09-05
"250",4.1943359375,1980-09-06
"251",6.2236328125,1980-09-07
"252",8.2236328125,1980-09-08
"253",5.314453125,1980-09-09
"254",1.8740234375,1980-09-10
"255",4.8740234375,1980-09-11
"256",7.333984375,1980-09-12
"257",3.1337890625,1980-09-13
"258",3.314453125,1980-09-14
"259",7.82421875,1980-09-15
"260",7.93359375,1980-09-16
"261",8.59375,1980-09-17
"262",5.82421875,1980-09-18
"263",3.0341796875,1980-09-19
"264",5.7236328125,1980-09-20
"265",9.1337890625,1980-09-21
"266",3.923828125,1980-09-22
"267",3.32421875,1980-09-23
"268",8.8837890625,1980-09-24
"269",9.0244140625,1980-09-25
"270",8.9541015625,1980-09-26
"271",8.154296875,1980-09-27
"272",12.4443359375,1980-09-28
"273",9.68359375,1980-09-29
"274",8.8837890625,1980-09-30
