time,Unnamed: 0,x,y,bs,pv,npv,ue,spatial_ref,pv_filter,npv_filter,bs_filter,month,year,dayofyear,month_cir,dayofyear_cir,pv_lag,npv_lag,bs_lag,pv_change,npv_change,bs_change,days_since_fire,mean_pv_drop_after_fire,precip,precip_cv,precip_sum,precip_rolling,tmax,tmax_cv,tmax_sum,tmax_rolling,prediction_pv_filter,prediction_bs_filter,prediction_npv_filter
1987-09-04,1.0,505945.0,7618115.0,39.2066115702479,8.18181818181818,51.2644628099174,10.2314049586777,28350.0,8.345991223805745,51.14663238066004,39.145935501937444,9.0,1987.0,247.0,0.6816387600233341,0.6767123287671233,,,,,,,-100.0,-100.0,0.0,2.2328396458284394,19.3251953125,,31.7724609375,0.08939156565661295,286.56243896484375,,,,
1987-09-20,1.5,505945.0,7618115.0,38.698347107437996,8.665289256198346,51.2644628099174,10.041322314049594,28350.0,8.751850000548274,51.26180393862637,38.61929272216353,9.0,1987.0,263.0,0.6816387600233341,0.7205479452054795,,,,,,,-100.0,-100.0,0.0,2.2328396458284394,19.3251953125,,33.48504638671875,0.08939156565661295,286.56243896484375,,,,
1987-10-06,2.0,505945.0,7618115.0,38.1900826446281,9.14876033057851,51.2644628099174,9.85123966942149,28350.0,8.373090883223151,52.142329408090745,38.09070913528414,10.0,1987.0,279.0,0.7401768531960371,0.7643835616438356,,,,0.4834710743801649,0.0,-0.5082644628099011,-100.0,-100.0,0.0,2.2328396458284394,19.3251953125,,32.48651123046875,0.08939156565661295,286.56243896484375,,,,
1987-10-22,3.0,505945.0,7618115.0,35.7685950413223,7.61157024793388,55.1900826446281,9.77685950413223,28350.0,7.701948839227177,53.32010310732518,37.54700628982926,10.0,1987.0,295.0,0.7401768531960371,0.8082191780821918,,,,-0.5268595041322328,1.9628099173553508,-1.4648760330578483,-100.0,-100.0,0.0,2.2328396458284394,19.3251953125,,35.87493896484375,0.08939156565661295,286.56243896484375,,,,
1987-11-07,3.5,505945.0,7618115.0,37.479338842975196,6.83057851239669,54.16528925619835,9.913223140495866,28350.0,7.114724467125109,54.437293991563116,36.978790086762224,11.0,1987.0,311.0,0.793577803248942,0.852054794520548,,,,-1.15909090909091,1.450413223140476,-0.35537190082645154,-100.0,-100.0,0.0703125,2.2328396458284394,19.3251953125,,36.13372802734375,0.08939156565661295,286.56243896484375,,,,
1987-11-23,4.0,505945.0,7618115.0,39.1900826446281,6.0495867768595,53.1404958677686,10.0495867768595,28350.0,6.871783996649649,55.24634565299945,36.38045077947977,11.0,1987.0,327.0,0.793577803248942,0.8958904109589041,8.345991223805745,51.14663238066004,39.145935501937444,-0.78099173553719,-1.0247933884297495,1.7107438016528995,-100.0,-100.0,0.0,2.2328396458284394,19.3251953125,,36.56451416015625,0.08939156565661295,286.56243896484375,,,,
1987-12-09,5.0,505945.0,7618115.0,39.1652892561983,7.38842975206612,52.099173553719,10.0,28350.0,7.1175592887014565,55.6099763207905,35.750162973812,12.0,1987.0,343.0,0.8414709848078965,0.9397260273972603,8.751850000548274,51.26180393862637,38.61929272216353,0.2789256198347152,-1.0330578512396755,0.8429752066115519,-100.0,-100.0,15.326171875,2.2328396458284394,19.3251953125,,39.366455078125,0.08939156565661295,286.56243896484375,,,,
1987-12-25,6.0,505945.0,7618115.0,26.4214876033058,8.30578512396694,63.8925619834711,9.77685950413223,28350.0,7.8805478353479845,55.501178861045716,35.08988562801717,12.0,1987.0,359.0,0.8414709848078965,0.9835616438356164,8.373090883223151,52.142329408090745,38.09070913528414,1.12809917355372,5.376033057851249,-6.38429752066115,-100.0,-100.0,3.9287109375,2.2328396458284394,19.3251953125,,40.8787841796875,0.08939156565661295,286.56243896484375,,,,
1988-01-10,7.0,505945.0,7618115.0,35.4628099173554,9.43801652892562,53.5950413223141,9.85123966942149,28350.0,9.531178669600614,54.37641461983715,34.56141600384106,1.0,1988.0,10.0,0.08323691620031025,0.0273972602739726,7.701948839227177,53.32010310732518,37.54700628982926,1.0247933884297504,0.7479338842975523,-1.8512396694214495,-100.0,-100.0,1.9775390625,1.6415838337479587,408.263671875,,41.08868408203125,0.15651337405197607,775.9140625,,,,
1988-01-26,8.0,505945.0,7618115.0,35.702479338843,9.41322314049587,53.2148760330578,10.3305785123967,28350.0,11.129234108008399,53.70445773553739,33.666303325408414,1.0,1988.0,26.0,0.08323691620031025,0.07123287671232877,7.114724467125109,54.437293991563116,36.978790086762224,0.5537190082644647,-5.338842975206649,4.6404958677686,-100.0,-100.0,96.02734375,1.6415838337479587,408.263671875,0.0703125,38.18994140625,0.15651337405197607,775.9140625,169.752685546875,,,
1988-02-11,9.0,505945.0,7618115.0,32.7933884297521,13.2644628099174,52.4380165289256,10.504132231405,28350.0,11.96241046265176,54.24744451873083,32.34291696584283,2.0,1988.0,42.0,0.16589613269341502,0.11506849315068493,6.871783996649649,55.24634565299945,36.38045077947977,1.91322314049589,-0.5785123966942507,-1.3347107438016508,-100.0,-100.0,3.98046875,1.6415838337479587,408.263671875,0.0703125,41.7816162109375,0.15651337405197607,775.9140625,174.54473876953125,,,
1988-02-27,10.0,505945.0,7618115.0,35.0082644628099,12.2231404958678,51.2892561983471,10.2066115702479,28350.0,11.634163280619088,54.607393195287685,32.35783000102042,2.0,1988.0,58.0,0.16589613269341502,0.1589041095890411,7.1175592887014565,55.6099763207905,35.750162973812,1.4049586776859648,-0.9628099173553508,-0.3471074380165504,-100.0,-100.0,9.9169921875,1.6415838337479587,408.263671875,15.396484375,42.0687255859375,0.15651337405197607,775.9140625,180.4261474609375,,,
1988-03-14,10.5,505945.0,7618115.0,31.36363636363635,11.504132231404949,55.84297520661155,9.842975206611555,28350.0,10.646162041012431,55.73765586560596,32.22316214603939,3.0,1988.0,74.0,0.24740395925452294,0.20273972602739726,7.8805478353479845,55.501178861045716,35.08988562801717,-0.880165289256226,1.7024793388429735,-0.714876033057875,-100.0,-100.0,50.9287109375,1.6415838337479587,408.263671875,19.3251953125,37.22052001953125,0.15651337405197607,775.9140625,188.81842041015625,,,
1988-03-30,11.0,505945.0,7618115.0,27.7190082644628,10.7851239669421,60.396694214876,9.47933884297521,28350.0,9.431845334000867,57.2659219602306,31.970812162527544,3.0,1988.0,90.0,0.24740395925452294,0.2465753424657534,9.531178669600614,54.37641461983715,34.56141600384106,-0.7190082644628495,4.553719008264451,-3.6446280991735485,-100.0,-100.0,22.798828125,1.6415838337479587,408.263671875,21.302734375,32.8038330078125,0.15651337405197607,775.9140625,194.03216552734375,,,
1988-04-15,12.0,505945.0,7618115.0,32.2148760330578,5.74380165289256,60.6611570247934,10.0,28350.0,8.430014552137992,59.00947096808865,31.250306457348316,4.0,1988.0,106.0,0.3271946967961522,0.29041095890410956,11.129234108008399,53.70445773553739,33.666303325408414,-2.8801652892561944,2.4090909090909243,0.42561983471072473,-100.0,-100.0,9.203125,1.6415838337479587,408.263671875,117.259765625,35.1053466796875,0.15651337405197607,775.9140625,196.08837890625,,,
1988-05-01,12.5,505945.0,7618115.0,33.98347107438015,6.512396694214875,58.07438016528925,10.46694214876035,28350.0,7.809166935205212,58.12967614734779,32.73323225145778,5.0,1988.0,122.0,0.40471456356112473,0.33424657534246577,11.96241046265176,54.24744451873083,32.34291696584283,-2.1363636363636127,-1.1611570247933756,3.1322314049586737,-100.0,-100.0,72.728515625,1.6415838337479587,408.263671875,121.240234375,27.4378662109375,0.15651337405197607,775.9140625,201.30548095703125,,,
1988-05-17,13.0,505945.0,7618115.0,35.7520661157025,7.28099173553719,55.4876033057851,10.9338842975207,28350.0,7.649913426132116,56.91268752227911,34.06408702726286,5.0,1988.0,138.0,0.40471456356112473,0.3780821917808219,11.634163280619088,54.607393195287685,32.35783000102042,0.7685950413223148,-2.5867768595041483,1.7685950413223495,-100.0,-100.0,28.8974609375,1.6415838337479587,408.263671875,115.8310546875,26.32940673828125,0.15651337405197607,775.9140625,204.00775146484375,,,
1988-06-02,14.0,505945.0,7618115.0,32.6611570247934,9.81818181818182,56.1239669421488,11.2066115702479,28350.0,8.14897361165438,55.10602502938502,35.36479956856575,6.0,1988.0,154.0,0.479425538604203,0.42191780821917807,10.646162041012431,55.73765586560596,32.22316214603939,1.6528925619834727,-0.9752066115702256,-0.6611570247933756,-100.0,-100.0,3.2314453125,1.6415838337479587,408.263671875,162.8310546875,27.4566650390625,0.15651337405197607,775.9140625,200.3494873046875,,,
1988-06-18,15.0,505945.0,7618115.0,38.6942148760331,8.91735537190083,51.1900826446281,11.4297520661157,28350.0,8.1446509123748,53.75224307457468,36.70286689488863,6.0,1988.0,170.0,0.479425538604203,0.4657534246575342,9.431845334000867,57.2659219602306,31.970812162527544,0.8181818181818206,-2.148760330578501,1.4710743801653017,-100.0,-100.0,0.0,1.6415838337479587,408.263671875,183.65234375,26.85076904296875,0.15651337405197607,775.9140625,192.06463623046875,,,
