"","precip","time"
"1",0.0078125,1980-01-01
"2",0.0185546875,1980-01-02
"3",0.6484375,1980-01-03
"4",0.0087890625,1980-01-04
"5",0.048828125,1980-01-05
"6",0.2861328125,1980-01-06
"7",0.1650390625,1980-01-07
"8",7.8349609375,1980-01-08
"9",0.021484375,1980-01-09
"10",0,1980-01-10
"11",0.0009765625,1980-01-11
"12",0.3330078125,1980-01-12
"13",28.609375,1980-01-13
"14",0,1980-01-14
"15",0,1980-01-15
"16",5.919921875,1980-01-16
"17",4.05859375,1980-01-17
"18",2.046875,1980-01-18
"19",0,1980-01-19
"20",0,1980-01-20
"21",0.0087890625,1980-01-21
"22",0,1980-01-22
"23",0,1980-01-23
"24",0,1980-01-24
"25",0,1980-01-25
"26",0,1980-01-26
"27",0,1980-01-27
"28",0.0009765625,1980-01-28
"29",0.0009765625,1980-01-29
"30",0,1980-01-30
"31",0,1980-01-31
"32",0,1980-02-01
"33",0,1980-02-02
"34",0,1980-02-03
"35",0,1980-02-04
"36",0,1980-02-05
"37",0.0009765625,1980-02-06
"38",0,1980-02-07
"39",0,1980-02-08
"40",0,1980-02-09
"41",0.0048828125,1980-02-10
"42",0.033203125,1980-02-11
"43",0.025390625,1980-02-12
"44",0.0009765625,1980-02-13
"45",0,1980-02-14
"46",0,1980-02-15
"47",0.0009765625,1980-02-16
"48",0.0107421875,1980-02-17
"49",0.080078125,1980-02-18
"50",0.033203125,1980-02-19
"51",2.501953125,1980-02-20
"52",0.10546875,1980-02-21
"53",0.00390625,1980-02-22
"54",2.78515625,1980-02-23
"55",2.3876953125,1980-02-24
"56",14.001953125,1980-02-25
"57",0.009765625,1980-02-26
"58",0,1980-02-27
"59",0,1980-02-28
"60",0,1980-02-29
"61",0,1980-03-01
"62",0,1980-03-02
"63",0,1980-03-03
"64",0,1980-03-04
"65",0,1980-03-05
"66",0.0048828125,1980-03-06
"67",0.029296875,1980-03-07
"68",0.0009765625,1980-03-08
"69",0,1980-03-09
"70",0,1980-03-10
"71",0,1980-03-11
"72",0,1980-03-12
"73",0,1980-03-13
"74",0.005859375,1980-03-14
"75",0.009765625,1980-03-15
"76",0,1980-03-16
"77",0.001953125,1980-03-17
"78",0,1980-03-18
"79",0,1980-03-19
"80",0.0009765625,1980-03-20
"81",0.0234375,1980-03-21
"82",0.0087890625,1980-03-22
"83",0,1980-03-23
"84",0,1980-03-24
"85",0,1980-03-25
"86",0,1980-03-26
"87",0.00390625,1980-03-27
"88",0,1980-03-28
"89",0,1980-03-29
"90",0.0146484375,1980-03-30
"91",0,1980-03-31
"92",0,1980-04-01
"93",0,1980-04-02
"94",0.0244140625,1980-04-03
"95",0.06640625,1980-04-04
"96",0.0048828125,1980-04-05
"97",0.0234375,1980-04-06
"98",0.1748046875,1980-04-07
"99",0,1980-04-08
"100",0.0126953125,1980-04-09
"101",0,1980-04-10
"102",0,1980-04-11
"103",0,1980-04-12
"104",0,1980-04-13
"105",0,1980-04-14
"106",0,1980-04-15
"107",0,1980-04-16
"108",0.0712890625,1980-04-17
"109",0.2099609375,1980-04-18
"110",0,1980-04-19
"111",0.9775390625,1980-04-20
"112",14.970703125,1980-04-21
"113",2.3671875,1980-04-22
"114",0.154296875,1980-04-23
"115",0.0048828125,1980-04-24
"116",0,1980-04-25
"117",0,1980-04-26
"118",0,1980-04-27
"119",0,1980-04-28
"120",0,1980-04-29
"121",0,1980-04-30
"122",0,1980-05-01
"123",0,1980-05-02
"124",0,1980-05-03
"125",7.7373046875,1980-05-04
"126",0.3603515625,1980-05-05
"127",14.3212890625,1980-05-06
"128",0,1980-05-07
"129",0.08984375,1980-05-08
"130",0.0615234375,1980-05-09
"131",0.3603515625,1980-05-10
"132",0,1980-05-11
"133",0.0009765625,1980-05-12
"134",0,1980-05-13
"135",1.1064453125,1980-05-14
"136",2.4248046875,1980-05-15
"137",0,1980-05-16
"138",0,1980-05-17
"139",0.2734375,1980-05-18
"140",0,1980-05-19
"141",0,1980-05-20
"142",0.0078125,1980-05-21
"143",0.4580078125,1980-05-22
"144",11.5380859375,1980-05-23
