"","precip","time"
"1",6.3369140625,1980-01-01
"2",0.818359375,1980-01-02
"3",0,1980-01-03
"4",0,1980-01-04
"5",0,1980-01-05
"6",0,1980-01-06
"7",0,1980-01-07
"8",0,1980-01-08
"9",0,1980-01-09
"10",0,1980-01-10
"11",1.09765625,1980-01-11
"12",0.4833984375,1980-01-12
"13",0,1980-01-13
"14",0.029296875,1980-01-14
"15",0,1980-01-15
"16",0,1980-01-16
"17",0,1980-01-17
"18",0,1980-01-18
"19",0,1980-01-19
"20",0,1980-01-20
"21",0,1980-01-21
"22",0,1980-01-22
"23",0,1980-01-23
"24",0,1980-01-24
"25",0,1980-01-25
"26",0.0107421875,1980-01-26
"27",0,1980-01-27
"28",0,1980-01-28
"29",0.16015625,1980-01-29
"30",0,1980-01-30
"31",0,1980-01-31
"32",0,1980-02-01
"33",0.091796875,1980-02-02
"34",0,1980-02-03
"35",0,1980-02-04
"36",0,1980-02-05
"37",0.00390625,1980-02-06
"38",0,1980-02-07
"39",0,1980-02-08
"40",0,1980-02-09
"41",0,1980-02-10
"42",0,1980-02-11
"43",0,1980-02-12
"44",0,1980-02-13
"45",0,1980-02-14
"46",0,1980-02-15
"47",0,1980-02-16
"48",0,1980-02-17
"49",0,1980-02-18
"50",0,1980-02-19
"51",0,1980-02-20
"52",0,1980-02-21
"53",0,1980-02-22
"54",0,1980-02-23
"55",0,1980-02-24
"56",0,1980-02-25
"57",0,1980-02-26
"58",0.25,1980-02-27
"59",0,1980-02-28
"60",0,1980-02-29
"61",0,1980-03-01
"62",0,1980-03-02
"63",0.50390625,1980-03-03
"64",0,1980-03-04
"65",0,1980-03-05
"66",0,1980-03-06
"67",0.8388671875,1980-03-07
"68",0.0654296875,1980-03-08
"69",0,1980-03-09
"70",0,1980-03-10
"71",0,1980-03-11
"72",0,1980-03-12
"73",0,1980-03-13
"74",0,1980-03-14
"75",0,1980-03-15
"76",0,1980-03-16
"77",0,1980-03-17
"78",0,1980-03-18
"79",0,1980-03-19
"80",0,1980-03-20
"81",0,1980-03-21
"82",0,1980-03-22
"83",0,1980-03-23
"84",0,1980-03-24
"85",0,1980-03-25
"86",0,1980-03-26
"87",0,1980-03-27
"88",0,1980-03-28
"89",0,1980-03-29
"90",0,1980-03-30
"91",0,1980-03-31
"92",0,1980-04-01
"93",0,1980-04-02
"94",0,1980-04-03
"95",0,1980-04-04
"96",0,1980-04-05
"97",0,1980-04-06
"98",0,1980-04-07
"99",0,1980-04-08
"100",0,1980-04-09
"101",0,1980-04-10
"102",0,1980-04-11
"103",0,1980-04-12
"104",0,1980-04-13
"105",0.083984375,1980-04-14
"106",0,1980-04-15
"107",0.0234375,1980-04-16
"108",0,1980-04-17
"109",17.5283203125,1980-04-18
"110",0.09765625,1980-04-19
"111",0.7509765625,1980-04-20
"112",5.4208984375,1980-04-21
"113",54.7724609375,1980-04-22
"114",23.1005859375,1980-04-23
"115",2.3310546875,1980-04-24
"116",0.0166015625,1980-04-25
"117",0.0458984375,1980-04-26
"118",0.0009765625,1980-04-27
"119",0.001953125,1980-04-28
"120",0,1980-04-29
"121",0,1980-04-30
"122",0,1980-05-01
"123",0,1980-05-02
"124",0,1980-05-03
"125",0,1980-05-04
"126",0,1980-05-05
"127",0.103515625,1980-05-06
"128",0.3935546875,1980-05-07
"129",0,1980-05-08
"130",0.705078125,1980-05-09
"131",0,1980-05-10
"132",5.169921875,1980-05-11
"133",8.76171875,1980-05-12
"134",0,1980-05-13
"135",0,1980-05-14
"136",0,1980-05-15
"137",0,1980-05-16
"138",0,1980-05-17
"139",0,1980-05-18
"140",0,1980-05-19
"141",3.396484375,1980-05-20
"142",0,1980-05-21
"143",0,1980-05-22
"144",0,1980-05-23
"145",0,1980-05-24
"146",0,1980-05-25
"147",0,1980-05-26
"148",3.3857421875,1980-05-27
"149",0,1980-05-28
"150",0.490234375,1980-05-29
"151",1.990234375,1980-05-30
"152",10.1591796875,1980-05-31
"153",0.3037109375,1980-06-01
"154",0.1201171875,1980-06-02
"155",3.7783203125,1980-06-03
"156",16.1640625,1980-06-04
"157",0,1980-06-05
"158",0,1980-06-06
"159",0.0234375,1980-06-07
"160",0.0283203125,1980-06-08
"161",8.6904296875,1980-06-09
"162",2.4326171875,1980-06-10
"163",0.53515625,1980-06-11
"164",0,1980-06-12
"165",0,1980-06-13
"166",0,1980-06-14
"167",6.13671875,1980-06-15
"168",0,1980-06-16
"169",7.7060546875,1980-06-17
"170",0.4619140625,1980-06-18
"171",0.01953125,1980-06-19
"172",0.09765625,1980-06-20
"173",0,1980-06-21
"174",0,1980-06-22
"175",0.0029296875,1980-06-23
"176",0,1980-06-24
"177",0,1980-06-25
"178",0.9287109375,1980-06-26
"179",28.787109375,1980-06-27
"180",7.7998046875,1980-06-28
"181",10.2275390625,1980-06-29
"182",0.7099609375,1980-06-30
"183",4.76953125,1980-07-01
"184",3.9677734375,1980-07-02
"185",2.298828125,1980-07-03
"186",3.427734375,1980-07-04
"187",2.9462890625,1980-07-05
"188",1.87109375,1980-07-06
"189",0.6611328125,1980-07-07
"190",1.6640625,1980-07-08
"191",1.3388671875,1980-07-09
"192",0,1980-07-10
"193",0,1980-07-11
"194",0,1980-07-12
"195",0.755859375,1980-07-13
"196",0,1980-07-14
"197",0.1689453125,1980-07-15
"198",0,1980-07-16
"199",0.029296875,1980-07-17
"200",0,1980-07-18
"201",0,1980-07-19
"202",0.015625,1980-07-20
"203",0.1796875,1980-07-21
"204",0.30859375,1980-07-22
"205",0,1980-07-23
"206",0,1980-07-24
"207",0,1980-07-25
"208",0,1980-07-26
"209",9.923828125,1980-07-27
"210",7.24609375,1980-07-28
"211",0.75,1980-07-29
"212",1.037109375,1980-07-30
"213",0.4521484375,1980-07-31
"214",0,1980-08-01
"215",0,1980-08-02
"216",0,1980-08-03
"217",0,1980-08-04
"218",0,1980-08-05
"219",0,1980-08-06
"220",0.099609375,1980-08-07
"221",0,1980-08-08
"222",0,1980-08-09
"223",0,1980-08-10
"224",0.013671875,1980-08-11
"225",0,1980-08-12
"226",0.0283203125,1980-08-13
"227",0,1980-08-14
"228",0.6640625,1980-08-15
"229",0,1980-08-16
"230",0,1980-08-17
"231",0,1980-08-18
"232",0,1980-08-19
"233",0,1980-08-20
"234",0.0166015625,1980-08-21
"235",0,1980-08-22
"236",0,1980-08-23
"237",0.2685546875,1980-08-24
"238",3.99609375,1980-08-25
"239",0.36328125,1980-08-26
"240",0,1980-08-27
"241",0,1980-08-28
"242",0,1980-08-29
"243",0,1980-08-30
"244",0.0810546875,1980-08-31
"245",0.078125,1980-09-01
"246",0,1980-09-02
"247",0,1980-09-03
"248",0,1980-09-04
"249",0,1980-09-05
"250",0,1980-09-06
"251",0.16015625,1980-09-07
"252",0,1980-09-08
"253",0.646484375,1980-09-09
"254",0.1845703125,1980-09-10
"255",0,1980-09-11
"256",0,1980-09-12
"257",0,1980-09-13
"258",0,1980-09-14
"259",0.201171875,1980-09-15
"260",0,1980-09-16
"261",4.51171875,1980-09-17
"262",7.8037109375,1980-09-18
"263",0.0751953125,1980-09-19
"264",0.0478515625,1980-09-20
"265",0,1980-09-21
"266",0,1980-09-22
"267",0,1980-09-23
"268",0,1980-09-24
"269",0,1980-09-25
"270",0,1980-09-26
"271",0,1980-09-27
"272",0,1980-09-28
"273",0,1980-09-29
"274",0,1980-09-30
"275",0,1980-10-01
"276",0,1980-10-02
"277",0,1980-10-03
"278",0,1980-10-04
"279",0.00390625,1980-10-05
"280",42.1181640625,1980-10-06
"281",2.3798828125,1980-10-07
"282",0,1980-10-08
"283",0,1980-10-09
"284",0,1980-10-10
"285",5.8974609375,1980-10-11
"286",15.5849609375,1980-10-12
"287",1.1162109375,1980-10-13
"288",0.0400390625,1980-10-14
"289",0,1980-10-15
"290",0,1980-10-16
"291",0,1980-10-17
"292",1.783203125,1980-10-18
"293",0.0908203125,1980-10-19
"294",6.3994140625,1980-10-20
"295",0,1980-10-21
"296",0,1980-10-22
"297",11.3740234375,1980-10-23
"298",1.794921875,1980-10-24
"299",0,1980-10-25
"300",0,1980-10-26
"301",0.865234375,1980-10-27
"302",0.1826171875,1980-10-28
"303",0,1980-10-29
"304",0,1980-10-30
"305",0.0087890625,1980-10-31
"306",0,1980-11-01
"307",0,1980-11-02
"308",0,1980-11-03
"309",0,1980-11-04
"310",5.1923828125,1980-11-05
"311",4.654296875,1980-11-06
"312",0,1980-11-07
"313",0,1980-11-08
"314",0,1980-11-09
"315",0,1980-11-10
"316",0,1980-11-11
"317",0,1980-11-12
"318",0,1980-11-13
"319",0.0390625,1980-11-14
"320",0,1980-11-15
"321",0,1980-11-16
"322",0,1980-11-17
"323",0,1980-11-18
"324",0.1787109375,1980-11-19
"325",0,1980-11-20
"326",0,1980-11-21
"327",0,1980-11-22
"328",0,1980-11-23
"329",0,1980-11-24
"330",0,1980-11-25
"331",0,1980-11-26
"332",0,1980-11-27
"333",0,1980-11-28
"334",0,1980-11-29
"335",0,1980-11-30
"336",0,1980-12-01
"337",5.4072265625,1980-12-02
"338",14.177734375,1980-12-03
"339",2.3427734375,1980-12-04
"340",0,1980-12-05
"341",0,1980-12-06
"342",0,1980-12-07
"343",0,1980-12-08
"344",0,1980-12-09
"345",0,1980-12-10
"346",0,1980-12-11
"347",0,1980-12-12
"348",0,1980-12-13
"349",0.5576171875,1980-12-14
"350",0.138671875,1980-12-15
"351",4.392578125,1980-12-16
"352",0.671875,1980-12-17
"353",0,1980-12-18
"354",0,1980-12-19
"355",0,1980-12-20
"356",0,1980-12-21
"357",0,1980-12-22
"358",0,1980-12-23
"359",0,1980-12-24
"360",0,1980-12-25
"361",0,1980-12-26
"362",0,1980-12-27
"363",0,1980-12-28
"364",0,1980-12-29
"365",0,1980-12-30
"366",0,1980-12-31
"367",0,1981-01-01
"368",0,1981-01-02
"369",0,1981-01-03
"370",0,1981-01-04
"371",0,1981-01-05
"372",0,1981-01-06
"373",0,1981-01-07
"374",0,1981-01-08
"375",0.578125,1981-01-09
"376",12.580078125,1981-01-10
"377",1.041015625,1981-01-11
"378",0,1981-01-12
"379",0,1981-01-13
"380",0,1981-01-14
"381",0,1981-01-15
"382",0,1981-01-16
"383",0.0009765625,1981-01-17
"384",0,1981-01-18
"385",0,1981-01-19
"386",0,1981-01-20
"387",0,1981-01-21
"388",0,1981-01-22
"389",0,1981-01-23
"390",0,1981-01-24
"391",0,1981-01-25
"392",0.00390625,1981-01-26
"393",42.224609375,1981-01-27
"394",0.1943359375,1981-01-28
"395",0.0009765625,1981-01-29
"396",0,1981-01-30
"397",0,1981-01-31
"398",0,1981-02-01
"399",0,1981-02-02
"400",0,1981-02-03
"401",0.876953125,1981-02-04
"402",0.013671875,1981-02-05
"403",0,1981-02-06
"404",0,1981-02-07
"405",0,1981-02-08
"406",0,1981-02-09
"407",0,1981-02-10
"408",0,1981-02-11
"409",0,1981-02-12
"410",0.724609375,1981-02-13
"411",2.40234375,1981-02-14
"412",0,1981-02-15
"413",0.0009765625,1981-02-16
"414",0,1981-02-17
"415",0.8076171875,1981-02-18
"416",0.001953125,1981-02-19
"417",0,1981-02-20
"418",0,1981-02-21
"419",0,1981-02-22
"420",0,1981-02-23
"421",0,1981-02-24
"422",0,1981-02-25
"423",0,1981-02-26
"424",0,1981-02-27
"425",0,1981-02-28
"426",5.1650390625,1981-03-01
"427",1.2841796875,1981-03-02
"428",0.03515625,1981-03-03
"429",0.1181640625,1981-03-04
"430",0,1981-03-05
"431",0,1981-03-06
"432",0,1981-03-07
"433",0.25,1981-03-08
"434",1.2607421875,1981-03-09
"435",0.8720703125,1981-03-10
"436",0,1981-03-11
"437",0,1981-03-12
"438",0,1981-03-13
"439",0,1981-03-14
"440",0,1981-03-15
"441",0,1981-03-16
"442",0,1981-03-17
"443",0,1981-03-18
"444",0,1981-03-19
"445",0.0068359375,1981-03-20
"446",0.490234375,1981-03-21
"447",0,1981-03-22
"448",0,1981-03-23
"449",0,1981-03-24
"450",0,1981-03-25
"451",0,1981-03-26
"452",2.1279296875,1981-03-27
"453",0.3662109375,1981-03-28
"454",1.0029296875,1981-03-29
"455",12.1162109375,1981-03-30
"456",0.3623046875,1981-03-31
