"","precip","time"
"1",1.0224609375,1980-01-01
"2",0.35546875,1980-01-02
"3",0.109375,1980-01-03
"4",1.7880859375,1980-01-04
"5",0.5634765625,1980-01-05
"6",0.3974609375,1980-01-06
"7",7.2783203125,1980-01-07
"8",0.3642578125,1980-01-08
"9",0.3935546875,1980-01-09
"10",0.1171875,1980-01-10
"11",1.2236328125,1980-01-11
"12",0.30078125,1980-01-12
"13",1.080078125,1980-01-13
"14",0.3486328125,1980-01-14
"15",2.4404296875,1980-01-15
"16",2.1259765625,1980-01-16
"17",0.009765625,1980-01-17
"18",0.0185546875,1980-01-18
"19",1.6865234375,1980-01-19
"20",0.251953125,1980-01-20
"21",0.025390625,1980-01-21
"22",0.32421875,1980-01-22
"23",1.390625,1980-01-23
"24",0.515625,1980-01-24
"25",0.5380859375,1980-01-25
"26",3.4765625,1980-01-26
"27",2.966796875,1980-01-27
"28",0.0224609375,1980-01-28
"29",4.13671875,1980-01-29
"30",1.044921875,1980-01-30
"31",0.2861328125,1980-01-31
"32",0.9453125,1980-02-01
"33",0.1962890625,1980-02-02
"34",3.888671875,1980-02-03
"35",1.5068359375,1980-02-04
"36",0.0302734375,1980-02-05
"37",2.70703125,1980-02-06
"38",0.8876953125,1980-02-07
"39",1.9853515625,1980-02-08
"40",15.427734375,1980-02-09
"41",0.9267578125,1980-02-10
"42",0.0634765625,1980-02-11
"43",0,1980-02-12
"44",0.0146484375,1980-02-13
"45",0,1980-02-14
"46",0.0146484375,1980-02-15
"47",0.0927734375,1980-02-16
"48",0,1980-02-17
"49",0.0009765625,1980-02-18
"50",0,1980-02-19
"51",0.265625,1980-02-20
"52",19.1552734375,1980-02-21
"53",0.271484375,1980-02-22
"54",0.6376953125,1980-02-23
"55",2.1923828125,1980-02-24
"56",4.1787109375,1980-02-25
"57",0.3017578125,1980-02-26
"58",4.775390625,1980-02-27
"59",0.11328125,1980-02-28
"60",0.0244140625,1980-02-29
"61",5.2451171875,1980-03-01
"62",10.12109375,1980-03-02
"63",7.296875,1980-03-03
"64",0.8427734375,1980-03-04
"65",0.01953125,1980-03-05
"66",0.1337890625,1980-03-06
"67",0,1980-03-07
"68",0.3056640625,1980-03-08
"69",1.6767578125,1980-03-09
"70",0.7294921875,1980-03-10
"71",0.4912109375,1980-03-11
"72",0.0205078125,1980-03-12
"73",0.2021484375,1980-03-13
"74",8.6943359375,1980-03-14
"75",0.64453125,1980-03-15
"76",1.478515625,1980-03-16
"77",0.03125,1980-03-17
"78",0.0009765625,1980-03-18
"79",0.009765625,1980-03-19
"80",0.0009765625,1980-03-20
"81",0.005859375,1980-03-21
"82",0,1980-03-22
"83",0,1980-03-23
"84",0.0234375,1980-03-24
"85",0,1980-03-25
"86",0.23828125,1980-03-26
"87",7.775390625,1980-03-27
"88",10.15234375,1980-03-28
"89",3.09765625,1980-03-29
"90",1.662109375,1980-03-30
"91",1.7607421875,1980-03-31
"92",1.6181640625,1980-04-01
"93",0.302734375,1980-04-02
"94",0.3359375,1980-04-03
"95",5.0595703125,1980-04-04
"96",0.421875,1980-04-05
"97",4.255859375,1980-04-06
"98",0.24609375,1980-04-07
"99",0.30078125,1980-04-08
"100",0.0400390625,1980-04-09
"101",0,1980-04-10
"102",0.021484375,1980-04-11
"103",0.0009765625,1980-04-12
"104",0,1980-04-13
"105",0.42578125,1980-04-14
"106",0,1980-04-15
"107",8.8154296875,1980-04-16
"108",1.841796875,1980-04-17
"109",0,1980-04-18
"110",4.078125,1980-04-19
"111",4.962890625,1980-04-20
"112",2.595703125,1980-04-21
"113",3.30078125,1980-04-22
"114",13.7919921875,1980-04-23
"115",26.5546875,1980-04-24
"116",7.228515625,1980-04-25
"117",6.2529296875,1980-04-26
"118",2.6884765625,1980-04-27
"119",1.4560546875,1980-04-28
"120",0.701171875,1980-04-29
"121",0.806640625,1980-04-30
"122",0.0283203125,1980-05-01
"123",0.0849609375,1980-05-02
"124",0.04296875,1980-05-03
"125",0.0791015625,1980-05-04
"126",6.9287109375,1980-05-05
"127",0.21875,1980-05-06
"128",5.7041015625,1980-05-07
"129",12.353515625,1980-05-08
"130",2.8271484375,1980-05-09
"131",8.220703125,1980-05-10
"132",22.552734375,1980-05-11
"133",4.0615234375,1980-05-12
"134",1.173828125,1980-05-13
"135",0.4189453125,1980-05-14
"136",0.23046875,1980-05-15
"137",0,1980-05-16
"138",7.9697265625,1980-05-17
"139",3.1259765625,1980-05-18
"140",6.8076171875,1980-05-19
"141",3.9599609375,1980-05-20
"142",4.22265625,1980-05-21
"143",3.85546875,1980-05-22
"144",1.0419921875,1980-05-23
"145",12.396484375,1980-05-24
"146",0.7041015625,1980-05-25
"147",0.06640625,1980-05-26
"148",0.033203125,1980-05-27
"149",0,1980-05-28
"150",2.6259765625,1980-05-29
"151",12.431640625,1980-05-30
"152",4.68359375,1980-05-31
"153",1.5771484375,1980-06-01
"154",3.13671875,1980-06-02
"155",1.0634765625,1980-06-03
"156",6.0302734375,1980-06-04
"157",1.291015625,1980-06-05
"158",0.171875,1980-06-06
"159",0.083984375,1980-06-07
"160",0.0126953125,1980-06-08
"161",0.904296875,1980-06-09
"162",2.240234375,1980-06-10
"163",0.5400390625,1980-06-11
"164",0.169921875,1980-06-12
"165",0.1923828125,1980-06-13
"166",0.0859375,1980-06-14
"167",0,1980-06-15
"168",30.0009765625,1980-06-16
"169",27.7705078125,1980-06-17
"170",4.4423828125,1980-06-18
"171",0.76171875,1980-06-19
"172",0.1806640625,1980-06-20
"173",0.0771484375,1980-06-21
"174",0.033203125,1980-06-22
"175",0.2548828125,1980-06-23
"176",5.3603515625,1980-06-24
"177",2.4599609375,1980-06-25
"178",0.04296875,1980-06-26
"179",5.6279296875,1980-06-27
"180",45.9794921875,1980-06-28
"181",29.6845703125,1980-06-29
"182",8.8623046875,1980-06-30
