"","precip","time"
"1",23.80078125,1980-01-01
"2",13.412109375,1980-01-02
"3",41.0380859375,1980-01-03
"4",0.8046875,1980-01-04
"5",30.068359375,1980-01-05
"6",14.9443359375,1980-01-06
"7",26.9892578125,1980-01-07
"8",8.3359375,1980-01-08
"9",31.275390625,1980-01-09
"10",0.3466796875,1980-01-10
"11",11.4892578125,1980-01-11
"12",7.689453125,1980-01-12
"13",12.595703125,1980-01-13
"14",5.98828125,1980-01-14
"15",3.3369140625,1980-01-15
"16",5.6416015625,1980-01-16
"17",7.46484375,1980-01-17
"18",39.05859375,1980-01-18
"19",10.38671875,1980-01-19
"20",8.4365234375,1980-01-20
"21",22.7431640625,1980-01-21
"22",50.2333984375,1980-01-22
"23",19.3486328125,1980-01-23
"24",0.0234375,1980-01-24
"25",0.451171875,1980-01-25
"26",19.91015625,1980-01-26
"27",25.4169921875,1980-01-27
"28",13.9443359375,1980-01-28
"29",9.28515625,1980-01-29
"30",4.9755859375,1980-01-30
"31",22.666015625,1980-01-31
"32",18.4462890625,1980-02-01
"33",7.5078125,1980-02-02
"34",101.2177734375,1980-02-03
"35",33.0537109375,1980-02-04
"36",159.42578125,1980-02-05
"37",10.072265625,1980-02-06
"38",12.9208984375,1980-02-07
"39",15.591796875,1980-02-08
"40",6.30859375,1980-02-09
"41",11.572265625,1980-02-10
"42",17.5107421875,1980-02-11
"43",9.91015625,1980-02-12
"44",8.041015625,1980-02-13
"45",19.7724609375,1980-02-14
"46",50.1455078125,1980-02-15
"47",33.0166015625,1980-02-16
"48",1.2041015625,1980-02-17
"49",43.0263671875,1980-02-18
"50",8.65234375,1980-02-19
"51",5.484375,1980-02-20
"52",2.1416015625,1980-02-21
"53",44.3984375,1980-02-22
"54",12.1162109375,1980-02-23
"55",18.5654296875,1980-02-24
"56",5.7001953125,1980-02-25
"57",2.5263671875,1980-02-26
"58",0.0302734375,1980-02-27
"59",7.994140625,1980-02-28
"60",12.5400390625,1980-02-29
"61",0,1980-03-01
"62",2.1083984375,1980-03-02
"63",0,1980-03-03
"64",3.89453125,1980-03-04
"65",0.005859375,1980-03-05
"66",35.9853515625,1980-03-06
"67",1.919921875,1980-03-07
"68",26.2822265625,1980-03-08
"69",2.0263671875,1980-03-09
"70",0.0439453125,1980-03-10
"71",23.861328125,1980-03-11
"72",20.0498046875,1980-03-12
"73",0.6337890625,1980-03-13
"74",3.9345703125,1980-03-14
"75",0,1980-03-15
"76",0,1980-03-16
"77",0,1980-03-17
"78",0.3486328125,1980-03-18
"79",40.0673828125,1980-03-19
"80",17.4853515625,1980-03-20
"81",13.4287109375,1980-03-21
"82",9.5810546875,1980-03-22
"83",22.6435546875,1980-03-23
"84",4.4794921875,1980-03-24
"85",0,1980-03-25
"86",16.34765625,1980-03-26
"87",1.7060546875,1980-03-27
"88",0.037109375,1980-03-28
"89",0.15234375,1980-03-29
"90",0.1494140625,1980-03-30
"91",2.291015625,1980-03-31
"92",0,1980-04-01
"93",0,1980-04-02
"94",0,1980-04-03
"95",1.6865234375,1980-04-04
"96",0,1980-04-05
"97",0,1980-04-06
"98",0,1980-04-07
"99",0,1980-04-08
"100",0,1980-04-09
"101",0,1980-04-10
"102",0,1980-04-11
"103",0.43359375,1980-04-12
"104",0.0009765625,1980-04-13
"105",0,1980-04-14
"106",2.8876953125,1980-04-15
"107",0.30078125,1980-04-16
"108",0,1980-04-17
"109",0,1980-04-18
"110",0.048828125,1980-04-19
"111",0,1980-04-20
"112",0.6298828125,1980-04-21
"113",0,1980-04-22
"114",0,1980-04-23
"115",46.2783203125,1980-04-24
"116",1.0927734375,1980-04-25
"117",0.724609375,1980-04-26
"118",0.001953125,1980-04-27
"119",0,1980-04-28
"120",0.2646484375,1980-04-29
"121",10.5810546875,1980-04-30
"122",0,1980-05-01
"123",0.0009765625,1980-05-02
"124",0,1980-05-03
"125",0,1980-05-04
"126",0,1980-05-05
"127",0,1980-05-06
"128",0,1980-05-07
"129",0,1980-05-08
"130",0,1980-05-09
"131",0,1980-05-10
"132",0,1980-05-11
"133",0,1980-05-12
"134",0,1980-05-13
"135",0,1980-05-14
"136",0,1980-05-15
"137",0,1980-05-16
"138",0.0009765625,1980-05-17
"139",0,1980-05-18
"140",0,1980-05-19
"141",0,1980-05-20
"142",4.6904296875,1980-05-21
"143",0,1980-05-22
"144",0,1980-05-23
"145",0,1980-05-24
"146",0,1980-05-25
"147",0,1980-05-26
"148",1.9716796875,1980-05-27
"149",0,1980-05-28
"150",0,1980-05-29
"151",0,1980-05-30
"152",0,1980-05-31
"153",0,1980-06-01
"154",0,1980-06-02
"155",0,1980-06-03
"156",0,1980-06-04
"157",0,1980-06-05
"158",0,1980-06-06
"159",0,1980-06-07
"160",0,1980-06-08
"161",0,1980-06-09
"162",0,1980-06-10
"163",0,1980-06-11
"164",0,1980-06-12
"165",0,1980-06-13
"166",0,1980-06-14
"167",0,1980-06-15
"168",0,1980-06-16
"169",0,1980-06-17
"170",0,1980-06-18
"171",0,1980-06-19
"172",0,1980-06-20
"173",0,1980-06-21
"174",0,1980-06-22
"175",0,1980-06-23
"176",0,1980-06-24
"177",0,1980-06-25
"178",0,1980-06-26
"179",0,1980-06-27
"180",0,1980-06-28
"181",0,1980-06-29
"182",0,1980-06-30
"183",0,1980-07-01
"184",0,1980-07-02
"185",0,1980-07-03
"186",0,1980-07-04
"187",0,1980-07-05
"188",0,1980-07-06
"189",0,1980-07-07
"190",0,1980-07-08
"191",0,1980-07-09
"192",0,1980-07-10
"193",0,1980-07-11
"194",0,1980-07-12
"195",0,1980-07-13
"196",0,1980-07-14
"197",0,1980-07-15
"198",0,1980-07-16
"199",0,1980-07-17
"200",0,1980-07-18
"201",0,1980-07-19
"202",0.00390625,1980-07-20
"203",0,1980-07-21
"204",0,1980-07-22
"205",0,1980-07-23
"206",0,1980-07-24
"207",0,1980-07-25
"208",0,1980-07-26
"209",0,1980-07-27
"210",0,1980-07-28
"211",0,1980-07-29
"212",0,1980-07-30
"213",0,1980-07-31
"214",0,1980-08-01
"215",0,1980-08-02
"216",0,1980-08-03
"217",0,1980-08-04
"218",0.0009765625,1980-08-05
"219",0,1980-08-06
"220",0,1980-08-07
"221",0,1980-08-08
"222",0,1980-08-09
"223",0,1980-08-10
"224",0,1980-08-11
"225",0,1980-08-12
"226",0,1980-08-13
"227",0,1980-08-14
"228",0,1980-08-15
"229",0,1980-08-16
"230",0,1980-08-17
"231",0,1980-08-18
"232",0,1980-08-19
"233",0,1980-08-20
"234",0,1980-08-21
"235",0,1980-08-22
"236",0,1980-08-23
"237",0,1980-08-24
"238",0,1980-08-25
"239",0,1980-08-26
"240",0.9140625,1980-08-27
"241",0,1980-08-28
"242",0,1980-08-29
"243",0,1980-08-30
"244",0,1980-08-31
"245",0,1980-09-01
"246",0,1980-09-02
"247",0,1980-09-03
"248",0,1980-09-04
"249",0,1980-09-05
"250",0,1980-09-06
"251",0,1980-09-07
"252",0,1980-09-08
"253",0,1980-09-09
"254",0,1980-09-10
"255",0,1980-09-11
"256",0,1980-09-12
"257",0,1980-09-13
"258",0,1980-09-14
"259",0,1980-09-15
"260",0,1980-09-16
"261",0,1980-09-17
"262",0,1980-09-18
"263",0,1980-09-19
"264",0,1980-09-20
"265",0,1980-09-21
"266",0,1980-09-22
"267",0,1980-09-23
"268",0,1980-09-24
"269",0,1980-09-25
"270",0,1980-09-26
"271",0,1980-09-27
"272",0,1980-09-28
"273",0,1980-09-29
"274",0,1980-09-30
"275",0,1980-10-01
"276",0,1980-10-02
"277",0,1980-10-03
"278",0,1980-10-04
"279",0,1980-10-05
"280",0,1980-10-06
"281",0,1980-10-07
"282",0,1980-10-08
"283",0,1980-10-09
"284",0.0048828125,1980-10-10
"285",0.0029296875,1980-10-11
"286",0.0166015625,1980-10-12
"287",0.083984375,1980-10-13
"288",5.3037109375,1980-10-14
"289",0,1980-10-15
"290",0,1980-10-16
"291",0.150390625,1980-10-17
"292",0,1980-10-18
"293",16.259765625,1980-10-19
"294",1.3193359375,1980-10-20
"295",0,1980-10-21
"296",0,1980-10-22
"297",0,1980-10-23
"298",0.0029296875,1980-10-24
"299",0,1980-10-25
"300",0,1980-10-26
"301",0,1980-10-27
"302",0,1980-10-28
"303",0,1980-10-29
"304",0,1980-10-30
"305",0,1980-10-31
"306",0,1980-11-01
