"","time","bs","pv","npv","ue","spatial_ref","sfg_id","point_id","x","y"
"1",1987-09-09 23:22:00.131499,7.25,38.5357142857143,53.1071428571429,17.5714285714286,3577,14.5,14.5,1631801.78571429,-3424426.07142857
"2",1987-09-25 23:22:22.312849,10.9642857142857,33.1428571428571,54.6071428571429,16.75,3577,42.5,42.5,1631801.78571429,-3424426.07142857
"3",1987-10-11 23:22:41.281584,10.25,33.9642857142857,54.3571428571429,16.25,3577,70.5,70.5,1631801.78571429,-3424426.07142857
"4",1987-11-28 23:23:35.307869,0,24.4285714285714,76.5357142857143,6.39285714285714,3577,126.5,126.5,1631801.78571429,-3424426.07142857
"5",1987-12-14 23:23:48.683589,7.89285714285714,32.8928571428571,58.1071428571429,15.8571428571429,3577,154.5,154.5,1631801.78571429,-3424426.07142857
"6",1987-12-30 23:24:04.968916,4.57142857142857,35.8214285714286,58.6428571428571,16.5714285714286,3577,182.5,182.5,1631801.78571429,-3424426.07142857
"7",1988-01-31 23:24:39.722868,8.17857142857143,38.4642857142857,52.2142857142857,16.25,3577,210.5,210.5,1631801.78571429,-3424426.07142857
"8",1988-02-16 23:24:55.321176,7.39285714285714,40.7857142857143,50.7857142857143,17.2857142857143,3577,238.5,238.5,1631801.78571429,-3424426.07142857
"9",1988-03-03 23:25:05.406734,9.03571428571429,38.1428571428571,51.6428571428571,17.1071428571429,3577,266.5,266.5,1631801.78571429,-3424426.07142857
"10",1988-03-19 23:25:14.286718,8.89285714285714,39.0714285714286,50.6785714285714,17.4285714285714,3577,294.5,294.5,1631801.78571429,-3424426.07142857
"11",1988-06-07 23:25:48.418165,8.88888888888889,44.6666666666667,45.3333333333333,24,3577,376,376,1631798.33333333,-3424411.66666667
"12",1988-06-23 23:25:53.569106,7.51851851851852,46.2222222222222,45.2222222222222,23.5925925925926,3577,406.740740740741,406.740740740741,1631802.77777778,-3424427.22222222
"13",1988-07-09 23:25:57.247567,7.54545454545455,46.8181818181818,44.5454545454545,24.4545454545455,3577,430.454545454545,430.454545454545,1631780.45454545,-3424405.90909091
"14",1988-07-25 23:25:59.956303,8.10714285714286,43.5714285714286,47.1785714285714,22.9285714285714,3577,462.5,462.5,1631801.78571429,-3424426.07142857
"15",1988-08-10 23:25:58.401487,6.75,41.8571428571429,50.2142857142857,21.9642857142857,3577,490.5,490.5,1631801.78571429,-3424426.07142857
"16",1988-08-26 23:26:03.968561,44,23.5,31.7777777777778,17.5555555555556,3577,517.166666666667,517.166666666667,1631823.33333333,-3424413.33333333
"17",1988-09-27 23:25:55.163824,6.25,39.8214285714286,53.1071428571429,20.3214285714286,3577,574.5,574.5,1631801.78571429,-3424426.07142857
"18",1988-10-13 23:25:49.821631,11.8571428571429,31.9642857142857,54.9285714285714,16.3214285714286,3577,602.5,602.5,1631801.78571429,-3424426.07142857
"19",1988-10-29 23:25:51.45399,9.39285714285714,32.7142857142857,56.6428571428571,15.9642857142857,3577,630.5,630.5,1631801.78571429,-3424426.07142857
"20",1988-11-14 23:25:51.797038,7.35714285714286,34.5357142857143,57,14.2142857142857,3577,658.5,658.5,1631801.78571429,-3424426.07142857
"21",1988-11-30 23:25:50.726266,8.57142857142857,37,53.4285714285714,15.7142857142857,3577,686.5,686.5,1631801.78571429,-3424426.07142857
"22",1989-02-18 23:25:14.091596,6.89285714285714,40.8571428571429,51.1071428571429,17.3571428571429,3577,798.5,798.5,1631801.78571429,-3424426.07142857
"23",1989-03-06 23:24:53.467274,8.21428571428571,40.2142857142857,50.1785714285714,17.3214285714286,3577,826.5,826.5,1631801.78571429,-3424426.07142857
"24",1989-03-22 23:24:12.803298,4.75,44.2142857142857,49.9642857142857,17.6428571428571,3577,854.5,854.5,1631801.78571429,-3424426.07142857
"25",1989-05-25 23:23:39.172445,7.82142857142857,50.8214285714286,40,22.8571428571429,3577,910.5,910.5,1631801.78571429,-3424426.07142857
"26",1989-08-13 23:22:00.939049,9.05263157894737,46.7368421052632,43.2105263157895,24.4210526315789,3577,965.263157894737,965.263157894737,1631790.78947368,-3424420.26315789
"27",1989-08-29 23:21:41.60751,6.85714285714286,45.7142857142857,46.0714285714286,22.1785714285714,3577,994.5,994.5,1631801.78571429,-3424426.07142857
"28",1989-09-14 23:21:05.936081,7.46428571428571,43.2857142857143,48.0357142857143,20.5,3577,1022.5,1022.5,1631801.78571429,-3424426.07142857
"29",1989-09-30 23:20:58.724399,9.85714285714286,38.6428571428571,50.3928571428571,18.2857142857143,3577,1050.5,1050.5,1631801.78571429,-3424426.07142857
"30",1989-10-16 23:20:20.882605,12.3214285714286,34.5357142857143,51.8571428571429,16.5357142857143,3577,1078.5,1078.5,1631801.78571429,-3424426.07142857
"31",1989-11-17 23:19:21.82369,4.5,43.4285714285714,51,19.0357142857143,3577,1106.5,1106.5,1631801.78571429,-3424426.07142857
"32",1989-12-03 23:19:04.346801,6.17857142857143,41.8214285714286,51.1071428571429,18.7142857142857,3577,1134.5,1134.5,1631801.78571429,-3424426.07142857
"33",1989-12-19 23:18:36.686947,7.32142857142857,39.5,52.1071428571429,17.4642857142857,3577,1162.5,1162.5,1631801.78571429,-3424426.07142857
"34",1990-03-09 23:15:59.855926,5.92857142857143,43.8214285714286,49.2142857142857,17.75,3577,1218.5,1218.5,1631801.78571429,-3424426.07142857
"35",1990-05-12 23:15:32.289621,6.75,49.8,42.1,24.3,3577,1274.3,1274.3,1631788.5,-3424426.5
"36",1990-05-28 23:15:27.408902,7,49.5,42.5,25,3577,1299.5,1299.5,1631805,-3424410
"37",1990-06-13 23:15:26.23316,5.42857142857143,53,40,24.8571428571429,3577,1329,1329,1631787.85714286,-3424420.71428571
"38",1990-07-31 23:15:17.863938,12.4642857142857,45.2857142857143,40.8928571428571,23.7857142857143,3577,1386.5,1386.5,1631801.78571429,-3424426.07142857
"39",1990-08-16 23:15:14.306718,10.8095238095238,43.2380952380952,44.7619047619048,24.2857142857143,3577,1414.09523809524,1414.09523809524,1631787.85714286,-3424426.42857143
"40",1990-09-01 23:15:07.262113,5.17857142857143,47.8214285714286,45.8928571428571,22.6428571428571,3577,1442.5,1442.5,1631801.78571429,-3424426.07142857
"41",1990-09-17 23:15:05.583301,9.07142857142857,40.8214285714286,48.9642857142857,20.3214285714286,3577,1470.5,1470.5,1631801.78571429,-3424426.07142857
"42",1990-10-03 23:14:50.559802,8.89285714285714,38.3214285714286,51.6428571428571,18.9285714285714,3577,1498.5,1498.5,1631801.78571429,-3424426.07142857
"43",1990-10-19 23:14:48.459366,17.1538461538462,30.6923076923077,51,18,3577,1530.53846153846,1530.53846153846,1631777.30769231,-3424455
"44",1990-11-04 23:14:43.383062,9.46428571428571,35.2142857142857,54.4285714285714,17.8928571428571,3577,1554.5,1554.5,1631801.78571429,-3424426.07142857
"45",1990-12-06 23:14:31.680641,7.96428571428571,36.75,54.4642857142857,17,3577,1610.5,1610.5,1631801.78571429,-3424426.07142857
"46",1990-12-22 23:14:52.172246,8.53571428571429,33.8571428571429,56.5714285714286,16.3571428571429,3577,1638.5,1638.5,1631801.78571429,-3424426.07142857
"47",1991-01-07 23:15:17.573658,6.42857142857143,37.25,55.2142857142857,17.9642857142857,3577,1666.5,1666.5,1631801.78571429,-3424426.07142857
