"","vapourpres_h15","time"
"1",8.6416015625,1980-01-01
"2",9.3720703125,1980-01-02
"3",15.181640625,1980-01-03
"4",13.3818359375,1980-01-04
"5",9.4716796875,1980-01-05
"6",8.1220703125,1980-01-06
"7",10.01171875,1980-01-07
"8",10.072265625,1980-01-08
"9",8.8115234375,1980-01-09
"10",8.421875,1980-01-10
"11",9.3115234375,1980-01-11
"12",13.4423828125,1980-01-12
"13",12.8115234375,1980-01-13
"14",12.2724609375,1980-01-14
"15",11.2724609375,1980-01-15
"16",8.1416015625,1980-01-16
"17",5.8515625,1980-01-17
"18",13.4521484375,1980-01-18
"19",12.1416015625,1980-01-19
"20",13.1220703125,1980-01-20
"21",15.8818359375,1980-01-21
"22",11.9423828125,1980-01-22
"23",13.171875,1980-01-23
"24",9.7822265625,1980-01-24
"25",14.912109375,1980-01-25
"26",9.0224609375,1980-01-26
"27",8.572265625,1980-01-27
"28",8.15234375,1980-01-28
"29",10.572265625,1980-01-29
"30",11.181640625,1980-01-30
"31",9.2119140625,1980-01-31
"32",13.078125,1980-02-01
"33",13.087890625,1980-02-02
"34",9.41796875,1980-02-03
"35",10.7978515625,1980-02-04
"36",11.318359375,1980-02-05
"37",9.98828125,1980-02-06
"38",7.8583984375,1980-02-07
"39",11.23828125,1980-02-08
"40",7.7275390625,1980-02-09
"41",8.1083984375,1980-02-10
"42",6.09765625,1980-02-11
"43",11.328125,1980-02-12
"44",11.7978515625,1980-02-13
"45",11.6484375,1980-02-14
"46",14.4677734375,1980-02-15
"47",9.3779296875,1980-02-16
"48",11.3681640625,1980-02-17
"49",10.6181640625,1980-02-18
"50",10.2880859375,1980-02-19
"51",10.9677734375,1980-02-20
"52",16.4482421875,1980-02-21
"53",9.767578125,1980-02-22
"54",10.8876953125,1980-02-23
"55",9.818359375,1980-02-24
"56",7.087890625,1980-02-25
"57",8.0380859375,1980-02-26
"58",13.1484375,1980-02-27
"59",14.5078125,1980-02-28
"60",10.7783203125,1980-02-29
"61",10.57421875,1980-03-01
"62",13.07421875,1980-03-02
"63",11.50390625,1980-03-03
"64",15.8740234375,1980-03-04
"65",10.7138671875,1980-03-05
"66",10.923828125,1980-03-06
"67",17.7939453125,1980-03-07
"68",9.923828125,1980-03-08
"69",7.3642578125,1980-03-09
"70",8.984375,1980-03-10
"71",9.3642578125,1980-03-11
"72",8.6943359375,1980-03-12
"73",11.93359375,1980-03-13
"74",12.904296875,1980-03-14
"75",15.484375,1980-03-15
"76",12.853515625,1980-03-16
"77",8.32421875,1980-03-17
"78",8.234375,1980-03-18
"79",14.244140625,1980-03-19
"80",8.7236328125,1980-03-20
"81",13.5537109375,1980-03-21
"82",8.744140625,1980-03-22
"83",11.2041015625,1980-03-23
"84",11.9443359375,1980-03-24
