"","vapourpres_h15","time"
"1",15.84765625,1980-01-01
"2",13.998046875,1980-01-02
"3",13.5380859375,1980-01-03
"4",14.4775390625,1980-01-04
"5",17.3076171875,1980-01-05
"6",19.7880859375,1980-01-06
"7",20.0380859375,1980-01-07
"8",15.73828125,1980-01-08
"9",18.6884765625,1980-01-09
"10",19.8681640625,1980-01-10
"11",14.6884765625,1980-01-11
"12",17.6484375,1980-01-12
"13",9.5380859375,1980-01-13
"14",13.0478515625,1980-01-14
"15",9.677734375,1980-01-15
"16",11.087890625,1980-01-16
"17",17.2978515625,1980-01-17
"18",21.4384765625,1980-01-18
"19",18.8583984375,1980-01-19
"20",18.078125,1980-01-20
"21",18.2880859375,1980-01-21
"22",17.1982421875,1980-01-22
"23",13.9482421875,1980-01-23
"24",13.5576171875,1980-01-24
"25",18.7275390625,1980-01-25
"26",16.9482421875,1980-01-26
"27",21.8779296875,1980-01-27
"28",22.41796875,1980-01-28
"29",22.4775390625,1980-01-29
"30",21.748046875,1980-01-30
"31",20.3583984375,1980-01-31
"32",18.8466796875,1980-02-01
"33",20.5966796875,1980-02-02
"34",20.4169921875,1980-02-03
"35",24.27734375,1980-02-04
"36",24.6767578125,1980-02-05
"37",24.0166015625,1980-02-06
"38",20.1669921875,1980-02-07
"39",18.8271484375,1980-02-08
"40",18.9765625,1980-02-09
"41",17.8671875,1980-02-10
"42",17.02734375,1980-02-11
"43",15.7265625,1980-02-12
"44",13.1865234375,1980-02-13
"45",13.20703125,1980-02-14
"46",14.037109375,1980-02-15
"47",17.7265625,1980-02-16
"48",17.716796875,1980-02-17
"49",17.4873046875,1980-02-18
"50",19.046875,1980-02-19
"51",18.8671875,1980-02-20
"52",16.947265625,1980-02-21
"53",14.8271484375,1980-02-22
"54",20.8671875,1980-02-23
"55",22.1171875,1980-02-24
"56",20.4873046875,1980-02-25
"57",16.4873046875,1980-02-26
"58",19.95703125,1980-02-27
"59",18.1474609375,1980-02-28
"60",19.02734375,1980-02-29
"61",12.740234375,1980-03-01
"62",12.8203125,1980-03-02
"63",13.3798828125,1980-03-03
"64",11.7197265625,1980-03-04
"65",14.0302734375,1980-03-05
"66",15.849609375,1980-03-06
"67",16.599609375,1980-03-07
"68",14.580078125,1980-03-08
"69",14.8203125,1980-03-09
"70",17.7998046875,1980-03-10
"71",15.26953125,1980-03-11
"72",14.169921875,1980-03-12
"73",16.51953125,1980-03-13
"74",10.1201171875,1980-03-14
"75",8.400390625,1980-03-15
"76",11.5302734375,1980-03-16
"77",13.419921875,1980-03-17
"78",14.2900390625,1980-03-18
"79",12.4296875,1980-03-19
"80",13.4296875,1980-03-20
"81",14.6298828125,1980-03-21
"82",12.73046875,1980-03-22
"83",11.6904296875,1980-03-23
"84",11.08984375,1980-03-24
"85",9.919921875,1980-03-25
"86",12.6201171875,1980-03-26
"87",9.7197265625,1980-03-27
"88",4.3701171875,1980-03-28
"89",6.3896484375,1980-03-29
"90",2.830078125,1980-03-30
"91",4.2099609375,1980-03-31
"92",11.5791015625,1980-04-01
"93",12.96875,1980-04-02
"94",11.71875,1980-04-03
"95",7.30859375,1980-04-04
"96",8.0791015625,1980-04-05
"97",9.96875,1980-04-06
"98",8.228515625,1980-04-07
"99",8.388671875,1980-04-08
"100",8.138671875,1980-04-09
"101",10.5087890625,1980-04-10
"102",9.2490234375,1980-04-11
"103",8.9287109375,1980-04-12
"104",14.0693359375,1980-04-13
"105",13.3388671875,1980-04-14
"106",12.5791015625,1980-04-15
"107",13.3388671875,1980-04-16
"108",11.978515625,1980-04-17
"109",13.138671875,1980-04-18
"110",10.9892578125,1980-04-19
