"","vapourpres_h15","time"
"1",12.8271484375,1987-01-01
"2",15.296875,1987-01-02
"3",15.947265625,1987-01-03
"4",15.626953125,1987-01-04
"5",16.857421875,1987-01-05
"6",16.197265625,1987-01-06
"7",14.537109375,1987-01-07
"8",6.8671875,1987-01-08
"9",7.216796875,1987-01-09
"10",8.52734375,1987-01-10
"11",11.9365234375,1987-01-11
"12",10.5673828125,1987-01-12
"13",13.4970703125,1987-01-13
"14",8.9267578125,1987-01-14
"15",8.7265625,1987-01-15
"16",12.5673828125,1987-01-16
"17",7.9873046875,1987-01-17
"18",10.796875,1987-01-18
"19",8.4365234375,1987-01-19
"20",10.1767578125,1987-01-20
"21",8.5869140625,1987-01-21
"22",6.537109375,1987-01-22
"23",7.9267578125,1987-01-23
"24",10.70703125,1987-01-24
"25",12.0771484375,1987-01-25
"26",12.1171875,1987-01-26
"27",8.4873046875,1987-01-27
"28",8.216796875,1987-01-28
"29",10.9267578125,1987-01-29
"30",12.1767578125,1987-01-30
"31",12.1474609375,1987-01-31
"32",8.9638671875,1987-02-01
"33",11.484375,1987-02-02
"34",8.8642578125,1987-02-03
"35",7.4443359375,1987-02-04
"36",11.1240234375,1987-02-05
"37",10.423828125,1987-02-06
"38",15.2236328125,1987-02-07
"39",12.4736328125,1987-02-08
"40",12.1435546875,1987-02-09
"41",9.07421875,1987-02-10
"42",9.5341796875,1987-02-11
"43",11.1435546875,1987-02-12
"44",13.404296875,1987-02-13
"45",12.0439453125,1987-02-14
"46",11.853515625,1987-02-15
"47",12.3642578125,1987-02-16
"48",12.7138671875,1987-02-17
"49",12.7939453125,1987-02-18
"50",13.9638671875,1987-02-19
"51",12.1337890625,1987-02-20
"52",9.494140625,1987-02-21
"53",6.59375,1987-02-22
"54",9.984375,1987-02-23
"55",13.0537109375,1987-02-24
"56",7.0537109375,1987-02-25
"57",9.744140625,1987-02-26
"58",13.8837890625,1987-02-27
"59",11.6240234375,1987-02-28
"60",8.2421875,1987-03-01
"61",9.412109375,1987-03-02
"62",9.591796875,1987-03-03
"63",9.65234375,1987-03-04
"64",11.7421875,1987-03-05
"65",13.01171875,1987-03-06
"66",9.8017578125,1987-03-07
"67",6.6123046875,1987-03-08
"68",8.6220703125,1987-03-09
"69",10.572265625,1987-03-10
"70",10.5517578125,1987-03-11
"71",7.8720703125,1987-03-12
"72",6.3916015625,1987-03-13
"73",9.001953125,1987-03-14
"74",10.482421875,1987-03-15
"75",12.2421875,1987-03-16
"76",13.322265625,1987-03-17
"77",13.662109375,1987-03-18
"78",11.162109375,1987-03-19
"79",8.08203125,1987-03-20
"80",10.341796875,1987-03-21
"81",9.251953125,1987-03-22
"82",7.3818359375,1987-03-23
"83",8.3720703125,1987-03-24
"84",9.912109375,1987-03-25
"85",10.4521484375,1987-03-26
"86",12.0322265625,1987-03-27
"87",11.08203125,1987-03-28
"88",8.0615234375,1987-03-29
"89",5.2421875,1987-03-30
"90",9.5419921875,1987-03-31
"91",10.0390625,1987-04-01
"92",12.5087890625,1987-04-02
"93",13.3193359375,1987-04-03
"94",14.388671875,1987-04-04
"95",13.8486328125,1987-04-05
"96",14.2587890625,1987-04-06
"97",13.4189453125,1987-04-07
"98",6.30859375,1987-04-08
"99",7.5390625,1987-04-09
"100",9.6787109375,1987-04-10
"101",12.8193359375,1987-04-11
"102",12.2685546875,1987-04-12
"103",10.30859375,1987-04-13
"104",8.2587890625,1987-04-14
"105",7.478515625,1987-04-15
"106",9.0888671875,1987-04-16
"107",10.2587890625,1987-04-17
"108",12.478515625,1987-04-18
"109",10.6787109375,1987-04-19
"110",5.548828125,1987-04-20
"111",9.2587890625,1987-04-21
"112",9.138671875,1987-04-22
"113",9.3388671875,1987-04-23
"114",10.939453125,1987-04-24
"115",10.8193359375,1987-04-25
"116",10.1591796875,1987-04-26
"117",12.609375,1987-04-27
"118",14.228515625,1987-04-28
"119",11.798828125,1987-04-29
"120",8.12890625,1987-04-30
"121",9.736328125,1987-05-01
"122",13.486328125,1987-05-02
"123",6.8662109375,1987-05-03
"124",7.755859375,1987-05-04
"125",8.486328125,1987-05-05
"126",9.6259765625,1987-05-06
"127",10.5556640625,1987-05-07
"128",11.345703125,1987-05-08
"129",12.0263671875,1987-05-09
"130",12.7158203125,1987-05-10
"131",12.8564453125,1987-05-11
"132",14.076171875,1987-05-12
"133",14.3759765625,1987-05-13
"134",11.6259765625,1987-05-14
"135",12.076171875,1987-05-15
"136",10.5263671875,1987-05-16
"137",9.826171875,1987-05-17
"138",9.146484375,1987-05-18
"139",9.4755859375,1987-05-19
"140",8.896484375,1987-05-20
"141",8.67578125,1987-05-21
"142",9.6357421875,1987-05-22
"143",12.1962890625,1987-05-23
"144",12.1064453125,1987-05-24
"145",7.326171875,1987-05-25
"146",6.765625,1987-05-26
"147",5.7763671875,1987-05-27
"148",9.826171875,1987-05-28
"149",10.015625,1987-05-29
"150",6.845703125,1987-05-30
"151",8.4560546875,1987-05-31
"152",9.2978515625,1987-06-01
"153",10.2978515625,1987-06-02
"154",9.337890625,1987-06-03
"155",9.7177734375,1987-06-04
"156",10.8583984375,1987-06-05
"157",9.84765625,1987-06-06
"158",9.1982421875,1987-06-07
"159",10.8076171875,1987-06-08
"160",12.9384765625,1987-06-09
"161",12.73828125,1987-06-10
"162",6.9384765625,1987-06-11
"163",8.328125,1987-06-12
"164",7.328125,1987-06-13
"165",6.16796875,1987-06-14
"166",7.2880859375,1987-06-15
"167",8.8779296875,1987-06-16
"168",8.6982421875,1987-06-17
"169",7.587890625,1987-06-18
"170",7.6982421875,1987-06-19
"171",11.017578125,1987-06-20
"172",12.248046875,1987-06-21
"173",11.2177734375,1987-06-22
"174",9.3681640625,1987-06-23
"175",9.828125,1987-06-24
"176",8.7880859375,1987-06-25
"177",7.2578125,1987-06-26
"178",6.927734375,1987-06-27
"179",6.318359375,1987-06-28
"180",6.9677734375,1987-06-29
"181",7.078125,1987-06-30
"182",7.6884765625,1987-07-01
"183",8.068359375,1987-07-02
"184",9.2177734375,1987-07-03
"185",9.427734375,1987-07-04
"186",9.66796875,1987-07-05
"187",9.927734375,1987-07-06
"188",10.0478515625,1987-07-07
"189",9.017578125,1987-07-08
"190",10.1982421875,1987-07-09
"191",10.7978515625,1987-07-10
"192",7.7578125,1987-07-11
"193",5.8681640625,1987-07-12
"194",9.5078125,1987-07-13
"195",10.328125,1987-07-14
"196",8.16796875,1987-07-15
"197",7.23828125,1987-07-16
"198",8.677734375,1987-07-17
"199",9.767578125,1987-07-18
"200",7.9580078125,1987-07-19
"201",7.1484375,1987-07-20
"202",7.498046875,1987-07-21
"203",7.5078125,1987-07-22
"204",7.5283203125,1987-07-23
"205",8.4775390625,1987-07-24
"206",9.48828125,1987-07-25
"207",9.1484375,1987-07-26
"208",9.328125,1987-07-27
"209",8.1279296875,1987-07-28
"210",10.6083984375,1987-07-29
"211",9.677734375,1987-07-30
"212",7.7978515625,1987-07-31
"213",9.787109375,1987-08-01
"214",10.6865234375,1987-08-02
"215",9.197265625,1987-08-03
"216",8.8671875,1987-08-04
"217",7.806640625,1987-08-05
"218",5.38671875,1987-08-06
"219",8.4365234375,1987-08-07
"220",8.4873046875,1987-08-08
"221",5.9267578125,1987-08-09
"222",7.70703125,1987-08-10
"223",7.8671875,1987-08-11
"224",7.5068359375,1987-08-12
"225",10.77734375,1987-08-13
"226",11.4873046875,1987-08-14
"227",8.8671875,1987-08-15
"228",5.9267578125,1987-08-16
"229",9.2265625,1987-08-17
"230",9.0166015625,1987-08-18
"231",9.1865234375,1987-08-19
"232",7.13671875,1987-08-20
"233",8.9970703125,1987-08-21
"234",8.3173828125,1987-08-22
"235",9.3974609375,1987-08-23
"236",9.197265625,1987-08-24
"237",9.5771484375,1987-08-25
"238",8.4765625,1987-08-26
"239",10.037109375,1987-08-27
"240",8.3671875,1987-08-28
"241",10.3466796875,1987-08-29
"242",9.607421875,1987-08-30
"243",5.95703125,1987-08-31
"244",6.234375,1987-09-01
"245",7.6240234375,1987-09-02
"246",5.673828125,1987-09-03
"247",7.8037109375,1987-09-04
"248",8.333984375,1987-09-05
"249",7.994140625,1987-09-06
"250",8.314453125,1987-09-07
"251",6.1337890625,1987-09-08
"252",7.083984375,1987-09-09
"253",6.353515625,1987-09-10
"254",7.8037109375,1987-09-11
"255",6.583984375,1987-09-12
"256",6.734375,1987-09-13
"257",9.3642578125,1987-09-14
"258",10.2138671875,1987-09-15
"259",10.3642578125,1987-09-16
"260",7.6240234375,1987-09-17
"261",10.3740234375,1987-09-18
"262",10.5341796875,1987-09-19
"263",7.083984375,1987-09-20
"264",10.173828125,1987-09-21
"265",8.263671875,1987-09-22
"266",9.083984375,1987-09-23
"267",10.583984375,1987-09-24
"268",10.9541015625,1987-09-25
"269",12.064453125,1987-09-26
"270",11.1640625,1987-09-27
"271",13.673828125,1987-09-28
"272",10.1640625,1987-09-29
"273",7.5341796875,1987-09-30
"274",9.927734375,1987-10-01
"275",10.087890625,1987-10-02
"276",9.0576171875,1987-10-03
"277",10.7177734375,1987-10-04
"278",9.2275390625,1987-10-05
"279",7.7080078125,1987-10-06
"280",5.7978515625,1987-10-07
"281",8.998046875,1987-10-08
"282",9.91796875,1987-10-09
"283",7.177734375,1987-10-10
"284",6.2275390625,1987-10-11
"285",6.9580078125,1987-10-12
"286",8.2080078125,1987-10-13
"287",8.2177734375,1987-10-14
"288",11.7275390625,1987-10-15
"289",14.6181640625,1987-10-16
"290",13.16796875,1987-10-17
"291",10.7880859375,1987-10-18
"292",10.1884765625,1987-10-19
"293",9.6083984375,1987-10-20
"294",10.087890625,1987-10-21
"295",10.5576171875,1987-10-22
"296",10.248046875,1987-10-23
"297",11.1484375,1987-10-24
"298",11.84765625,1987-10-25
"299",11.9482421875,1987-10-26
"300",13.48828125,1987-10-27
"301",8.6083984375,1987-10-28
"302",10.677734375,1987-10-29
"303",9.408203125,1987-10-30
"304",10.7880859375,1987-10-31
"305",12.86328125,1987-11-01
"306",12.5927734375,1987-11-02
"307",6.7529296875,1987-11-03
"308",7.36328125,1987-11-04
"309",9.3525390625,1987-11-05
"310",10.22265625,1987-11-06
"311",10.6025390625,1987-11-07
"312",13.0830078125,1987-11-08
"313",13.033203125,1987-11-09
"314",9.86328125,1987-11-10
"315",9.4130859375,1987-11-11
"316",9.6533203125,1987-11-12
"317",8.142578125,1987-11-13
"318",11.1826171875,1987-11-14
"319",11.3134765625,1987-11-15
"320",12.0126953125,1987-11-16
"321",14.2529296875,1987-11-17
"322",16.3330078125,1987-11-18
"323",18.4931640625,1987-11-19
"324",10.1826171875,1987-11-20
"325",10.943359375,1987-11-21
"326",9.61328125,1987-11-22
"327",12.962890625,1987-11-23
"328",7.1328125,1987-11-24
"329",6.97265625,1987-11-25
"330",9.7529296875,1987-11-26
"331",8.2431640625,1987-11-27
"332",9.392578125,1987-11-28
"333",13.0732421875,1987-11-29
"334",10.6728515625,1987-11-30
"335",8.3466796875,1987-12-01
"336",6.947265625,1987-12-02
"337",6.7470703125,1987-12-03
"338",7.6767578125,1987-12-04
"339",10.5068359375,1987-12-05
"340",9.2265625,1987-12-06
"341",10.0869140625,1987-12-07
"342",8.3466796875,1987-12-08
"343",9.8369140625,1987-12-09
"344",11.77734375,1987-12-10
"345",13.216796875,1987-12-11
"346",15.5869140625,1987-12-12
"347",14.8271484375,1987-12-13
"348",14.3671875,1987-12-14
"349",15.4970703125,1987-12-15
"350",16.13671875,1987-12-16
"351",9.806640625,1987-12-17
"352",7.2470703125,1987-12-18
"353",8.1767578125,1987-12-19
"354",8.7265625,1987-12-20
"355",7.3466796875,1987-12-21
"356",9.107421875,1987-12-22
"357",9.0166015625,1987-12-23
"358",6.52734375,1987-12-24
"359",9.537109375,1987-12-25
"360",12.3466796875,1987-12-26
"361",11.0771484375,1987-12-27
"362",10.1572265625,1987-12-28
"363",10.107421875,1987-12-29
"364",12.8466796875,1987-12-30
"365",13.3466796875,1987-12-31
"366",11.4365234375,1988-01-01
"367",10.2265625,1988-01-02
"368",11.806640625,1988-01-03
"369",10.287109375,1988-01-04
"370",12.3671875,1988-01-05
"371",12.2373046875,1988-01-06
"372",10.607421875,1988-01-07
"373",13.70703125,1988-01-08
"374",13.3369140625,1988-01-09
"375",12.1572265625,1988-01-10
"376",13.8173828125,1988-01-11
"377",10.6767578125,1988-01-12
"378",18.8974609375,1988-01-13
"379",15.38671875,1988-01-14
"380",18.5771484375,1988-01-15
"381",12.857421875,1988-01-16
"382",13.5771484375,1988-01-17
"383",12.357421875,1988-01-18
"384",12.63671875,1988-01-19
"385",13.296875,1988-01-20
"386",8.787109375,1988-01-21
"387",11.4765625,1988-01-22
"388",14.1767578125,1988-01-23
"389",7.787109375,1988-01-24
"390",8.4267578125,1988-01-25
"391",14.1171875,1988-01-26
"392",13.447265625,1988-01-27
"393",11.216796875,1988-01-28
"394",12.107421875,1988-01-29
"395",15.947265625,1988-01-30
"396",9.8974609375,1988-01-31
"397",8.6142578125,1988-02-01
"398",8.353515625,1988-02-02
"399",10.083984375,1988-02-03
"400",13.6435546875,1988-02-04
"401",14.43359375,1988-02-05
"402",9.083984375,1988-02-06
"403",8.3837890625,1988-02-07
"404",8.9736328125,1988-02-08
"405",9.353515625,1988-02-09
"406",10.7236328125,1988-02-10
"407",12.263671875,1988-02-11
"408",13.1943359375,1988-02-12
"409",11.5341796875,1988-02-13
"410",9.3837890625,1988-02-14
"411",12.6337890625,1988-02-15
"412",11.7138671875,1988-02-16
"413",11.484375,1988-02-17
"414",12.5244140625,1988-02-18
"415",6.513671875,1988-02-19
"416",9.0537109375,1988-02-20
"417",10.083984375,1988-02-21
"418",10.0341796875,1988-02-22
"419",9.814453125,1988-02-23
"420",8.994140625,1988-02-24
"421",10.923828125,1988-02-25
"422",12.2744140625,1988-02-26
"423",12.234375,1988-02-27
"424",11.984375,1988-02-28
"425",14.1435546875,1988-02-29
"426",12.2919921875,1988-03-01
"427",13.40234375,1988-03-02
"428",13.3720703125,1988-03-03
"429",7.8515625,1988-03-04
"430",9.841796875,1988-03-05
"431",12.171875,1988-03-06
"432",12.7216796875,1988-03-07
"433",12.322265625,1988-03-08
"434",14.2119140625,1988-03-09
"435",13.2119140625,1988-03-10
"436",8.5322265625,1988-03-11
"437",8.572265625,1988-03-12
"438",7.091796875,1988-03-13
"439",6.9619140625,1988-03-14
"440",9.5517578125,1988-03-15
"441",9.7216796875,1988-03-16
"442",10.982421875,1988-03-17
"443",13.01171875,1988-03-18
"444",12.431640625,1988-03-19
"445",12.5322265625,1988-03-20
"446",11.9619140625,1988-03-21
"447",11.1923828125,1988-03-22
"448",10.08203125,1988-03-23
"449",11.1220703125,1988-03-24
"450",10.921875,1988-03-25
"451",12.51171875,1988-03-26
"452",12.7021484375,1988-03-27
"453",12.001953125,1988-03-28
"454",12.26171875,1988-03-29
"455",12.1416015625,1988-03-30
"456",8.9716796875,1988-03-31
"457",13.1494140625,1988-04-01
"458",10.478515625,1988-04-02
"459",11.279296875,1988-04-03
"460",11.298828125,1988-04-04
"461",12.1689453125,1988-04-05
"462",10.5888671875,1988-04-06
"463",13.279296875,1988-04-07
"464",6.478515625,1988-04-08
"465",6.8486328125,1988-04-09
"466",8.2392578125,1988-04-10
"467",11.439453125,1988-04-11
"468",9.7685546875,1988-04-12
"469",12.359375,1988-04-13
"470",11.279296875,1988-04-14
"471",7.279296875,1988-04-15
"472",7.7890625,1988-04-16
"473",9.71875,1988-04-17
"474",10.529296875,1988-04-18
"475",12.189453125,1988-04-19
"476",9.87890625,1988-04-20
"477",14.46875,1988-04-21
"478",13.21875,1988-04-22
"479",12.6591796875,1988-04-23
"480",10.7890625,1988-04-24
"481",11.8193359375,1988-04-25
"482",9.978515625,1988-04-26
"483",9.8994140625,1988-04-27
"484",12.7490234375,1988-04-28
"485",12.2392578125,1988-04-29
"486",14.0791015625,1988-04-30
"487",13.646484375,1988-05-01
"488",15.8662109375,1988-05-02
"489",14.8564453125,1988-05-03
"490",13.3759765625,1988-05-04
"491",15.2958984375,1988-05-05
"492",15.185546875,1988-05-06
"493",13.1357421875,1988-05-07
"494",10.4462890625,1988-05-08
"495",10.65625,1988-05-09
"496",6.015625,1988-05-10
"497",8.826171875,1988-05-11
"498",9.40625,1988-05-12
"499",9.90625,1988-05-13
"500",12.095703125,1988-05-14
"501",14.345703125,1988-05-15
"502",14.9560546875,1988-05-16
"503",12.845703125,1988-05-17
"504",10.666015625,1988-05-18
"505",8.99609375,1988-05-19
"506",10.3359375,1988-05-20
"507",11.99609375,1988-05-21
"508",10.6962890625,1988-05-22
"509",9.2861328125,1988-05-23
"510",8.765625,1988-05-24
"511",8.74609375,1988-05-25
"512",12.1259765625,1988-05-26
"513",11.5556640625,1988-05-27
"514",9.076171875,1988-05-28
"515",9.345703125,1988-05-29
"516",10.1259765625,1988-05-30
"517",10.7255859375,1988-05-31
"518",11.267578125,1988-06-01
"519",11.927734375,1988-06-02
"520",12.2177734375,1988-06-03
"521",11.9677734375,1988-06-04
"522",14.498046875,1988-06-05
"523",10.6376953125,1988-06-06
"524",7.2978515625,1988-06-07
"525",8.078125,1988-06-08
"526",9.837890625,1988-06-09
"527",9.998046875,1988-06-10
"528",9.9580078125,1988-06-11
"529",9.8779296875,1988-06-12
"530",12.23828125,1988-06-13
"531",11.48828125,1988-06-14
"532",9.0078125,1988-06-15
"533",8.587890625,1988-06-16
"534",10.2978515625,1988-06-17
"535",10.337890625,1988-06-18
"536",7.34765625,1988-06-19
"537",8.8876953125,1988-06-20
"538",6.998046875,1988-06-21
"539",8.4775390625,1988-06-22
"540",11.078125,1988-06-23
"541",10.0478515625,1988-06-24
"542",9.5283203125,1988-06-25
"543",10.828125,1988-06-26
"544",10.498046875,1988-06-27
"545",6.23828125,1988-06-28
"546",7.9384765625,1988-06-29
"547",8.068359375,1988-06-30
"548",8.267578125,1988-07-01
"549",8.2978515625,1988-07-02
"550",8.927734375,1988-07-03
"551",8.337890625,1988-07-04
"552",8.9384765625,1988-07-05
"553",9.4775390625,1988-07-06
"554",11.498046875,1988-07-07
"555",13.48828125,1988-07-08
"556",10.517578125,1988-07-09
"557",9.2275390625,1988-07-10
"558",10.408203125,1988-07-11
"559",11.2880859375,1988-07-12
"560",11.48828125,1988-07-13
"561",11.2880859375,1988-07-14
"562",7.498046875,1988-07-15
"563",9.658203125,1988-07-16
"564",10.998046875,1988-07-17
"565",10.16796875,1988-07-18
"566",9.498046875,1988-07-19
"567",10.087890625,1988-07-20
"568",9.828125,1988-07-21
"569",7.6884765625,1988-07-22
"570",7.0380859375,1988-07-23
"571",9.517578125,1988-07-24
"572",9.2978515625,1988-07-25
"573",5.8076171875,1988-07-26
"574",9.4677734375,1988-07-27
"575",10.16796875,1988-07-28
"576",7.658203125,1988-07-29
"577",7.6083984375,1988-07-30
"578",6.587890625,1988-07-31
"579",9.857421875,1988-08-01
"580",9.5166015625,1988-08-02
"581",9.9765625,1988-08-03
"582",7.857421875,1988-08-04
"583",9.38671875,1988-08-05
"584",6.5966796875,1988-08-06
"585",6.7568359375,1988-08-07
"586",5.876953125,1988-08-08
"587",7.5771484375,1988-08-09
"588",7.38671875,1988-08-10
"589",8.20703125,1988-08-11
"590",8.3271484375,1988-08-12
"591",8.607421875,1988-08-13
"592",8.70703125,1988-08-14
"593",11.6171875,1988-08-15
"594",8.4765625,1988-08-16
"595",9.296875,1988-08-17
"596",9.947265625,1988-08-18
"597",9.3369140625,1988-08-19
"598",10.7666015625,1988-08-20
"599",9.4365234375,1988-08-21
"600",8.3974609375,1988-08-22
"601",7.6767578125,1988-08-23
"602",7.1171875,1988-08-24
