"","vapourpres_h15","time"
"1",18.646484375,1980-01-01
"2",16.15625,1980-01-02
"3",17.6357421875,1980-01-03
"4",21.74609375,1980-01-04
"5",21.185546875,1980-01-05
"6",14.7861328125,1980-01-06
"7",13.076171875,1980-01-07
"8",14.396484375,1980-01-08
"9",12.24609375,1980-01-09
"10",7.0556640625,1980-01-10
"11",3.67578125,1980-01-11
"12",5.326171875,1980-01-12
"13",10.435546875,1980-01-13
"14",10.0361328125,1980-01-14
"15",9.0361328125,1980-01-15
"16",6.0556640625,1980-01-16
"17",10.896484375,1980-01-17
"18",9.3056640625,1980-01-18
"19",6.31640625,1980-01-19
"20",6.1962890625,1980-01-20
"21",7.076171875,1980-01-21
"22",7.8056640625,1980-01-22
"23",7.2763671875,1980-01-23
"24",6.435546875,1980-01-24
"25",3.6259765625,1980-01-25
"26",10.17578125,1980-01-26
"27",13.3759765625,1980-01-27
"28",11.24609375,1980-01-28
"29",15.345703125,1980-01-29
"30",15.8564453125,1980-01-30
"31",20.0458984375,1980-01-31
"32",20.775390625,1980-02-01
"33",23.3447265625,1980-02-02
"34",22.6748046875,1980-02-03
"35",11.3349609375,1980-02-04
"36",12.3251953125,1980-02-05
"37",9.64453125,1980-02-06
"38",7.634765625,1980-02-07
"39",9.5751953125,1980-02-08
"40",7.10546875,1980-02-09
"41",11.474609375,1980-02-10
"42",14.6748046875,1980-02-11
"43",10.0751953125,1980-02-12
"44",12.4345703125,1980-02-13
"45",11.875,1980-02-14
"46",11.9150390625,1980-02-15
"47",7.634765625,1980-02-16
"48",8.044921875,1980-02-17
"49",12.5751953125,1980-02-18
"50",14.3447265625,1980-02-19
"51",15.4248046875,1980-02-20
"52",14.4345703125,1980-02-21
"53",14.0146484375,1980-02-22
"54",10.224609375,1980-02-23
"55",7.0146484375,1980-02-24
"56",4.775390625,1980-02-25
"57",13.1953125,1980-02-26
"58",13.3046875,1980-02-27
"59",12.71484375,1980-02-28
"60",8.60546875,1980-02-29
"61",11.6572265625,1980-03-01
"62",14.3173828125,1980-03-02
"63",17.947265625,1980-03-03
"64",14.0166015625,1980-03-04
"65",18.0869140625,1980-03-05
"66",18.5771484375,1980-03-06
"67",15.7666015625,1980-03-07
"68",17.787109375,1980-03-08
"69",21.306640625,1980-03-09
"70",15.947265625,1980-03-10
"71",14.8173828125,1980-03-11
"72",14.1171875,1980-03-12
"73",11.77734375,1980-03-13
"74",8.8271484375,1980-03-14
"75",8.3466796875,1980-03-15
"76",7.6171875,1980-03-16
"77",6.9970703125,1980-03-17
"78",12.2470703125,1980-03-18
"79",9.4970703125,1980-03-19
"80",8.9267578125,1980-03-20
"81",11.9072265625,1980-03-21
"82",10.126953125,1980-03-22
"83",9.9267578125,1980-03-23
"84",6.6865234375,1980-03-24
"85",4.197265625,1980-03-25
"86",6.38671875,1980-03-26
"87",6.1572265625,1980-03-27
"88",7.6474609375,1980-03-28
"89",9.5673828125,1980-03-29
"90",9.0673828125,1980-03-30
"91",7.8974609375,1980-03-31
"92",6.271484375,1980-04-01
"93",7.4111328125,1980-04-02
"94",6.9208984375,1980-04-03
"95",7.7412109375,1980-04-04
"96",8.451171875,1980-04-05
"97",8.1708984375,1980-04-06
"98",5.521484375,1980-04-07
"99",6.62109375,1980-04-08
"100",7.6513671875,1980-04-09
"101",8.5908203125,1980-04-10
"102",8.30078125,1980-04-11
"103",9.19140625,1980-04-12
"104",9.1005859375,1980-04-13
"105",10.1005859375,1980-04-14
"106",12.87109375,1980-04-15
"107",14.4814453125,1980-04-16
"108",13.3310546875,1980-04-17
"109",13.1708984375,1980-04-18
"110",13.451171875,1980-04-19
"111",18.2509765625,1980-04-20
"112",17.2412109375,1980-04-21
