"","vapourpres_h15","time"
"1",9.0791015625,1980-01-01
"2",11.458984375,1980-01-02
"3",21.2587890625,1980-01-03
"4",12.8291015625,1980-01-04
"5",10.5986328125,1980-01-05
"6",8.5888671875,1980-01-06
"7",10.4892578125,1980-01-07
"8",14.5390625,1980-01-08
"9",8.7392578125,1980-01-09
"10",8.9287109375,1980-01-10
"11",8.119140625,1980-01-11
"12",12.5390625,1980-01-12
"13",11.4091796875,1980-01-13
"14",14.9892578125,1980-01-14
"15",11.298828125,1980-01-15
"16",7.859375,1980-01-16
"17",5.0087890625,1980-01-17
"18",10.6494140625,1980-01-18
"19",9.958984375,1980-01-19
"20",12.21875,1980-01-20
"21",14.6591796875,1980-01-21
"22",12.87890625,1980-01-22
"23",11.80859375,1980-01-23
"24",9.708984375,1980-01-24
"25",15.2685546875,1980-01-25
"26",7.958984375,1980-01-26
"27",9.71875,1980-01-27
"28",5.8486328125,1980-01-28
"29",9.978515625,1980-01-29
"30",8.279296875,1980-01-30
"31",9.4091796875,1980-01-31
"32",15.3251953125,1980-02-01
"33",14.4150390625,1980-02-02
"34",7.9453125,1980-02-03
"35",8.3447265625,1980-02-04
"36",9.46484375,1980-02-05
"37",9.275390625,1980-02-06
"38",7.1845703125,1980-02-07
"39",9.3154296875,1980-02-08
"40",8.474609375,1980-02-09
"41",8.3046875,1980-02-10
"42",6.3349609375,1980-02-11
"43",12.875,1980-02-12
"44",14.0546875,1980-02-13
"45",9.89453125,1980-02-14
"46",12.5146484375,1980-02-15
"47",9.705078125,1980-02-16
"48",11.6953125,1980-02-17
"49",10.6845703125,1980-02-18
"50",11.4453125,1980-02-19
"51",13.634765625,1980-02-20
"52",15.10546875,1980-02-21
"53",9.5947265625,1980-02-22
"54",9.4248046875,1980-02-23
"55",8.96484375,1980-02-24
"56",7.375,1980-02-25
"57",7.0947265625,1980-02-26
"58",11.0654296875,1980-02-27
"59",11.2451171875,1980-02-28
"60",13.5751953125,1980-02-29
"61",9.162109375,1980-03-01
"62",13.8115234375,1980-03-02
"63",11.7724609375,1980-03-03
"64",9.5615234375,1980-03-04
"65",10.6416015625,1980-03-05
"66",12.0517578125,1980-03-06
"67",16.6923828125,1980-03-07
"68",13.732421875,1980-03-08
"69",6.1123046875,1980-03-09
"70",10.931640625,1980-03-10
"71",10.8017578125,1980-03-11
"72",9.431640625,1980-03-12
"73",9.6220703125,1980-03-13
"74",11.0419921875,1980-03-14
"75",12.9921875,1980-03-15
"76",11.5517578125,1980-03-16
"77",9.7119140625,1980-03-17
"78",7.4921875,1980-03-18
"79",14.3515625,1980-03-19
"80",11.3017578125,1980-03-20
"81",14.001953125,1980-03-21
"82",6.7021484375,1980-03-22
"83",8.482421875,1980-03-23
"84",11.2119140625,1980-03-24
"85",11.26171875,1980-03-25
"86",10.3515625,1980-03-26
"87",8.4921875,1980-03-27
"88",10.931640625,1980-03-28
"89",11.162109375,1980-03-29
"90",11.2919921875,1980-03-30
"91",10.8115234375,1980-03-31
"92",10.7041015625,1980-04-01
"93",8.8037109375,1980-04-02
"94",9.8740234375,1980-04-03
"95",11.1337890625,1980-04-04
"96",9.82421875,1980-04-05
