"","vapourpres_h15","time"
"1",10.3515625,1980-01-01
"2",10.3515625,1980-01-02
"3",11.1318359375,1980-01-03
"4",11.4716796875,1980-01-04
"5",8.7919921875,1980-01-05
"6",7.9423828125,1980-01-06
"7",8.4716796875,1980-01-07
"8",4.7724609375,1980-01-08
"9",7.9716796875,1980-01-09
"10",5.931640625,1980-01-10
"11",7.421875,1980-01-11
"12",15.2822265625,1980-01-12
"13",14.7021484375,1980-01-13
"14",11.2021484375,1980-01-14
"15",18.7021484375,1980-01-15
"16",16.4716796875,1980-01-16
"17",12.7216796875,1980-01-17
"18",13.40234375,1980-01-18
"19",13.9619140625,1980-01-19
"20",12.4716796875,1980-01-20
"21",8.9521484375,1980-01-21
"22",8.322265625,1980-01-22
"23",8.0419921875,1980-01-23
"24",12.841796875,1980-01-24
"25",8.0517578125,1980-01-25
"26",7.841796875,1980-01-26
"27",7.3515625,1980-01-27
"28",11.662109375,1980-01-28
"29",6.482421875,1980-01-29
"30",7.822265625,1980-01-30
"31",8.482421875,1980-01-31
"32",7.9892578125,1980-02-01
"33",10.0791015625,1980-02-02
"34",6.2490234375,1980-02-03
"35",10.3193359375,1980-02-04
"36",11.939453125,1980-02-05
"37",9.37890625,1980-02-06
"38",14.4892578125,1980-02-07
"39",13.5185546875,1980-02-08
"40",12.958984375,1980-02-09
"41",15.9287109375,1980-02-10
"42",19.208984375,1980-02-11
"43",7.0390625,1980-02-12
"44",7.46875,1980-02-13
"45",7.609375,1980-02-14
"46",8.4892578125,1980-02-15
"47",8.369140625,1980-02-16
"48",11.4990234375,1980-02-17
"49",15.279296875,1980-02-18
"50",15.5390625,1980-02-19
"51",15.12890625,1980-02-20
"52",15.4189453125,1980-02-21
"53",15.7587890625,1980-02-22
"54",16.2587890625,1980-02-23
"55",23.2685546875,1980-02-24
"56",16.859375,1980-02-25
"57",14.7392578125,1980-02-26
"58",14.369140625,1980-02-27
"59",12.3388671875,1980-02-28
"60",10.1689453125,1980-02-29
"61",12.162109375,1980-03-01
"62",12.3818359375,1980-03-02
"63",10.5419921875,1980-03-03
"64",10.1015625,1980-03-04
"65",13.3017578125,1980-03-05
"66",12.982421875,1980-03-06
"67",10.181640625,1980-03-07
"68",14.7119140625,1980-03-08
"69",12.3515625,1980-03-09
"70",12.7216796875,1980-03-10
"71",8.6015625,1980-03-11
"72",10.2724609375,1980-03-12
"73",11.091796875,1980-03-13
"74",10.3515625,1980-03-14
"75",8.5419921875,1980-03-15
"76",7.751953125,1980-03-16
"77",14.8916015625,1980-03-17
"78",11.0517578125,1980-03-18
"79",10.5615234375,1980-03-19
"80",14.2421875,1980-03-20
"81",9.8115234375,1980-03-21
"82",10.9423828125,1980-03-22
"83",10.8623046875,1980-03-23
"84",7.8818359375,1980-03-24
"85",10.6015625,1980-03-25
"86",10.8515625,1980-03-26
"87",12.7919921875,1980-03-27
"88",13.482421875,1980-03-28
"89",13.5419921875,1980-03-29
"90",13.572265625,1980-03-30
"91",12.4921875,1980-03-31
"92",11.779296875,1980-04-01
"93",9.458984375,1980-04-02
"94",13.138671875,1980-04-03
"95",7.869140625,1980-04-04
"96",6.369140625,1980-04-05
"97",8.6591796875,1980-04-06
"98",9.888671875,1980-04-07
"99",10.298828125,1980-04-08
"100",9.859375,1980-04-09
"101",7.3193359375,1980-04-10
"102",9.888671875,1980-04-11
"103",9.3291015625,1980-04-12
"104",9.859375,1980-04-13
"105",11.8291015625,1980-04-14
"106",5.798828125,1980-04-15
"107",6.978515625,1980-04-16
"108",9.888671875,1980-04-17
"109",12.2490234375,1980-04-18
"110",10.728515625,1980-04-19
"111",17.05859375,1980-04-20
"112",10.1787109375,1980-04-21
"113",8.4892578125,1980-04-22
"114",10.94921875,1980-04-23
"115",8.8486328125,1980-04-24
"116",8.689453125,1980-04-25
"117",9.55859375,1980-04-26
"118",8.5087890625,1980-04-27
"119",7.96875,1980-04-28
"120",7.6787109375,1980-04-29
"121",6.7587890625,1980-04-30
"122",5.546875,1980-05-01
"123",10.1171875,1980-05-02
"124",15.1767578125,1980-05-03
"125",15.287109375,1980-05-04
"126",18.1474609375,1980-05-05
"127",11.0166015625,1980-05-06
"128",12.296875,1980-05-07
"129",11.8369140625,1980-05-08
"130",8.1171875,1980-05-09
"131",7.2470703125,1980-05-10
"132",7.0869140625,1980-05-11
"133",7.45703125,1980-05-12
"134",9.7265625,1980-05-13
"135",16.3466796875,1980-05-14
"136",12.5673828125,1980-05-15
"137",12.3271484375,1980-05-16
"138",11.2265625,1980-05-17
"139",8.6669921875,1980-05-18
"140",8.607421875,1980-05-19
"141",8.7373046875,1980-05-20
"142",8.796875,1980-05-21
"143",13.20703125,1980-05-22
"144",12.0966796875,1980-05-23
"145",10.796875,1980-05-24
"146",9.8173828125,1980-05-25
"147",8.966796875,1980-05-26
"148",8.9765625,1980-05-27
"149",19.1474609375,1980-05-28
"150",13.376953125,1980-05-29
"151",13.5068359375,1980-05-30
"152",12.3974609375,1980-05-31
