,Unnamed: 0,pv,npv,bs,ue,x,y,spatial_ref,pv_filter,npv_filter,bs_filter,month,year,dayofyear,month_cir,dayofyear_cir,pv_lag,npv_lag,bs_lag,pv_change,npv_change,bs_change,photoperiod,photoperiod_gradient,days_since_fire,fire_severity,grass,shrub,tree,SLGA_1,SLGA_2,SLGA_3,DER_000_999,MAT,MAP,precip_30,precip_90,precip_180,precip_365,precip_730,precip_1095,precip_1460,VPD_lag,VPD_7,VPD_14,VPD_30,tmax_lag,tmax_7,tmax_14,tmax_30,tmin_lag,tmin_7,tmin_14,tmin_30,time,CO2
0,1,16.52,50.8,31.16,10.4,1231515.0,-2238915.0,3577,17.24348125214998,49.429054007567935,31.885607155142814,9,1987,255,0.6816387600233341,0.6431693540965963,,,,,,,11.895986341285012,0.018845242256098516,10950,0,1.0,5.2,22.4,5.554703321349545,-2.032624998149096,-1.3239147505342983,7.90085,24.60003335024935,500.8069131540698,0.2314453125,9.0185546875,42.66015625,379.2626953125,471.8076171875,368.6826171875,832.4462890625,1.6238575806148803,10.849249082641943,13.600147614566273,27.758764405263406,29.55859375,172.205078125,201.375,461.26171875,11.62109375,91.845703125,71.5830078125,191.8486328125,1987-09-12,348.25
1,2,16.92,48.08,33.92,10.12,1231515.0,-2238915.0,3577,15.632186839648142,49.084168263796734,33.977298147329165,9,1987,271,0.6816387600233341,0.6761067413467257,17.24348125214998,49.429054007567935,31.885607155142814,,,,12.20232442953353,0.019300879942763416,10950,0,1.0,5.2,22.4,5.554703321349545,-2.032624998149096,-1.3239147505342983,7.90085,24.60003335024935,500.8069131540698,0.0361328125,4.2138671875,26.341796875,400.5244140625,471.865234375,368.4619140625,832.6572265625,2.18882093532347,12.861232615064257,14.298602244780117,29.83246028954234,30.9091796875,181.07421875,214.681640625,462.986328125,17.4111328125,97.0263671875,106.537109375,206.521484375,1987-09-28,348.25
2,3,15.96,49.16,33.4,10.28,1231515.0,-2238915.0,3577,15.03280558107184,49.44160053225067,34.27940431773254,10,1987,287,0.7401768531960371,0.7077451560938813,15.632186839648142,49.084168263796734,33.977298147329165,-0.27999999999999936,-0.8200000000000003,1.1199999999999992,12.509680910936728,0.018996142893099588,10950,0,1.0,5.2,22.4,5.554703321349545,-2.032624998149096,-1.3239147505342983,7.90085,24.60003335024935,500.8069131540698,1.935546875,0.3154296875,30.2236328125,394.7880859375,477.6533203125,368.3583984375,832.2333984375,3.5251166631026516,20.779939703943054,16.986535048180787,33.93884997871875,38.9560546875,230.8369140625,230.265625,493.0732421875,22.7158203125,110.9052734375,102.13671875,255.046875,1987-10-14,348.25
3,4,12.52,44.52,41.84,8.96,1231515.0,-2238915.0,3577,14.994737598143178,50.13693335903861,33.63227283896019,12,1987,335,0.8414709848078965,0.7942718851028194,15.03280558107184,49.44160053225067,34.27940431773254,-2.200000000000001,-1.7799999999999976,3.960000000000001,13.25887383074525,0.009696097071220322,10950,0,1.0,5.2,22.4,5.554703321349545,-2.032624998149096,-1.3239147505342983,7.90085,24.60003335024935,500.8069131540698,24.412109375,3.1748046875,16.3740234375,353.416015625,360.8759765625,507.5419921875,774.0498046875,1.0935726661589726,19.087113002292458,18.973651788149077,42.928085024650485,30.9169921875,220.421875,265.4287109375,573.140625,23.103515625,138.10546875,167.7978515625,336.34375,1987-12-01,348.25
4,5,15.8,54.04,28.88,9.36,1231515.0,-2238915.0,3577,15.153877199511882,50.8821436698836,32.70917647196289,12,1987,351,0.8414709848078965,0.8201332336486015,14.994737598143178,50.13693335903861,33.63227283896019,-0.08000000000000007,2.4400000000000013,-2.26,13.357575438744968,0.00283052153037211,10950,0,1.0,5.2,22.4,5.554703321349545,-2.032624998149096,-1.3239147505342983,7.90085,24.60003335024935,500.8069131540698,19.2314453125,15.00390625,5.361328125,322.6806640625,352.8017578125,477.0361328125,794.0205078125,3.37850474434567,20.994920145480897,22.288230875506894,42.85150455631276,37.2958984375,229.4765625,260.2607421875,582.279296875,24.7763671875,146.505859375,158.7216796875,372.98828125,1987-12-17,348.25
5,6,15.44,58.36,24.96,10.28,1231515.0,-2238915.0,3577,15.232612880755305,51.46560277012289,32.01631356603496,1,1988,2,0.08323691620031025,0.005479424635297034,15.153877199511882,50.8821436698836,32.70917647196289,1.46,6.919999999999998,-8.440000000000001,13.337075829976257,-0.004840773651066499,10950,0,1.0,5.2,22.4,5.554703321349545,-2.032624998149096,-1.3239147505342983,7.90085,24.60003335024935,500.8069131540698,20.05078125,31.5283203125,6.125,301.2666015625,329.7666015625,500.1279296875,794.5888671875,2.2613842935187103,12.057920111939126,20.633924355651207,52.52759434729832,36.294921875,204.505859375,263.5712890625,597.794921875,23.3115234375,135.6552734375,172.0517578125,378.775390625,1988-01-02,350.45
6,7,14.88,50.36,33.32,10.16,1231515.0,-2238915.0,3577,15.03982732437842,51.75207634470793,31.89280805881428,1,1988,18,0.08323691620031025,0.04929508207995412,15.232612880755305,51.46560277012289,32.01631356603496,-0.45999999999999996,-1.8399999999999999,2.2200000000000006,13.201955735544955,-0.011358901396258503,10950,0,1.0,5.2,22.4,5.554703321349545,-2.032624998149096,-1.3239147505342983,7.90085,24.60003335024935,500.8069131540698,23.9345703125,32.173828125,2.3779296875,273.5166015625,337.951171875,514.2177734375,509.07421875,2.6842653760808255,17.58914134204038,21.750113297558606,41.045079896078896,39.625,224.6806640625,262.884765625,578.5224609375,20.5322265625,143.091796875,165.734375,377.79296875,1988-01-18,350.45
7,8,14.2,48.64,35.92,9.6,1231515.0,-2238915.0,3577,14.470897399811644,51.68272445819661,32.51070947627737,3,1988,66,0.24740395925452294,0.17983815151477422,15.03982732437842,51.75207634470793,31.89280805881428,-0.6200000000000001,-4.859999999999999,5.48,12.396318031906846,-0.01944864295583315,10950,0,1.0,5.2,22.4,5.554703321349545,-2.032624998149096,-1.3239147505342983,7.90085,24.60003335024935,500.8069131540698,34.6982421875,36.1298828125,33.7470703125,59.8896484375,458.1318359375,516.05078125,310.9462890625,2.330421753586281,13.108288437912027,19.562360706837605,34.23313134759084,35.603515625,208.4404296875,259.9736328125,562.0009765625,24.0087890625,143.4912109375,157.142578125,362.3408203125,1988-03-06,350.45
8,9,15.16,52.16,31.24,9.12,1231515.0,-2238915.0,3577,13.480568966635062,50.76995994716599,34.436955119179075,4,1988,98,0.3271946967961522,0.2652788769038835,14.470897399811644,51.68272445819661,32.51070947627737,0.13999999999999968,0.8999999999999986,-1.040000000000001,11.77648540882795,-0.018786688584876643,10950,0,1.0,5.2,22.4,5.554703321349545,-2.032624998149096,-1.3239147505342983,7.90085,24.60003335024935,500.8069131540698,53.3515625,51.4482421875,51.931640625,32.41796875,483.8779296875,500.3779296875,315.365234375,1.6451189901339258,8.894602707767573,14.871546075434447,39.91131307044611,32.1806640625,193.5791015625,227.77734375,556.015625,17.9404296875,131.7685546875,159.51171875,358.453125,1988-04-07,350.45
9,10,11.24,51.52,35.92,11.16,1231515.0,-2238915.0,3577,12.303177812897337,49.270252224548265,37.0966282015143,4,1988,114,0.3271946967961522,0.3072755703568896,13.480568966635062,50.76995994716599,34.436955119179075,-1.4799999999999995,1.4400000000000013,0.0,11.488135997074389,-0.01719100479301261,10950,0,1.0,5.2,22.4,5.554703321349545,-2.032624998149096,-1.3239147505342983,7.90085,24.60003335024935,500.8069131540698,50.83984375,49.8125,60.20703125,32.4365234375,484.048828125,495.4150390625,311.5927734375,1.4420013543079195,10.975871525970291,13.205504212299074,29.411050020573427,31.3310546875,186.8056640625,214.9384765625,518.5693359375,20.1103515625,117.240234375,113.4599609375,350.7109375,1988-04-23,350.45
