"","precip","time"
"1",5.3935546875,1987-01-01
"2",5.0166015625,1987-01-02
"3",1.3818359375,1987-01-03
"4",4.490234375,1987-01-04
"5",7.23046875,1987-01-05
"6",7.0947265625,1987-01-06
"7",3.49609375,1987-01-07
"8",0.27734375,1987-01-08
"9",7.041015625,1987-01-09
"10",3.6083984375,1987-01-10
"11",0.5732421875,1987-01-11
"12",0.041015625,1987-01-12
"13",0.0869140625,1987-01-13
"14",4.9814453125,1987-01-14
"15",0.1552734375,1987-01-15
"16",0.1015625,1987-01-16
"17",0.77734375,1987-01-17
"18",0.3681640625,1987-01-18
"19",2.8271484375,1987-01-19
"20",0.2216796875,1987-01-20
"21",0.7265625,1987-01-21
"22",1.5166015625,1987-01-22
"23",0.62109375,1987-01-23
"24",0,1987-01-24
"25",0.0205078125,1987-01-25
"26",0.37890625,1987-01-26
"27",1.05078125,1987-01-27
"28",1.6142578125,1987-01-28
"29",0.0859375,1987-01-29
"30",0.8408203125,1987-01-30
"31",0,1987-01-31
"32",0,1987-02-01
"33",0,1987-02-02
"34",0.9638671875,1987-02-03
"35",6.4951171875,1987-02-04
"36",0.2109375,1987-02-05
"37",0.0078125,1987-02-06
"38",0,1987-02-07
"39",0.3134765625,1987-02-08
"40",0,1987-02-09
"41",0.2314453125,1987-02-10
"42",1.111328125,1987-02-11
"43",1.7099609375,1987-02-12
"44",0.1357421875,1987-02-13
"45",0,1987-02-14
"46",0.0390625,1987-02-15
"47",0.1044921875,1987-02-16
"48",0.1083984375,1987-02-17
"49",0.01171875,1987-02-18
"50",0.01171875,1987-02-19
"51",5.908203125,1987-02-20
"52",0.16015625,1987-02-21
"53",9.4052734375,1987-02-22
"54",0.712890625,1987-02-23
"55",0.0517578125,1987-02-24
"56",4.2548828125,1987-02-25
"57",0.4462890625,1987-02-26
"58",0.0830078125,1987-02-27
"59",0.255859375,1987-02-28
"60",1.1865234375,1987-03-01
"61",0.0419921875,1987-03-02
"62",0.083984375,1987-03-03
"63",0.0810546875,1987-03-04
"64",0,1987-03-05
"65",1.0556640625,1987-03-06
"66",11.31640625,1987-03-07
"67",12.3955078125,1987-03-08
"68",9.962890625,1987-03-09
"69",0.6044921875,1987-03-10
"70",0.2373046875,1987-03-11
"71",0,1987-03-12
"72",1.2900390625,1987-03-13
"73",0.060546875,1987-03-14
"74",0,1987-03-15
"75",0,1987-03-16
"76",3.138671875,1987-03-17
"77",0.4443359375,1987-03-18
"78",2.8095703125,1987-03-19
"79",0.576171875,1987-03-20
"80",0.1103515625,1987-03-21
"81",0,1987-03-22
"82",0,1987-03-23
"83",0.0263671875,1987-03-24
"84",0,1987-03-25
"85",0.0654296875,1987-03-26
"86",0.0185546875,1987-03-27
"87",1.4033203125,1987-03-28
"88",8.689453125,1987-03-29
"89",11.2900390625,1987-03-30
"90",1.08203125,1987-03-31
"91",0.0712890625,1987-04-01
"92",0,1987-04-02
"93",0.0517578125,1987-04-03
"94",0.0244140625,1987-04-04
"95",0.0322265625,1987-04-05
"96",0,1987-04-06
"97",12.98828125,1987-04-07
"98",5.5068359375,1987-04-08
"99",1.0673828125,1987-04-09
"100",0.1962890625,1987-04-10
"101",0.0576171875,1987-04-11
"102",0.1591796875,1987-04-12
"103",1.3427734375,1987-04-13
"104",0.423828125,1987-04-14
"105",0.2138671875,1987-04-15
"106",0.05078125,1987-04-16
"107",0.064453125,1987-04-17
"108",0.0478515625,1987-04-18
"109",0.8193359375,1987-04-19
"110",6.2099609375,1987-04-20
"111",0.4326171875,1987-04-21
"112",0.060546875,1987-04-22
"113",0.0517578125,1987-04-23
"114",0.0087890625,1987-04-24
"115",0.05859375,1987-04-25
"116",0,1987-04-26
"117",0,1987-04-27
"118",0.2412109375,1987-04-28
"119",0.6357421875,1987-04-29
"120",0.4609375,1987-04-30
"121",0.0615234375,1987-05-01
"122",5.787109375,1987-05-02
"123",9.4453125,1987-05-03
"124",2.982421875,1987-05-04
"125",0.8740234375,1987-05-05
"126",0.1318359375,1987-05-06
"127",0.25,1987-05-07
"128",0.1748046875,1987-05-08
"129",0.0966796875,1987-05-09
"130",0,1987-05-10
"131",0.0390625,1987-05-11
"132",0.0712890625,1987-05-12
"133",0.724609375,1987-05-13
"134",3.654296875,1987-05-14
"135",0.0224609375,1987-05-15
"136",0.841796875,1987-05-16
"137",2.7060546875,1987-05-17
"138",1.056640625,1987-05-18
"139",0.076171875,1987-05-19
"140",0.060546875,1987-05-20
"141",0.07421875,1987-05-21
"142",0.0791015625,1987-05-22
"143",1.1005859375,1987-05-23
"144",7.0302734375,1987-05-24
"145",33.8125,1987-05-25
"146",47.076171875,1987-05-26
"147",2.9921875,1987-05-27
"148",0.6650390625,1987-05-28
"149",0.5947265625,1987-05-29
"150",1.54296875,1987-05-30
"151",0.5966796875,1987-05-31
"152",0.119140625,1987-06-01
"153",0.0732421875,1987-06-02
"154",0.0380859375,1987-06-03
"155",0.1005859375,1987-06-04
"156",0.0771484375,1987-06-05
"157",0.013671875,1987-06-06
"158",0.00390625,1987-06-07
"159",0.025390625,1987-06-08
"160",0.5107421875,1987-06-09
"161",0.232421875,1987-06-10
"162",10.9765625,1987-06-11
"163",0.3671875,1987-06-12
"164",1.3193359375,1987-06-13
"165",1.169921875,1987-06-14
"166",0.220703125,1987-06-15
"167",0.14453125,1987-06-16
"168",0.197265625,1987-06-17
"169",0.123046875,1987-06-18
"170",0.0927734375,1987-06-19
"171",2.189453125,1987-06-20
"172",9.5166015625,1987-06-21
"173",5.6650390625,1987-06-22
