"","tmin","time"
"1",20.2158203125,1980-01-01
"2",20.595703125,1980-01-02
"3",20.6064453125,1980-01-03
"4",19.81640625,1980-01-04
"5",21.3359375,1980-01-05
"6",20.3759765625,1980-01-06
"7",19.986328125,1980-01-07
"8",18.40625,1980-01-08
"9",20.326171875,1980-01-09
"10",17.06640625,1980-01-10
"11",25.1162109375,1980-01-11
"12",15.3056640625,1980-01-12
"13",16.92578125,1980-01-13
"14",18.095703125,1980-01-14
"15",18.7158203125,1980-01-15
"16",17.90625,1980-01-16
"17",15.015625,1980-01-17
"18",19.5458984375,1980-01-18
"19",21.8056640625,1980-01-19
"20",16.935546875,1980-01-20
"21",18.255859375,1980-01-21
"22",21.40625,1980-01-22
"23",19.7861328125,1980-01-23
"24",20.005859375,1980-01-24
"25",19.9658203125,1980-01-25
"26",19.5263671875,1980-01-26
"27",17.5859375,1980-01-27
"28",20.5556640625,1980-01-28
"29",22.15625,1980-01-29
"30",19.49609375,1980-01-30
"31",16.7060546875,1980-01-31
"32",25.4423828125,1980-02-01
"33",25.921875,1980-02-02
"34",19.1416015625,1980-02-03
"35",18.232421875,1980-02-04
"36",20.26171875,1980-02-05
"37",19.8916015625,1980-02-06
"38",16.4423828125,1980-02-07
"39",14.2822265625,1980-02-08
"40",18.162109375,1980-02-09
"41",15.9521484375,1980-02-10
"42",17.6015625,1980-02-11
"43",24.322265625,1980-02-12
"44",21.2421875,1980-02-13
"45",20.681640625,1980-02-14
"46",20.9423828125,1980-02-15
"47",21.671875,1980-02-16
"48",22.072265625,1980-02-17
"49",23.5224609375,1980-02-18
"50",25.76171875,1980-02-19
"51",29.572265625,1980-02-20
"52",29.751953125,1980-02-21
"53",20.01171875,1980-02-22
"54",17.0224609375,1980-02-23
"55",15.9619140625,1980-02-24
"56",16.0322265625,1980-02-25
"57",13.8623046875,1980-02-26
"58",18.412109375,1980-02-27
"59",19.8017578125,1980-02-28
"60",24.091796875,1980-02-29
"61",22.6357421875,1980-03-01
"62",21.7158203125,1980-03-02
"63",20.92578125,1980-03-03
"64",21.67578125,1980-03-04
"65",23.935546875,1980-03-05
"66",22.17578125,1980-03-06
"67",24.576171875,1980-03-07
"68",24.4755859375,1980-03-08
"69",14.7958984375,1980-03-09
"70",12.486328125,1980-03-10
"71",16.8359375,1980-03-11
"72",15.6962890625,1980-03-12
"73",14.8662109375,1980-03-13
"74",18.435546875,1980-03-14
"75",16.255859375,1980-03-15
"76",17.6259765625,1980-03-16
"77",13.6064453125,1980-03-17
"78",15.095703125,1980-03-18
"79",14.845703125,1980-03-19
"80",20.7763671875,1980-03-20
"81",19.8359375,1980-03-21
"82",22.2763671875,1980-03-22
"83",18.826171875,1980-03-23
"84",17.166015625,1980-03-24
"85",14.845703125,1980-03-25
"86",14.42578125,1980-03-26
"87",18.65625,1980-03-27
"88",16.8359375,1980-03-28
"89",13.7958984375,1980-03-29
"90",13.486328125,1980-03-30
"91",14.255859375,1980-03-31
"92",11.841796875,1980-04-01
"93",12.2822265625,1980-04-02
"94",14.1015625,1980-04-03
"95",17.2119140625,1980-04-04
"96",14.7919921875,1980-04-05
"97",14.0615234375,1980-04-06
"98",12.3115234375,1980-04-07
"99",10.26171875,1980-04-08
"100",14.591796875,1980-04-09
"101",15.5224609375,1980-04-10
"102",16.6318359375,1980-04-11
"103",15.822265625,1980-04-12
"104",13.822265625,1980-04-13
"105",19.40234375,1980-04-14
"106",19.072265625,1980-04-15
"107",21.912109375,1980-04-16
"108",20.9521484375,1980-04-17
"109",23.6416015625,1980-04-18
"110",19.2822265625,1980-04-19
"111",17.6220703125,1980-04-20
"112",17.841796875,1980-04-21
"113",18.822265625,1980-04-22
"114",15.4423828125,1980-04-23
"115",10.8115234375,1980-04-24
"116",12.181640625,1980-04-25
"117",9.6923828125,1980-04-26
"118",12.001953125,1980-04-27
"119",8.1123046875,1980-04-28
"120",7.4423828125,1980-04-29
"121",9.0419921875,1980-04-30
"122",7.75390625,1980-05-01
"123",8.7939453125,1980-05-02
"124",11.314453125,1980-05-03
"125",13.154296875,1980-05-04
"126",12.2041015625,1980-05-05
"127",14.3935546875,1980-05-06
"128",17.43359375,1980-05-07
"129",13.833984375,1980-05-08
"130",14.763671875,1980-05-09
"131",15.2236328125,1980-05-10
"132",10.1240234375,1980-05-11
"133",10.9638671875,1980-05-12
"134",7.7744140625,1980-05-13
"135",7.7744140625,1980-05-14
"136",6.513671875,1980-05-15
"137",6.1640625,1980-05-16
"138",9.09375,1980-05-17
"139",5.4736328125,1980-05-18
"140",3.0439453125,1980-05-19
"141",6.853515625,1980-05-20
"142",7.1240234375,1980-05-21
"143",6.734375,1980-05-22
"144",1.4638671875,1980-05-23
"145",4.0537109375,1980-05-24
"146",12.6435546875,1980-05-25
"147",10.7236328125,1980-05-26
"148",12.6240234375,1980-05-27
"149",7.5244140625,1980-05-28
"150",7.9541015625,1980-05-29
"151",4.6240234375,1980-05-30
"152",7.8837890625,1980-05-31
"153",11.3232421875,1980-06-01
"154",6.193359375,1980-06-02
"155",6.3828125,1980-06-03
"156",9.8232421875,1980-06-04
"157",5.72265625,1980-06-05
"158",2.123046875,1980-06-06
"159",1.7626953125,1980-06-07
"160",4.4931640625,1980-06-08
"161",6.8330078125,1980-06-09
"162",2.97265625,1980-06-10
"163",5.3427734375,1980-06-11
"164",3.04296875,1980-06-12
"165",6.5732421875,1980-06-13
"166",2.2734375,1980-06-14
"167",7.892578125,1980-06-15
"168",7.453125,1980-06-16
"169",4.462890625,1980-06-17
"170",2.1826171875,1980-06-18
"171",7.5732421875,1980-06-19
"172",4.5634765625,1980-06-20
"173",6.8330078125,1980-06-21
"174",1.0927734375,1980-06-22
"175",6.97265625,1980-06-23
"176",2.873046875,1980-06-24
"177",5.2626953125,1980-06-25
"178",5.7626953125,1980-06-26
"179",12.9228515625,1980-06-27
"180",4.8232421875,1980-06-28
"181",5.5634765625,1980-06-29
"182",1.4931640625,1980-06-30
"183",8.5087890625,1980-07-01
"184",8.05859375,1980-07-02
"185",7.46875,1980-07-03
"186",9.228515625,1980-07-04
"187",3.0693359375,1980-07-05
"188",8.2890625,1980-07-06
"189",8.94921875,1980-07-07
"190",-1.111328125,1980-07-08
"191",4.5185546875,1980-07-09
"192",4.029296875,1980-07-10
"193",6.279296875,1980-07-11
"194",2.048828125,1980-07-12
"195",8.5986328125,1980-07-13
"196",8.0087890625,1980-07-14
"197",5.62890625,1980-07-15
"198",4.779296875,1980-07-16
"199",3.69921875,1980-07-17
"200",6.55859375,1980-07-18
"201",1.6591796875,1980-07-19
"202",0.0185546875,1980-07-20
"203",4.4189453125,1980-07-21
"204",4.9892578125,1980-07-22
"205",6.6591796875,1980-07-23
"206",4.869140625,1980-07-24
"207",8.80859375,1980-07-25
"208",9.8388671875,1980-07-26
"209",8.359375,1980-07-27
"210",9.7890625,1980-07-28
"211",2.0693359375,1980-07-29
"212",4.55859375,1980-07-30
"213",4.2392578125,1980-07-31
"214",2.2431640625,1980-08-01
"215",3.642578125,1980-08-02
"216",2.052734375,1980-08-03
"217",2.72265625,1980-08-04
"218",2.2626953125,1980-08-05
"219",8.6728515625,1980-08-06
"220",9.36328125,1980-08-07
"221",6.033203125,1980-08-08
"222",6.0126953125,1980-08-09
"223",4.0126953125,1980-08-10
"224",6.0927734375,1980-08-11
"225",3.79296875,1980-08-12
"226",5.86328125,1980-08-13
"227",2.11328125,1980-08-14
"228",6.302734375,1980-08-15
"229",2.4833984375,1980-08-16
"230",2.2626953125,1980-08-17
"231",7.533203125,1980-08-18
"232",13.6328125,1980-08-19
"233",12.4228515625,1980-08-20
"234",4.3427734375,1980-08-21
"235",3.79296875,1980-08-22
"236",9.873046875,1980-08-23
"237",12.8525390625,1980-08-24
"238",6.72265625,1980-08-25
"239",3.4130859375,1980-08-26
"240",4.4130859375,1980-08-27
"241",3.2626953125,1980-08-28
"242",5.72265625,1980-08-29
"243",10.0029296875,1980-08-30
"244",12.462890625,1980-08-31
"245",4.8505859375,1980-09-01
"246",7.7509765625,1980-09-02
"247",4.880859375,1980-09-03
"248",5.521484375,1980-09-04
"249",11.451171875,1980-09-05
"250",7.6513671875,1980-09-06
"251",9.03125,1980-09-07
"252",11.9111328125,1980-09-08
"253",9.8408203125,1980-09-09
"254",8.060546875,1980-09-10
"255",5.771484375,1980-09-11
"256",11.611328125,1980-09-12
"257",5.0107421875,1980-09-13
"258",11.19140625,1980-09-14
"259",13.8212890625,1980-09-15
"260",5.861328125,1980-09-16
"261",14.8408203125,1980-09-17
"262",9.701171875,1980-09-18
"263",5.0009765625,1980-09-19
"264",8.5107421875,1980-09-20
"265",7.720703125,1980-09-21
"266",8.3505859375,1980-09-22
"267",8.4208984375,1980-09-23
"268",13.890625,1980-09-24
"269",16.69140625,1980-09-25
"270",11.1611328125,1980-09-26
"271",9.521484375,1980-09-27
"272",9.8505859375,1980-09-28
"273",9.5810546875,1980-09-29
