"","tmax","time"
"1",37.0068359375,1980-01-01
"2",32.4267578125,1980-01-02
"3",32.466796875,1980-01-03
"4",35.8671875,1980-01-04
"5",37.02734375,1980-01-05
"6",32.8974609375,1980-01-06
"7",26.8369140625,1980-01-07
"8",25.607421875,1980-01-08
"9",23.6572265625,1980-01-09
"10",27.2470703125,1980-01-10
"11",34.7265625,1980-01-11
"12",36.8369140625,1980-01-12
"13",25.857421875,1980-01-13
"14",33.4072265625,1980-01-14
"15",30.9365234375,1980-01-15
"16",25.7470703125,1980-01-16
"17",27.216796875,1980-01-17
"18",31.3369140625,1980-01-18
"19",36.216796875,1980-01-19
"20",32.9873046875,1980-01-20
"21",35.02734375,1980-01-21
"22",41.2265625,1980-01-22
"23",41.4267578125,1980-01-23
"24",36.8974609375,1980-01-24
"25",32.466796875,1980-01-25
"26",33.0966796875,1980-01-26
"27",34.95703125,1980-01-27
"28",32.4267578125,1980-01-28
"29",30.8271484375,1980-01-29
"30",28.8671875,1980-01-30
"31",29.107421875,1980-01-31
"32",30.5712890625,1980-02-01
"33",32.1806640625,1980-02-02
"34",32.630859375,1980-02-03
"35",32.7607421875,1980-02-04
"36",33.390625,1980-02-05
"37",34.0712890625,1980-02-06
"38",32.1806640625,1980-02-07
"39",39.1513671875,1980-02-08
"40",38.2109375,1980-02-09
"41",25.7509765625,1980-02-10
"42",27.9912109375,1980-02-11
"43",26.4609375,1980-02-12
"44",26.1806640625,1980-02-13
"45",27.1806640625,1980-02-14
"46",28.111328125,1980-02-15
"47",30.361328125,1980-02-16
"48",34.53125,1980-02-17
"49",32.3212890625,1980-02-18
"50",26.611328125,1980-02-19
"51",26.560546875,1980-02-20
"52",29.521484375,1980-02-21
"53",29.94140625,1980-02-22
"54",31.6005859375,1980-02-23
"55",33.890625,1980-02-24
"56",26.6611328125,1980-02-25
"57",27.4208984375,1980-02-26
"58",29.3505859375,1980-02-27
"59",30.4912109375,1980-02-28
"60",33.380859375,1980-02-29
"61",31.4912109375,1980-03-01
"62",37.2509765625,1980-03-02
"63",26.630859375,1980-03-03
"64",29.2607421875,1980-03-04
"65",30.05078125,1980-03-05
"66",26.4306640625,1980-03-06
"67",28.720703125,1980-03-07
"68",31.611328125,1980-03-08
"69",34.451171875,1980-03-09
"70",31.021484375,1980-03-10
"71",24.271484375,1980-03-11
"72",25.2412109375,1980-03-12
"73",30.271484375,1980-03-13
"74",36.44140625,1980-03-14
"75",36.8310546875,1980-03-15
"76",32.1806640625,1980-03-16
"77",25.7109375,1980-03-17
"78",25.7314453125,1980-03-18
"79",27.470703125,1980-03-19
"80",23.2412109375,1980-03-20
"81",25.94140625,1980-03-21
"82",29.611328125,1980-03-22
"83",33.291015625,1980-03-23
"84",34.1806640625,1980-03-24
"85",33.53125,1980-03-25
"86",28.3310546875,1980-03-26
"87",30.62109375,1980-03-27
"88",30.5009765625,1980-03-28
"89",34.5810546875,1980-03-29
"90",27.771484375,1980-03-30
"91",32.6005859375,1980-03-31
"92",26.9111328125,1980-04-01
"93",24.611328125,1980-04-02
"94",24.6005859375,1980-04-03
"95",23.2412109375,1980-04-04
"96",28.1806640625,1980-04-05
"97",24.3505859375,1980-04-06
"98",24.970703125,1980-04-07
