"","tmax","time"
"1",22.40234375,1980-01-01
"2",25.822265625,1980-01-02
"3",25.3115234375,1980-01-03
"4",22.591796875,1980-01-04
"5",23.2919921875,1980-01-05
"6",24.341796875,1980-01-06
"7",23.6416015625,1980-01-07
"8",26.3818359375,1980-01-08
"9",28.251953125,1980-01-09
"10",28.08203125,1980-01-10
"11",20.1015625,1980-01-11
"12",22.9716796875,1980-01-12
"13",23.2421875,1980-01-13
"14",26.1923828125,1980-01-14
"15",21.341796875,1980-01-15
"16",23.7216796875,1980-01-16
"17",29.431640625,1980-01-17
"18",21.3623046875,1980-01-18
"19",21.681640625,1980-01-19
"20",22.8515625,1980-01-20
"21",23.5419921875,1980-01-21
"22",27.7822265625,1980-01-22
"23",22.6123046875,1980-01-23
"24",23.2724609375,1980-01-24
"25",22.9619140625,1980-01-25
"26",21.2021484375,1980-01-26
"27",24.0224609375,1980-01-27
"28",25.3515625,1980-01-28
"29",20.501953125,1980-01-29
"30",21.7822265625,1980-01-30
"31",24.2822265625,1980-01-31
"32",24.8095703125,1980-02-01
"33",21.1396484375,1980-02-02
"34",20.0302734375,1980-02-03
"35",20.4296875,1980-02-04
"36",22.6298828125,1980-02-05
"37",22.0595703125,1980-02-06
"38",22.08984375,1980-02-07
"39",22.0498046875,1980-02-08
"40",22.240234375,1980-02-09
"41",26.4296875,1980-02-10
"42",29.849609375,1980-02-11
"43",36.16015625,1980-02-12
"44",23.9697265625,1980-02-13
"45",26.830078125,1980-02-14
"46",23.4296875,1980-02-15
"47",25.51953125,1980-02-16
"48",26.2001953125,1980-02-17
"49",29.91015625,1980-02-18
"50",37.3701171875,1980-02-19
"51",36.849609375,1980-02-20
"52",22.75,1980-02-21
"53",19.7900390625,1980-02-22
"54",21.41015625,1980-02-23
"55",22.6103515625,1980-02-24
"56",22.9296875,1980-02-25
"57",27.900390625,1980-02-26
"58",26.4296875,1980-02-27
"59",22.8095703125,1980-02-28
"60",22.8896484375,1980-02-29
"61",21.80078125,1980-03-01
"62",20.9912109375,1980-03-02
"63",22.271484375,1980-03-03
"64",22.8408203125,1980-03-04
"65",22.0009765625,1980-03-05
"66",23.94140625,1980-03-06
"67",22.7412109375,1980-03-07
"68",19.37109375,1980-03-08
"69",18.310546875,1980-03-09
"70",20.7314453125,1980-03-10
"71",24.630859375,1980-03-11
"72",27.6005859375,1980-03-12
"73",22.94140625,1980-03-13
"74",21.560546875,1980-03-14
"75",21.3212890625,1980-03-15
"76",22.2109375,1980-03-16
"77",29.4208984375,1980-03-17
"78",29.220703125,1980-03-18
"79",23.880859375,1980-03-19
"80",30.55078125,1980-03-20
"81",22.541015625,1980-03-21
"82",20.9306640625,1980-03-22
"83",21.1611328125,1980-03-23
"84",21.861328125,1980-03-24
"85",24.060546875,1980-03-25
"86",24.3408203125,1980-03-26
"87",21.05078125,1980-03-27
"88",21.861328125,1980-03-28
"89",20.1806640625,1980-03-29
"90",20.771484375,1980-03-30
"91",21.201171875,1980-03-31
"92",22.6796875,1980-04-01
"93",22.599609375,1980-04-02
"94",20.4501953125,1980-04-03
"95",27.01953125,1980-04-04
"96",20.83984375,1980-04-05
"97",20.2802734375,1980-04-06
"98",22.2197265625,1980-04-07
"99",25.4501953125,1980-04-08
"100",25.26953125,1980-04-09
"101",28.2900390625,1980-04-10
"102",22.9404296875,1980-04-11
"103",22.3896484375,1980-04-12
"104",24.349609375,1980-04-13
"105",26.740234375,1980-04-14
"106",24.9296875,1980-04-15
"107",20.75,1980-04-16
"108",20.9296875,1980-04-17
"109",22.900390625,1980-04-18
"110",24.58984375,1980-04-19
"111",23.7001953125,1980-04-20
"112",21.7802734375,1980-04-21
"113",22.83984375,1980-04-22
