"","tmax","time"
"1",27.298828125,1980-01-01
"2",31.9892578125,1980-01-02
"3",33.0087890625,1980-01-03
"4",27.7587890625,1980-01-04
"5",28.0087890625,1980-01-05
"6",29.05859375,1980-01-06
"7",28.0791015625,1980-01-07
"8",31.6689453125,1980-01-08
"9",32.298828125,1980-01-09
"10",35.869140625,1980-01-10
"11",22.19921875,1980-01-11
"12",24.5888671875,1980-01-12
"13",29.87890625,1980-01-13
"14",34.37890625,1980-01-14
"15",24.9091796875,1980-01-15
"16",29.37890625,1980-01-16
"17",37.9189453125,1980-01-17
"18",27.0087890625,1980-01-18
"19",23.9892578125,1980-01-19
"20",25.978515625,1980-01-20
"21",29.5888671875,1980-01-21
"22",35.609375,1980-01-22
"23",29.9287109375,1980-01-23
"24",31.298828125,1980-01-24
"25",25.388671875,1980-01-25
"26",25.2490234375,1980-01-26
"27",31.0888671875,1980-01-27
"28",34.37890625,1980-01-28
"29",24.0693359375,1980-01-29
"30",25.5390625,1980-01-30
"31",32.0791015625,1980-01-31
"32",35.359375,1980-02-01
"33",25.0888671875,1980-02-02
"34",22.548828125,1980-02-03
"35",23.369140625,1980-02-04
"36",27.1494140625,1980-02-05
"37",24.9091796875,1980-02-06
"38",28.2685546875,1980-02-07
"39",25.798828125,1980-02-08
"40",24.2890625,1980-02-09
"41",30.87890625,1980-02-10
"42",35.1494140625,1980-02-11
"43",39.2392578125,1980-02-12
"44",35.7392578125,1980-02-13
"45",41.0791015625,1980-02-14
"46",31.5791015625,1980-02-15
"47",31.958984375,1980-02-16
"48",33.029296875,1980-02-17
"49",38.9990234375,1980-02-18
"50",41.3193359375,1980-02-19
"51",44.138671875,1980-02-20
"52",26.3193359375,1980-02-21
"53",23.1787109375,1980-02-22
"54",25.7685546875,1980-02-23
"55",24.859375,1980-02-24
"56",26.96875,1980-02-25
"57",33.87890625,1980-02-26
"58",35.439453125,1980-02-27
"59",29.689453125,1980-02-28
"60",27.6689453125,1980-02-29
"61",31.0732421875,1980-03-01
"62",24.2626953125,1980-03-02
"63",29.9033203125,1980-03-03
"64",29.283203125,1980-03-04
"65",26.6025390625,1980-03-05
"66",31.0126953125,1980-03-06
"67",32.5029296875,1980-03-07
"68",21.8525390625,1980-03-08
"69",21.3525390625,1980-03-09
"70",24.0234375,1980-03-10
"71",28.892578125,1980-03-11
"72",29.3828125,1980-03-12
"73",28.9228515625,1980-03-13
"74",23.8330078125,1980-03-14
"75",25.712890625,1980-03-15
"76",28.6533203125,1980-03-16
"77",34.703125,1980-03-17
"78",37.5126953125,1980-03-18
"79",30.1025390625,1980-03-19
"80",38.533203125,1980-03-20
"81",31.123046875,1980-03-21
"82",24.9130859375,1980-03-22
"83",27.22265625,1980-03-23
"84",27.3828125,1980-03-24
"85",32.1630859375,1980-03-25
"86",34.1826171875,1980-03-26
"87",26.4130859375,1980-03-27
"88",24.1728515625,1980-03-28
"89",21.1728515625,1980-03-29
"90",23.8232421875,1980-03-30
"91",24.8525390625,1980-03-31
"92",26.595703125,1980-04-01
"93",31.3662109375,1980-04-02
"94",23.9658203125,1980-04-03
"95",32.1162109375,1980-04-04
"96",23.3759765625,1980-04-05
"97",22.7861328125,1980-04-06
"98",24.6357421875,1980-04-07
"99",27.9658203125,1980-04-08
"100",30.0458984375,1980-04-09
"101",32.4658203125,1980-04-10
"102",32.2060546875,1980-04-11
"103",29.595703125,1980-04-12
"104",32.015625,1980-04-13
