"","tmax","time"
"1",25.615234375,1980-01-01
"2",18.7451171875,1980-01-02
"3",25.0654296875,1980-01-03
"4",24.8349609375,1980-01-04
"5",27.0654296875,1980-01-05
"6",23.1650390625,1980-01-06
"7",20.7353515625,1980-01-07
"8",23.21484375,1980-01-08
"9",26.0947265625,1980-01-09
"10",24.0947265625,1980-01-10
"11",32.884765625,1980-01-11
"12",23.525390625,1980-01-12
"13",21.7451171875,1980-01-13
"14",20.8046875,1980-01-14
"15",30.125,1980-01-15
"16",23.6748046875,1980-01-16
"17",28.39453125,1980-01-17
"18",35.7646484375,1980-01-18
"19",27.3447265625,1980-01-19
"20",24.7353515625,1980-01-20
"21",27.1845703125,1980-01-21
"22",27.2353515625,1980-01-22
"23",29.9248046875,1980-01-23
"24",28.4248046875,1980-01-24
"25",32.28515625,1980-01-25
"26",29.025390625,1980-01-26
"27",21.224609375,1980-01-27
"28",31.7451171875,1980-01-28
"29",31.4951171875,1980-01-29
"30",30.10546875,1980-01-30
"31",32.1845703125,1980-01-31
"32",34.1201171875,1980-02-01
"33",29.48046875,1980-02-02
"34",20.7802734375,1980-02-03
"35",26.580078125,1980-02-04
"36",23.2197265625,1980-02-05
"37",26.900390625,1980-02-06
"38",19.98046875,1980-02-07
"39",28.150390625,1980-02-08
"40",22.6201171875,1980-02-09
"41",18.4697265625,1980-02-10
"42",25.330078125,1980-02-11
"43",25.7001953125,1980-02-12
"44",26.900390625,1980-02-13
"45",25.009765625,1980-02-14
"46",27.91015625,1980-02-15
"47",27.8203125,1980-02-16
"48",27.33984375,1980-02-17
"49",28.009765625,1980-02-18
"50",30.9501953125,1980-02-19
"51",35.01953125,1980-02-20
"52",37.7197265625,1980-02-21
"53",23.0302734375,1980-02-22
"54",22.330078125,1980-02-23
"55",31.16015625,1980-02-24
"56",22.7998046875,1980-02-25
"57",24.830078125,1980-02-26
"58",29.3095703125,1980-02-27
"59",27.830078125,1980-02-28
"60",26.1201171875,1980-02-29
"61",25.943359375,1980-03-01
"62",24.3232421875,1980-03-02
"63",29.142578125,1980-03-03
"64",32.443359375,1980-03-04
"65",27.7529296875,1980-03-05
"66",26.6826171875,1980-03-06
"67",26.4833984375,1980-03-07
"68",29.873046875,1980-03-08
"69",14.6533203125,1980-03-09
"70",16.47265625,1980-03-10
"71",18.11328125,1980-03-11
"72",18.5830078125,1980-03-12
"73",21.2626953125,1980-03-13
"74",24.392578125,1980-03-14
"75",27.2333984375,1980-03-15
"76",27.5927734375,1980-03-16
"77",27.2431640625,1980-03-17
"78",31.4033203125,1980-03-18
"79",33.79296875,1980-03-19
"80",25.693359375,1980-03-20
"81",33.4228515625,1980-03-21
"82",29.4033203125,1980-03-22
"83",28.61328125,1980-03-23
"84",27.953125,1980-03-24
"85",25.6533203125,1980-03-25
"86",29.2431640625,1980-03-26
"87",27.5830078125,1980-03-27
"88",27.283203125,1980-03-28
"89",26.3330078125,1980-03-29
"90",24.552734375,1980-03-30
"91",23.453125,1980-03-31
"92",27.291015625,1980-04-01
"93",24.28125,1980-04-02
"94",28.701171875,1980-04-03
"95",23.4013671875,1980-04-04
"96",24.6708984375,1980-04-05
"97",21.78125,1980-04-06
"98",20.220703125,1980-04-07
"99",20.5107421875,1980-04-08
"100",19.9013671875,1980-04-09
"101",20.8408203125,1980-04-10
"102",22.2607421875,1980-04-11
"103",24.3212890625,1980-04-12
"104",25.4306640625,1980-04-13
"105",24.201171875,1980-04-14
"106",23.7412109375,1980-04-15
"107",24.1005859375,1980-04-16
"108",23.7314453125,1980-04-17
"109",22.6806640625,1980-04-18
"110",21.6005859375,1980-04-19
"111",20.720703125,1980-04-20
"112",19.3408203125,1980-04-21
"113",24.4912109375,1980-04-22
"114",27.7109375,1980-04-23
"115",21.9912109375,1980-04-24
"116",21.7607421875,1980-04-25
"117",21.9912109375,1980-04-26
"118",15.78125,1980-04-27
"119",17.6611328125,1980-04-28
"120",19.9013671875,1980-04-29
"121",18.9208984375,1980-04-30
"122",16.037109375,1980-05-01
"123",16.2568359375,1980-05-02
"124",14.0166015625,1980-05-03
"125",18.1171875,1980-05-04
"126",18.626953125,1980-05-05
"127",18.4267578125,1980-05-06
"128",18.7373046875,1980-05-07
"129",16.1572265625,1980-05-08
"130",17.0068359375,1980-05-09
"131",20.0771484375,1980-05-10
"132",21.966796875,1980-05-11
"133",16.7568359375,1980-05-12
"134",17.3466796875,1980-05-13
"135",17.1669921875,1980-05-14
"136",16.8671875,1980-05-15
"137",18.3671875,1980-05-16
"138",17.546875,1980-05-17
"139",15.8271484375,1980-05-18
"140",17.27734375,1980-05-19
"141",14.63671875,1980-05-20
"142",12.8271484375,1980-05-21
"143",15.6474609375,1980-05-22
"144",15.857421875,1980-05-23
"145",16.70703125,1980-05-24
"146",16.8173828125,1980-05-25
"147",15.20703125,1980-05-26
"148",14.5068359375,1980-05-27
"149",14.7470703125,1980-05-28
"150",14.6572265625,1980-05-29
"151",14.2373046875,1980-05-30
"152",13.63671875,1980-05-31
"153",14.994140625,1980-06-01
"154",15.4443359375,1980-06-02
"155",12.263671875,1980-06-03
"156",11.00390625,1980-06-04
"157",13.1435546875,1980-06-05
"158",14.25390625,1980-06-06
"159",15.0341796875,1980-06-07
"160",16.1142578125,1980-06-08
"161",17.59375,1980-06-09
"162",11.8740234375,1980-06-10
"163",12.0537109375,1980-06-11
"164",11.7236328125,1980-06-12
"165",10.763671875,1980-06-13
"166",11.75390625,1980-06-14
"167",13.9638671875,1980-06-15
"168",16.07421875,1980-06-16
"169",13.84375,1980-06-17
"170",12.7138671875,1980-06-18
"171",11.5537109375,1980-06-19
"172",13.2744140625,1980-06-20
"173",13.4140625,1980-06-21
"174",14.25390625,1980-06-22
"175",13.9541015625,1980-06-23
"176",14.93359375,1980-06-24
"177",14.84375,1980-06-25
"178",16.2841796875,1980-06-26
"179",12.2138671875,1980-06-27
"180",7.984375,1980-06-28
"181",10.07421875,1980-06-29
"182",11.57421875,1980-06-30
"183",10.90234375,1980-07-01
"184",10.232421875,1980-07-02
"185",11.1416015625,1980-07-03
"186",8.9423828125,1980-07-04
"187",10.6318359375,1980-07-05
"188",10.9921875,1980-07-06
"189",12.421875,1980-07-07
"190",11.3515625,1980-07-08
"191",10.3623046875,1980-07-09
"192",12.51171875,1980-07-10
"193",8.58203125,1980-07-11
"194",13.7822265625,1980-07-12
"195",16.322265625,1980-07-13
"196",15.4521484375,1980-07-14
"197",14.5224609375,1980-07-15
"198",15.1923828125,1980-07-16
"199",14.822265625,1980-07-17
"200",13.662109375,1980-07-18
"201",13.2421875,1980-07-19
"202",10.982421875,1980-07-20
"203",10.2919921875,1980-07-21
"204",12.2021484375,1980-07-22
"205",11.5224609375,1980-07-23
"206",11.33203125,1980-07-24
"207",11.1123046875,1980-07-25
"208",11.751953125,1980-07-26
"209",15.6123046875,1980-07-27
"210",13.15234375,1980-07-28
"211",12.4423828125,1980-07-29
"212",12.2119140625,1980-07-30
"213",12.091796875,1980-07-31
"214",13.673828125,1980-08-01
"215",12.814453125,1980-08-02
"216",13.6640625,1980-08-03
"217",15.0341796875,1980-08-04
"218",15.4541015625,1980-08-05
"219",15.9541015625,1980-08-06
"220",18.994140625,1980-08-07
"221",15.84375,1980-08-08
"222",16.43359375,1980-08-09
