"","tmax","time"
"1",18.69140625,1987-01-01
"2",18.94140625,1987-01-02
"3",13.80078125,1987-01-03
"4",13.451171875,1987-01-04
"5",13.0810546875,1987-01-05
"6",17.6806640625,1987-01-06
"7",21.6513671875,1987-01-07
"8",11.6513671875,1987-01-08
"9",13.771484375,1987-01-09
"10",16.9013671875,1987-01-10
"11",15.12109375,1987-01-11
"12",16.021484375,1987-01-12
"13",16.6611328125,1987-01-13
"14",16.611328125,1987-01-14
"15",17.861328125,1987-01-15
"16",23.630859375,1987-01-16
"17",17.7109375,1987-01-17
"18",20.1513671875,1987-01-18
"19",15.7109375,1987-01-19
"20",17.111328125,1987-01-20
"21",12.1005859375,1987-01-21
"22",12.5810546875,1987-01-22
"23",15.9306640625,1987-01-23
"24",20.021484375,1987-01-24
"25",14.611328125,1987-01-25
"26",20.0009765625,1987-01-26
"27",15.111328125,1987-01-27
"28",14.390625,1987-01-28
"29",16.0107421875,1987-01-29
"30",19.94140625,1987-01-30
"31",23.791015625,1987-01-31
"32",24.724609375,1987-02-01
"33",27.3154296875,1987-02-02
"34",15.5751953125,1987-02-03
"35",16.375,1987-02-04
"36",19.4453125,1987-02-05
"37",22.974609375,1987-02-06
"38",24.2548828125,1987-02-07
"39",22.6953125,1987-02-08
"40",22.9052734375,1987-02-09
"41",19.89453125,1987-02-10
"42",14.5654296875,1987-02-11
"43",19.3251953125,1987-02-12
"44",21.4951171875,1987-02-13
"45",22.384765625,1987-02-14
"46",13.4052734375,1987-02-15
"47",17.9248046875,1987-02-16
"48",18.6552734375,1987-02-17
"49",20.365234375,1987-02-18
"50",22.28515625,1987-02-19
"51",15.60546875,1987-02-20
"52",13.5947265625,1987-02-21
"53",10.634765625,1987-02-22
"54",16.1748046875,1987-02-23
"55",16.85546875,1987-02-24
"56",12.4345703125,1987-02-25
"57",17.4248046875,1987-02-26
"58",19.705078125,1987-02-27
"59",11.275390625,1987-02-28
"60",13.7021484375,1987-03-01
"61",12.0615234375,1987-03-02
"62",12.5224609375,1987-03-03
"63",14.751953125,1987-03-04
"64",15.232421875,1987-03-05
"65",12.76171875,1987-03-06
"66",10.091796875,1987-03-07
"67",4.431640625,1987-03-08
"68",8.3623046875,1987-03-09
"69",13.822265625,1987-03-10
"70",14.4921875,1987-03-11
"71",15.4521484375,1987-03-12
"72",12.162109375,1987-03-13
"73",12.9619140625,1987-03-14
"74",14.9521484375,1987-03-15
"75",20.01171875,1987-03-16
"76",22.1416015625,1987-03-17
"77",20.822265625,1987-03-18
"78",14.001953125,1987-03-19
"79",9.662109375,1987-03-20
"80",11.7021484375,1987-03-21
"81",14.6015625,1987-03-22
"82",12.9716796875,1987-03-23
"83",13.7421875,1987-03-24
"84",16.26171875,1987-03-25
"85",16.3720703125,1987-03-26
"86",16.232421875,1987-03-27
"87",11.3818359375,1987-03-28
"88",4.7822265625,1987-03-29
"89",4.3115234375,1987-03-30
"90",11.3115234375,1987-03-31
"91",15.1650390625,1987-04-01
"92",15.2353515625,1987-04-02
"93",15.9150390625,1987-04-03
"94",16.8046875,1987-04-04
"95",17.8154296875,1987-04-05
"96",15.865234375,1987-04-06
"97",8.794921875,1987-04-07
"98",8.224609375,1987-04-08
"99",9.53515625,1987-04-09
