"","tmax","time"
"1",37.4208984375,1980-01-01
"2",36.640625,1980-01-02
"3",35.8408203125,1980-01-03
"4",35.9208984375,1980-01-04
"5",34.201171875,1980-01-05
"6",36.0908203125,1980-01-06
"7",31.1708984375,1980-01-07
"8",32.380859375,1980-01-08
"9",32.2412109375,1980-01-09
"10",32.1611328125,1980-01-10
"11",33.361328125,1980-01-11
"12",33.4208984375,1980-01-12
"13",33.201171875,1980-01-13
"14",36.4814453125,1980-01-14
"15",37.880859375,1980-01-15
"16",35.7607421875,1980-01-16
"17",33.140625,1980-01-17
"18",34.9814453125,1980-01-18
"19",35.9609375,1980-01-19
"20",34.3310546875,1980-01-20
"21",35.2314453125,1980-01-21
"22",35.701171875,1980-01-22
"23",32.2607421875,1980-01-23
"24",33.9013671875,1980-01-24
"25",33.6708984375,1980-01-25
"26",30.291015625,1980-01-26
"27",34.9208984375,1980-01-27
"28",33.9609375,1980-01-28
"29",37.2607421875,1980-01-29
"30",33.7509765625,1980-01-30
"31",33.4814453125,1980-01-31
"32",32.1728515625,1980-02-01
"33",31.7333984375,1980-02-02
"34",32.0732421875,1980-02-03
"35",32.533203125,1980-02-04
"36",33.04296875,1980-02-05
"37",33.47265625,1980-02-06
"38",29.193359375,1980-02-07
"39",30.6025390625,1980-02-08
"40",33.79296875,1980-02-09
"41",34.0126953125,1980-02-10
"42",29.052734375,1980-02-11
"43",32.703125,1980-02-12
"44",33.61328125,1980-02-13
"45",26.9228515625,1980-02-14
"46",28.5634765625,1980-02-15
"47",29.79296875,1980-02-16
"48",30.8330078125,1980-02-17
"49",31.04296875,1980-02-18
"50",31.7333984375,1980-02-19
"51",31.7734375,1980-02-20
"52",33.0927734375,1980-02-21
"53",31.783203125,1980-02-22
"54",34.033203125,1980-02-23
"55",34.7333984375,1980-02-24
"56",33.693359375,1980-02-25
"57",34.123046875,1980-02-26
"58",32.873046875,1980-02-27
"59",34.54296875,1980-02-28
"60",35.4033203125,1980-02-29
"61",35.802734375,1980-03-01
"62",35.453125,1980-03-02
"63",33.8232421875,1980-03-03
"64",32.86328125,1980-03-04
"65",34.6728515625,1980-03-05
"66",36.462890625,1980-03-06
"67",35.8427734375,1980-03-07
"68",35.1630859375,1980-03-08
"69",34.1826171875,1980-03-09
"70",34.6728515625,1980-03-10
"71",33.2529296875,1980-03-11
"72",33.7431640625,1980-03-12
"73",35.0234375,1980-03-13
"74",36.123046875,1980-03-14
"75",37.302734375,1980-03-15
"76",37.7529296875,1980-03-16
"77",37.943359375,1980-03-17
"78",37.8330078125,1980-03-18
"79",34.61328125,1980-03-19
"80",30.2734375,1980-03-20
"81",32.0830078125,1980-03-21
"82",34.052734375,1980-03-22
"83",34.54296875,1980-03-23
"84",34.8427734375,1980-03-24
"85",36.0234375,1980-03-25
"86",34.193359375,1980-03-26
"87",36.1630859375,1980-03-27
"88",35.2333984375,1980-03-28
"89",35.7431640625,1980-03-29
"90",37.123046875,1980-03-30
"91",35.0830078125,1980-03-31
"92",35.1796875,1980-04-01
"93",34.9296875,1980-04-02
"94",36.150390625,1980-04-03
"95",36.16015625,1980-04-04
"96",34.08984375,1980-04-05
"97",33.330078125,1980-04-06
"98",35.419921875,1980-04-07
"99",34.6201171875,1980-04-08
