"","tmax","time"
"1",31.3056640625,1980-01-01
"2",35.24609375,1980-01-02
"3",36.3564453125,1980-01-03
"4",34.42578125,1980-01-04
"5",36.396484375,1980-01-05
"6",37.166015625,1980-01-06
"7",37.185546875,1980-01-07
"8",37.74609375,1980-01-08
"9",39.8857421875,1980-01-09
"10",42.8759765625,1980-01-10
"11",34.7255859375,1980-01-11
"12",35.435546875,1980-01-12
"13",38.6259765625,1980-01-13
"14",43.15625,1980-01-14
"15",41.4560546875,1980-01-15
"16",40.3857421875,1980-01-16
"17",42.595703125,1980-01-17
"18",44.486328125,1980-01-18
"19",39.5361328125,1980-01-19
"20",35.685546875,1980-01-20
"21",35.396484375,1980-01-21
"22",37.845703125,1980-01-22
"23",40.2158203125,1980-01-23
"24",42.1357421875,1980-01-24
"25",43.4560546875,1980-01-25
"26",37.896484375,1980-01-26
"27",41.4560546875,1980-01-27
"28",42.576171875,1980-01-28
"29",39.8359375,1980-01-29
"30",34.916015625,1980-01-30
"31",36.5361328125,1980-01-31
"32",39.1357421875,1980-02-01
"33",39.99609375,1980-02-02
"34",36.166015625,1980-02-03
"35",36.7255859375,1980-02-04
"36",35.6259765625,1980-02-05
"37",36.015625,1980-02-06
"38",38.5556640625,1980-02-07
"39",38.3759765625,1980-02-08
"40",37.5556640625,1980-02-09
"41",36.515625,1980-02-10
"42",38.435546875,1980-02-11
"43",39.0556640625,1980-02-12
"44",39.3857421875,1980-02-13
"45",40.3857421875,1980-02-14
"46",40.1962890625,1980-02-15
"47",40.9658203125,1980-02-16
"48",41.42578125,1980-02-17
"49",41.5263671875,1980-02-18
"50",41.8564453125,1980-02-19
"51",42.3359375,1980-02-20
"52",37.0458984375,1980-02-21
"53",36.5859375,1980-02-22
"54",34.81640625,1980-02-23
"55",35.99609375,1980-02-24
"56",35.4755859375,1980-02-25
"57",38.3857421875,1980-02-26
"58",42.4658203125,1980-02-27
"59",41.255859375,1980-02-28
"60",35.986328125,1980-02-29
"61",34.8662109375,1980-03-01
"62",37.6162109375,1980-03-02
"63",37.7958984375,1980-03-03
"64",38.396484375,1980-03-04
"65",37.9755859375,1980-03-05
"66",38.2861328125,1980-03-06
"67",38.935546875,1980-03-07
"68",39.7861328125,1980-03-08
"69",34.845703125,1980-03-09
"70",33.7158203125,1980-03-10
"71",34.3857421875,1980-03-11
"72",35.595703125,1980-03-12
"73",36.076171875,1980-03-13
"74",35.17578125,1980-03-14
"75",33.3857421875,1980-03-15
"76",33.92578125,1980-03-16
"77",35.826171875,1980-03-17
"78",36.9658203125,1980-03-18
"79",38.4560546875,1980-03-19
"80",38.845703125,1980-03-20
"81",38.2861328125,1980-03-21
"82",38.755859375,1980-03-22
"83",38.0859375,1980-03-23
"84",38.1259765625,1980-03-24
"85",38.095703125,1980-03-25
"86",38.916015625,1980-03-26
"87",39.505859375,1980-03-27
"88",39.40625,1980-03-28
"89",37.8564453125,1980-03-29
"90",30.1162109375,1980-03-30
"91",30.736328125,1980-03-31
"92",32.0048828125,1980-04-01
"93",33.0048828125,1980-04-02
"94",35.2353515625,1980-04-03
"95",37.224609375,1980-04-04
"96",35.96484375,1980-04-05
"97",34.21484375,1980-04-06
"98",33.5947265625,1980-04-07
"99",34.5048828125,1980-04-08
"100",34.4052734375,1980-04-09
"101",36.5849609375,1980-04-10
"102",36.625,1980-04-11
"103",35.3251953125,1980-04-12
"104",33.365234375,1980-04-13
"105",33.9248046875,1980-04-14
"106",33.6953125,1980-04-15
"107",31.384765625,1980-04-16
"108",27.9853515625,1980-04-17
"109",29.9248046875,1980-04-18
"110",27.615234375,1980-04-19
"111",32.9052734375,1980-04-20
"112",34.4853515625,1980-04-21
"113",32.724609375,1980-04-22
"114",21.8447265625,1980-04-23
"115",22.9853515625,1980-04-24
"116",22.4951171875,1980-04-25
"117",22.134765625,1980-04-26
"118",22.8349609375,1980-04-27
"119",22.3447265625,1980-04-28
"120",24.0654296875,1980-04-29
"121",26.0146484375,1980-04-30
"122",26.1123046875,1980-05-01
"123",25.3017578125,1980-05-02
"124",24.7021484375,1980-05-03
"125",26.4619140625,1980-05-04
"126",30.2216796875,1980-05-05
"127",31.8515625,1980-05-06
"128",32.1220703125,1980-05-07
"129",31.8623046875,1980-05-08
"130",30.751953125,1980-05-09
"131",31.3720703125,1980-05-10
"132",23.4521484375,1980-05-11
"133",26.8720703125,1980-05-12
"134",29.251953125,1980-05-13
"135",27.3515625,1980-05-14
"136",26.091796875,1980-05-15
"137",26.4619140625,1980-05-16
"138",24.421875,1980-05-17
"139",20.341796875,1980-05-18
"140",22.0419921875,1980-05-19
"141",18.08203125,1980-05-20
"142",13.9716796875,1980-05-21
"143",19.7919921875,1980-05-22
"144",22.8818359375,1980-05-23
"145",24.7216796875,1980-05-24
"146",23.1015625,1980-05-25
"147",21.9521484375,1980-05-26
"148",23.4521484375,1980-05-27
"149",22.6318359375,1980-05-28
"150",26.421875,1980-05-29
"151",25.421875,1980-05-30
"152",22.1123046875,1980-05-31
"153",23.01953125,1980-06-01
"154",22.849609375,1980-06-02
"155",27.6396484375,1980-06-03
"156",20.0400390625,1980-06-04
"157",21.3603515625,1980-06-05
"158",20.349609375,1980-06-06
"159",22.2900390625,1980-06-07
"160",25.099609375,1980-06-08
"161",19.1396484375,1980-06-09
"162",17.66015625,1980-06-10
"163",16.9697265625,1980-06-11
"164",16.9404296875,1980-06-12
"165",17.1396484375,1980-06-13
"166",20.5703125,1980-06-14
"167",23.76953125,1980-06-15
"168",18.6904296875,1980-06-16
"169",17.9501953125,1980-06-17
"170",18.6796875,1980-06-18
"171",18.150390625,1980-06-19
"172",16.58984375,1980-06-20
"173",17.76953125,1980-06-21
"174",19.7197265625,1980-06-22
"175",24.2802734375,1980-06-23
"176",25.490234375,1980-06-24
"177",26.5400390625,1980-06-25
"178",28.23046875,1980-06-26
"179",21.2001953125,1980-06-27
"180",17.2001953125,1980-06-28
"181",21.419921875,1980-06-29
"182",24.1796875,1980-06-30
"183",19.0458984375,1980-07-01
"184",20.1357421875,1980-07-02
"185",21.486328125,1980-07-03
"186",19.396484375,1980-07-04
"187",17.74609375,1980-07-05
"188",19.5458984375,1980-07-06
"189",19.7060546875,1980-07-07
"190",22.7958984375,1980-07-08
"191",20.765625,1980-07-09
"192",21.4560546875,1980-07-10
"193",25.5263671875,1980-07-11
"194",22.99609375,1980-07-12
"195",22.326171875,1980-07-13
"196",19.826171875,1980-07-14
"197",18.3857421875,1980-07-15
"198",24.6357421875,1980-07-16
"199",25.0556640625,1980-07-17
"200",21.685546875,1980-07-18
"201",22.24609375,1980-07-19
"202",22.666015625,1980-07-20
"203",21.4560546875,1980-07-21
"204",18.265625,1980-07-22
"205",18.8759765625,1980-07-23
"206",17.5556640625,1980-07-24
"207",20.8359375,1980-07-25
"208",25.6962890625,1980-07-26
"209",24.5556640625,1980-07-27
"210",15.486328125,1980-07-28
"211",16.5361328125,1980-07-29
"212",17.8564453125,1980-07-30
"213",18.7861328125,1980-07-31
"214",20.8291015625,1980-08-01
"215",21.8994140625,1980-08-02
"216",21.3193359375,1980-08-03
"217",23.5185546875,1980-08-04
"218",26.12890625,1980-08-05
"219",27.9091796875,1980-08-06
"220",24.5888671875,1980-08-07
"221",25.279296875,1980-08-08
"222",26.0986328125,1980-08-09
"223",27.6689453125,1980-08-10
"224",25.5986328125,1980-08-11
"225",22.888671875,1980-08-12
"226",22.5185546875,1980-08-13
"227",25.3486328125,1980-08-14
"228",19.30859375,1980-08-15
"229",18.458984375,1980-08-16
"230",21.8388671875,1980-08-17
"231",27.5791015625,1980-08-18
"232",26.5390625,1980-08-19
"233",23.279296875,1980-08-20
"234",29.5087890625,1980-08-21
"235",32.2587890625,1980-08-22
"236",31.9892578125,1980-08-23
"237",15.619140625,1980-08-24
"238",18.9189453125,1980-08-25
"239",21.189453125,1980-08-26
"240",26.3193359375,1980-08-27
"241",27.548828125,1980-08-28
"242",29.3388671875,1980-08-29
"243",31.5693359375,1980-08-30
"244",27.44921875,1980-08-31
"245",31.8837890625,1980-09-01
"246",30.853515625,1980-09-02
"247",30.103515625,1980-09-03
"248",33.3837890625,1980-09-04
"249",33.484375,1980-09-05
"250",32.603515625,1980-09-06
"251",33.9443359375,1980-09-07
"252",35.494140625,1980-09-08
"253",22.484375,1980-09-09
"254",26.3837890625,1980-09-10
"255",32.3935546875,1980-09-11
"256",34.7138671875,1980-09-12
"257",35.3642578125,1980-09-13
"258",37.4140625,1980-09-14
"259",26.6240234375,1980-09-15
"260",35.3037109375,1980-09-16
"261",30.2939453125,1980-09-17
"262",24.8642578125,1980-09-18
"263",28.994140625,1980-09-19
"264",31.84375,1980-09-20
"265",31.7138671875,1980-09-21
"266",31.583984375,1980-09-22
"267",34.2138671875,1980-09-23
"268",35.923828125,1980-09-24
"269",30.423828125,1980-09-25
"270",29.0341796875,1980-09-26
"271",29.7041015625,1980-09-27
"272",31.984375,1980-09-28
"273",36.6142578125,1980-09-29
"274",38.103515625,1980-09-30
"275",37.5322265625,1980-10-01
"276",36.7421875,1980-10-02
"277",32.1220703125,1980-10-03
"278",36.4619140625,1980-10-04
"279",35.822265625,1980-10-05
"280",23.1123046875,1980-10-06
"281",25.4921875,1980-10-07
"282",29.0224609375,1980-10-08
"283",31.251953125,1980-10-09
"284",35.341796875,1980-10-10
"285",26.5517578125,1980-10-11
"286",25.9619140625,1980-10-12
"287",28.3115234375,1980-10-13
"288",30.2119140625,1980-10-14
"289",31.6416015625,1980-10-15
"290",29.90234375,1980-10-16
"291",35.33203125,1980-10-17
"292",38.1220703125,1980-10-18
"293",37.931640625,1980-10-19
"294",32.0615234375,1980-10-20
"295",36.9921875,1980-10-21
"296",37.162109375,1980-10-22
"297",24.8515625,1980-10-23
"298",26.7822265625,1980-10-24
"299",31.1923828125,1980-10-25
"300",37.6220703125,1980-10-26
"301",28.9619140625,1980-10-27
"302",24.4619140625,1980-10-28
"303",28.7216796875,1980-10-29
"304",31.90234375,1980-10-30
"305",35.322265625,1980-10-31
"306",32.96484375,1980-11-01
"307",37.0849609375,1980-11-02
"308",38.0654296875,1980-11-03
"309",36.2451171875,1980-11-04
"310",32.3154296875,1980-11-05
"311",31.53515625,1980-11-06
"312",32.134765625,1980-11-07
"313",32.474609375,1980-11-08
"314",35.0048828125,1980-11-09
"315",37.6845703125,1980-11-10
"316",38.794921875,1980-11-11
"317",39.794921875,1980-11-12
"318",39.9150390625,1980-11-13
"319",41.775390625,1980-11-14
"320",39.9951171875,1980-11-15
"321",40.6953125,1980-11-16
"322",38.53515625,1980-11-17
"323",39.4052734375,1980-11-18
"324",33.14453125,1980-11-19
"325",37.634765625,1980-11-20
"326",38.8349609375,1980-11-21
"327",39.1953125,1980-11-22
"328",36.64453125,1980-11-23
"329",36.384765625,1980-11-24
"330",38.9345703125,1980-11-25
"331",42.0546875,1980-11-26
"332",36.544921875,1980-11-27
"333",34.865234375,1980-11-28
