"","tmax","time"
"1",36.8505859375,1980-01-01
"2",33.53125,1980-01-02
"3",37.78125,1980-01-03
"4",35.521484375,1980-01-04
"5",33.7509765625,1980-01-05
"6",37.53125,1980-01-06
"7",37.05078125,1980-01-07
"8",29.041015625,1980-01-08
"9",30.80078125,1980-01-09
"10",36.94140625,1980-01-10
"11",41.94140625,1980-01-11
"12",33.19140625,1980-01-12
"13",30.5712890625,1980-01-13
"14",30.9208984375,1980-01-14
"15",30.37109375,1980-01-15
"16",33.220703125,1980-01-16
"17",33.9306640625,1980-01-17
"18",34.220703125,1980-01-18
"19",36.3310546875,1980-01-19
"20",40.9912109375,1980-01-20
"21",44.1708984375,1980-01-21
"22",35.611328125,1980-01-22
"23",34.361328125,1980-01-23
"24",43.4111328125,1980-01-24
"25",43.53125,1980-01-25
"26",43.2607421875,1980-01-26
"27",38.060546875,1980-01-27
"28",43.05078125,1980-01-28
"29",38.6513671875,1980-01-29
"30",39.62109375,1980-01-30
"31",37.9912109375,1980-01-31
"32",38.0048828125,1980-02-01
"33",40.8046875,1980-02-02
"34",39.625,1980-02-03
"35",38.8046875,1980-02-04
"36",38.8447265625,1980-02-05
"37",37.46484375,1980-02-06
"38",38.224609375,1980-02-07
"39",40.6552734375,1980-02-08
"40",43.365234375,1980-02-09
"41",37.10546875,1980-02-10
"42",35.3447265625,1980-02-11
"43",37.6650390625,1980-02-12
"44",38.2353515625,1980-02-13
"45",39.7548828125,1980-02-14
"46",40.044921875,1980-02-15
"47",41.5546875,1980-02-16
"48",39.634765625,1980-02-17
"49",35.4248046875,1980-02-18
"50",29.39453125,1980-02-19
"51",28.6650390625,1980-02-20
"52",30.1552734375,1980-02-21
"53",29.5849609375,1980-02-22
"54",33.724609375,1980-02-23
"55",29.7548828125,1980-02-24
"56",30.8447265625,1980-02-25
"57",34.775390625,1980-02-26
"58",33.35546875,1980-02-27
"59",39.1650390625,1980-02-28
"60",42.794921875,1980-02-29
"61",43.3681640625,1980-03-01
"62",42.48828125,1980-03-02
"63",33.0380859375,1980-03-03
"64",32.7783203125,1980-03-04
"65",33.568359375,1980-03-05
"66",34.177734375,1980-03-06
"67",33.4384765625,1980-03-07
"68",35.5478515625,1980-03-08
"69",34.1884765625,1980-03-09
"70",29.2880859375,1980-03-10
"71",28.34765625,1980-03-11
"72",35.1376953125,1980-03-12
"73",39.2080078125,1980-03-13
"74",42.767578125,1980-03-14
"75",42.1484375,1980-03-15
"76",32.3984375,1980-03-16
"77",31.0283203125,1980-03-17
