"","tmax","time"
"1",33.7646484375,1980-01-01
"2",37.0947265625,1980-01-02
"3",36.0751953125,1980-01-03
"4",30.9453125,1980-01-04
"5",28.365234375,1980-01-05
"6",33.974609375,1980-01-06
"7",36.384765625,1980-01-07
"8",37.6650390625,1980-01-08
"9",38.0654296875,1980-01-09
"10",40.7353515625,1980-01-10
"11",41.5546875,1980-01-11
"12",35.6650390625,1980-01-12
"13",35.9052734375,1980-01-13
"14",38.78515625,1980-01-14
"15",40.5947265625,1980-01-15
"16",41.9248046875,1980-01-16
"17",43.5048828125,1980-01-17
"18",44.775390625,1980-01-18
"19",44.3154296875,1980-01-19
"20",39.044921875,1980-01-20
"21",40.4150390625,1980-01-21
"22",41.28515625,1980-01-22
"23",42.4951171875,1980-01-23
"24",43.1552734375,1980-01-24
"25",44.5654296875,1980-01-25
"26",43.294921875,1980-01-26
"27",38.2451171875,1980-01-27
"28",40.365234375,1980-01-28
"29",40.6845703125,1980-01-29
"30",38.3154296875,1980-01-30
"31",39.9853515625,1980-01-31
"32",40.5009765625,1980-02-01
"33",41.4013671875,1980-02-02
"34",40.4814453125,1980-02-03
"35",40.44140625,1980-02-04
"36",36.880859375,1980-02-05
"37",37.7314453125,1980-02-06
"38",38.94140625,1980-02-07
"39",36.9609375,1980-02-08
"40",35.7412109375,1980-02-09
"41",35.4306640625,1980-02-10
"42",32.3408203125,1980-02-11
"43",36.5810546875,1980-02-12
"44",35.880859375,1980-02-13
"45",36.2607421875,1980-02-14
"46",36.521484375,1980-02-15
"47",37.5009765625,1980-02-16
"48",39.2109375,1980-02-17
"49",38.69140625,1980-02-18
"50",39.6708984375,1980-02-19
"51",40.6708984375,1980-02-20
"52",42.701171875,1980-02-21
"53",42.30078125,1980-02-22
"54",40.28125,1980-02-23
"55",40.060546875,1980-02-24
"56",40.19140625,1980-02-25
"57",41.2109375,1980-02-26
"58",41.6005859375,1980-02-27
"59",43.0009765625,1980-02-28
"60",40.1708984375,1980-02-29
"61",38.8720703125,1980-03-01
"62",40.4521484375,1980-03-02
"63",32.2216796875,1980-03-03
"64",31.341796875,1980-03-04
"65",33.822265625,1980-03-05
"66",35.091796875,1980-03-06
"67",36.51171875,1980-03-07
"68",37.181640625,1980-03-08
"69",37.1318359375,1980-03-09
"70",35.091796875,1980-03-10
"71",36.001953125,1980-03-11
"72",35.4716796875,1980-03-12
"73",32.2119140625,1980-03-13
"74",34.0322265625,1980-03-14
"75",35.7421875,1980-03-15
"76",36.40234375,1980-03-16
"77",36.4921875,1980-03-17
"78",36.2021484375,1980-03-18
"79",37.1923828125,1980-03-19
"80",36.9521484375,1980-03-20
"81",37.01171875,1980-03-21
"82",36.431640625,1980-03-22
"83",36.65234375,1980-03-23
"84",38.2119140625,1980-03-24
"85",38.6220703125,1980-03-25
"86",38.5419921875,1980-03-26
"87",38.6220703125,1980-03-27
"88",39.15234375,1980-03-28
"89",36.3916015625,1980-03-29
"90",34.0615234375,1980-03-30
"91",35.40234375,1980-03-31
"92",36.0771484375,1980-04-01
"93",36.5068359375,1980-04-02
"94",36.70703125,1980-04-03
"95",37.806640625,1980-04-04
"96",38.20703125,1980-04-05
"97",38.3466796875,1980-04-06
"98",36.0869140625,1980-04-07
"99",35.7568359375,1980-04-08
"100",35.546875,1980-04-09
"101",33.357421875,1980-04-10
"102",32.9267578125,1980-04-11
"103",33.537109375,1980-04-12
"104",32.537109375,1980-04-13
"105",33.2373046875,1980-04-14
"106",34.27734375,1980-04-15
"107",33.8671875,1980-04-16
"108",34.27734375,1980-04-17
"109",35.27734375,1980-04-18
"110",35.4765625,1980-04-19
"111",33.5166015625,1980-04-20
"112",35.806640625,1980-04-21
"113",37.787109375,1980-04-22
"114",25.046875,1980-04-23
"115",25.857421875,1980-04-24
"116",27.4970703125,1980-04-25
"117",26.95703125,1980-04-26
"118",28.626953125,1980-04-27
"119",30.626953125,1980-04-28
"120",31.9365234375,1980-04-29
"121",32.1171875,1980-04-30
"122",31.1982421875,1980-05-01
"123",30.087890625,1980-05-02
"124",31.0078125,1980-05-03
"125",32.41796875,1980-05-04
"126",31.408203125,1980-05-05
"127",31.318359375,1980-05-06
"128",31.9384765625,1980-05-07
"129",30.66796875,1980-05-08
"130",30.1484375,1980-05-09
"131",30.2578125,1980-05-10
"132",31.16796875,1980-05-11
"133",28.3984375,1980-05-12
"134",29.908203125,1980-05-13
"135",30.0576171875,1980-05-14
"136",30.837890625,1980-05-15
"137",30.908203125,1980-05-16
"138",29.9677734375,1980-05-17
"139",29.1982421875,1980-05-18
"140",29.7080078125,1980-05-19
"141",28.2978515625,1980-05-20
"142",22.8583984375,1980-05-21
"143",23.0283203125,1980-05-22
"144",25.91796875,1980-05-23
"145",27.1484375,1980-05-24
"146",27.1279296875,1980-05-25
"147",31.1279296875,1980-05-26
"148",26.4775390625,1980-05-27
"149",24.5078125,1980-05-28
"150",23.6083984375,1980-05-29
"151",25.568359375,1980-05-30
"152",27.8984375,1980-05-31
"153",26.3525390625,1980-06-01
"154",22.373046875,1980-06-02
"155",25.86328125,1980-06-03
"156",25.7431640625,1980-06-04
"157",23.22265625,1980-06-05
"158",23.4130859375,1980-06-06
"159",25.5126953125,1980-06-07
"160",30.0234375,1980-06-08
"161",30.2529296875,1980-06-09
"162",22.1328125,1980-06-10
"163",22.4931640625,1980-06-11
"164",21.0830078125,1980-06-12
"165",21.0927734375,1980-06-13
"166",22.283203125,1980-06-14
"167",27.052734375,1980-06-15
"168",29.4228515625,1980-06-16
"169",23.892578125,1980-06-17
"170",21.04296875,1980-06-18
"171",19.9033203125,1980-06-19
"172",20.552734375,1980-06-20
"173",21.453125,1980-06-21
"174",24.6533203125,1980-06-22
"175",25.6630859375,1980-06-23
"176",27.033203125,1980-06-24
"177",27.5732421875,1980-06-25
"178",28.7734375,1980-06-26
"179",28.052734375,1980-06-27
"180",19.5234375,1980-06-28
"181",20.453125,1980-06-29
"182",24.86328125,1980-06-30
"183",23.509765625,1980-07-01
"184",21.6904296875,1980-07-02
"185",22.169921875,1980-07-03
"186",21.7099609375,1980-07-04
"187",20.8095703125,1980-07-05
"188",21.33984375,1980-07-06
"189",22.23046875,1980-07-07
"190",21.01953125,1980-07-08
"191",18.0400390625,1980-07-09
"192",20.4599609375,1980-07-10
"193",24.1201171875,1980-07-11
"194",27.1796875,1980-07-12
"195",29.5703125,1980-07-13
"196",29.1298828125,1980-07-14
"197",19.6396484375,1980-07-15
"198",21.9296875,1980-07-16
"199",23.1103515625,1980-07-17
"200",22.66015625,1980-07-18
"201",23.26953125,1980-07-19
"202",24.7802734375,1980-07-20
"203",22.66015625,1980-07-21
