"","tmax","time"
"1",25.8837890625,1980-01-01
"2",27.9541015625,1980-01-02
"3",30.8837890625,1980-01-03
"4",31.2236328125,1980-01-04
"5",32.0439453125,1980-01-05
"6",31.00390625,1980-01-06
"7",30.744140625,1980-01-07
"8",32.853515625,1980-01-08
"9",33.5439453125,1980-01-09
"10",37.013671875,1980-01-10
"11",25.7939453125,1980-01-11
"12",27.32421875,1980-01-12
"13",31.2744140625,1980-01-13
"14",35.5341796875,1980-01-14
"15",29.3837890625,1980-01-15
"16",30.8935546875,1980-01-16
"17",37.3642578125,1980-01-17
"18",39.4443359375,1980-01-18
"19",28.5341796875,1980-01-19
"20",28.734375,1980-01-20
"21",31.7138671875,1980-01-21
"22",36.7138671875,1980-01-22
"23",34.9140625,1980-01-23
"24",34.2939453125,1980-01-24
"25",34.734375,1980-01-25
"26",26.923828125,1980-01-26
"27",31.59375,1980-01-27
"28",36.8837890625,1980-01-28
"29",29.5439453125,1980-01-29
"30",29.734375,1980-01-30
"31",34.853515625,1980-01-31
"32",30.091796875,1980-02-01
"33",31.26171875,1980-02-02
"34",25.6123046875,1980-02-03
"35",24.681640625,1980-02-04
"36",30.982421875,1980-02-05
"37",28.08203125,1980-02-06
"38",29.6220703125,1980-02-07
"39",28.931640625,1980-02-08
"40",26.171875,1980-02-09
"41",30.2021484375,1980-02-10
"42",35.2021484375,1980-02-11
"43",36.7421875,1980-02-12
"44",38.1923828125,1980-02-13
"45",39.1220703125,1980-02-14
"46",38.072265625,1980-02-15
"47",37.8720703125,1980-02-16
"48",39.1923828125,1980-02-17
"49",40.0419921875,1980-02-18
"50",41.08203125,1980-02-19
"51",42.4423828125,1980-02-20
"52",32.7021484375,1980-02-21
"53",26.232421875,1980-02-22
"54",29.2021484375,1980-02-23
"55",27.162109375,1980-02-24
"56",28.6923828125,1980-02-25
"57",34.2421875,1980-02-26
"58",36.3017578125,1980-02-27
"59",32.7724609375,1980-02-28
"60",32.1220703125,1980-02-29
"61",34.0458984375,1980-03-01
"62",30.5556640625,1980-03-02
"63",32.6162109375,1980-03-03
"64",35.9560546875,1980-03-04
"65",32.90625,1980-03-05
"66",34.65625,1980-03-06
"67",35.90625,1980-03-07
"68",25.416015625,1980-03-08
"69",22.7255859375,1980-03-09
"70",25.9755859375,1980-03-10
"71",29.7255859375,1980-03-11
"72",30.185546875,1980-03-12
"73",32.3857421875,1980-03-13
"74",26.5859375,1980-03-14
"75",28.265625,1980-03-15
"76",29.8857421875,1980-03-16
"77",33.576171875,1980-03-17
"78",36.646484375,1980-03-18
"79",34.92578125,1980-03-19
"80",38.015625,1980-03-20
"81",39.0556640625,1980-03-21
"82",30.595703125,1980-03-22
"83",30.5458984375,1980-03-23
"84",30.6162109375,1980-03-24
"85",32.9755859375,1980-03-25
"86",36.3857421875,1980-03-26
"87",29.515625,1980-03-27
"88",25.736328125,1980-03-28
"89",24.4462890625,1980-03-29
"90",24.7958984375,1980-03-30
"91",26.416015625,1980-03-31
"92",28.6435546875,1980-04-01
"93",32.4541015625,1980-04-02
"94",32.09375,1980-04-03
"95",32.84375,1980-04-04
"96",26.234375,1980-04-05
"97",23.994140625,1980-04-06
"98",25.673828125,1980-04-07
"99",27.2138671875,1980-04-08
"100",29.7236328125,1980-04-09
"101",32.2138671875,1980-04-10
"102",31.8642578125,1980-04-11
"103",32.404296875,1980-04-12
"104",32.404296875,1980-04-13
"105",32.32421875,1980-04-14
"106",31.0341796875,1980-04-15
"107",31.4736328125,1980-04-16
"108",30.9541015625,1980-04-17
"109",20.6337890625,1980-04-18
"110",23.2138671875,1980-04-19
"111",25.7841796875,1980-04-20
"112",21.904296875,1980-04-21
"113",25.5341796875,1980-04-22
"114",19.6142578125,1980-04-23
"115",19.8740234375,1980-04-24
"116",20.09375,1980-04-25
"117",20.083984375,1980-04-26
"118",17.5537109375,1980-04-27
"119",18.673828125,1980-04-28
"120",19.32421875,1980-04-29
"121",19.9443359375,1980-04-30
"122",19.185546875,1980-05-01
"123",20.9560546875,1980-05-02
"124",24.5859375,1980-05-03
"125",26.65625,1980-05-04
"126",26.765625,1980-05-05
"127",24.9755859375,1980-05-06
"128",27.8056640625,1980-05-07
"129",26.65625,1980-05-08
"130",21.845703125,1980-05-09
"131",23.7255859375,1980-05-10
"132",18.0263671875,1980-05-11
"133",20.2255859375,1980-05-12
"134",21.7255859375,1980-05-13
"135",22.146484375,1980-05-14
"136",22.0859375,1980-05-15
"137",23.49609375,1980-05-16
"138",17.90625,1980-05-17
"139",17.74609375,1980-05-18
"140",17.40625,1980-05-19
"141",17.646484375,1980-05-20
"142",16.986328125,1980-05-21
"143",17.24609375,1980-05-22
"144",19.326171875,1980-05-23
"145",22.15625,1980-05-24
"146",21.31640625,1980-05-25
"147",22.65625,1980-05-26
"148",20.3662109375,1980-05-27
"149",17.755859375,1980-05-28
"150",17.0859375,1980-05-29
"151",13.935546875,1980-05-30
"152",16.42578125,1980-05-31
"153",18.12890625,1980-06-01
"154",15.548828125,1980-06-02
"155",14.05859375,1980-06-03
"156",16.359375,1980-06-04
"157",15.7490234375,1980-06-05
"158",16.0693359375,1980-06-06
"159",17.0791015625,1980-06-07
"160",15.9287109375,1980-06-08
"161",16.3388671875,1980-06-09
"162",13.62890625,1980-06-10
"163",13.6787109375,1980-06-11
"164",13.0986328125,1980-06-12
"165",12.12890625,1980-06-13
"166",15.7587890625,1980-06-14
"167",14.939453125,1980-06-15
"168",17.298828125,1980-06-16
"169",14.71875,1980-06-17
"170",15.71875,1980-06-18
"171",15.4892578125,1980-06-19
"172",14.7392578125,1980-06-20
"173",15.228515625,1980-06-21
"174",15.0888671875,1980-06-22
"175",19.2685546875,1980-06-23
"176",21.0693359375,1980-06-24
"177",21.37890625,1980-06-25
"178",18.2587890625,1980-06-26
"179",14.939453125,1980-06-27
"180",14.189453125,1980-06-28
"181",15.8291015625,1980-06-29
"182",15.4189453125,1980-06-30
"183",14.0390625,1980-07-01
"184",16.3291015625,1980-07-02
"185",15.8994140625,1980-07-03
"186",13.798828125,1980-07-04
"187",13.9189453125,1980-07-05
"188",13.0390625,1980-07-06
"189",13.94921875,1980-07-07
"190",13.8388671875,1980-07-08
"191",14.3486328125,1980-07-09
"192",15.0390625,1980-07-10
"193",15.208984375,1980-07-11
"194",19.3994140625,1980-07-12
"195",16.5986328125,1980-07-13
"196",18.138671875,1980-07-14
"197",18.0791015625,1980-07-15
"198",18.4189453125,1980-07-16
"199",18.7685546875,1980-07-17
"200",15.609375,1980-07-18
"201",15.8291015625,1980-07-19
"202",16.798828125,1980-07-20
"203",15.388671875,1980-07-21
"204",14.7587890625,1980-07-22
"205",14.8486328125,1980-07-23
"206",15.779296875,1980-07-24
"207",12.2490234375,1980-07-25
"208",16.5888671875,1980-07-26
"209",13.9189453125,1980-07-27
"210",14.9189453125,1980-07-28
"211",15.9189453125,1980-07-29
"212",14.5986328125,1980-07-30
"213",16.048828125,1980-07-31
"214",16.5498046875,1980-08-01
"215",15.83984375,1980-08-02
"216",16.3798828125,1980-08-03
"217",17.2998046875,1980-08-04
"218",18.25,1980-08-05
"219",22.91015625,1980-08-06
"220",17.919921875,1980-08-07
"221",17.8701171875,1980-08-08
"222",20.8701171875,1980-08-09
"223",24.7197265625,1980-08-10
"224",18.91015625,1980-08-11
"225",17.2900390625,1980-08-12
"226",17.669921875,1980-08-13
"227",18.8701171875,1980-08-14
"228",14.9599609375,1980-08-15
"229",15.75,1980-08-16
"230",18.099609375,1980-08-17
"231",23.259765625,1980-08-18
"232",23.83984375,1980-08-19
"233",18.490234375,1980-08-20
"234",19.3603515625,1980-08-21
"235",24.6904296875,1980-08-22
"236",20.599609375,1980-08-23
"237",16.7099609375,1980-08-24
"238",16.08984375,1980-08-25
"239",16.58984375,1980-08-26
"240",18.6103515625,1980-08-27
"241",21.419921875,1980-08-28
"242",24.6298828125,1980-08-29
"243",27.7099609375,1980-08-30
"244",21.9599609375,1980-08-31
"245",21.2880859375,1980-09-01
"246",19.6181640625,1980-09-02
"247",21.568359375,1980-09-03
"248",26.5078125,1980-09-04
"249",22.0478515625,1980-09-05
"250",26.828125,1980-09-06
"251",29.8583984375,1980-09-07
"252",34.0576171875,1980-09-08
"253",18.8076171875,1980-09-09
"254",22.1181640625,1980-09-10
"255",24.66796875,1980-09-11
"256",20.73828125,1980-09-12
"257",23.09765625,1980-09-13
"258",28.9482421875,1980-09-14
"259",18.8583984375,1980-09-15
"260",23.587890625,1980-09-16
"261",20.1376953125,1980-09-17
"262",19.0478515625,1980-09-18
"263",21.16796875,1980-09-19
"264",24.6181640625,1980-09-20
"265",23.8984375,1980-09-21
"266",25.5380859375,1980-09-22
"267",29.408203125,1980-09-23
"268",33.91796875,1980-09-24
"269",23.158203125,1980-09-25
"270",22.408203125,1980-09-26
"271",24.498046875,1980-09-27
"272",27.8583984375,1980-09-28
"273",31.998046875,1980-09-29
"274",33.73828125,1980-09-30
"275",29.681640625,1980-10-01
"276",29.40234375,1980-10-02
"277",22.7919921875,1980-10-03
"278",27.421875,1980-10-04
"279",33.421875,1980-10-05
"280",20.8916015625,1980-10-06
"281",18.591796875,1980-10-07
"282",21.8515625,1980-10-08
"283",24.751953125,1980-10-09
"284",29.7724609375,1980-10-10
"285",19.4921875,1980-10-11
"286",19.4423828125,1980-10-12
"287",22.751953125,1980-10-13
"288",25.072265625,1980-10-14
"289",28.732421875,1980-10-15
"290",28.7822265625,1980-10-16
"291",30.9521484375,1980-10-17
"292",30.091796875,1980-10-18
"293",34.1220703125,1980-10-19
"294",28.091796875,1980-10-20
"295",29.3720703125,1980-10-21
"296",35.3818359375,1980-10-22
"297",19.681640625,1980-10-23
"298",19.9716796875,1980-10-24
"299",25.2021484375,1980-10-25
"300",32.0517578125,1980-10-26
"301",24.4423828125,1980-10-27
"302",19.501953125,1980-10-28
"303",21.572265625,1980-10-29
"304",22.921875,1980-10-30
"305",23.7822265625,1980-10-31
"306",24.220703125,1980-11-01
"307",26.6513671875,1980-11-02
"308",24.7412109375,1980-11-03
"309",27.62109375,1980-11-04
"310",22.2109375,1980-11-05
"311",21.640625,1980-11-06
"312",22.880859375,1980-11-07
"313",24.470703125,1980-11-08
"314",26.2412109375,1980-11-09
"315",31.021484375,1980-11-10
"316",34.03125,1980-11-11
"317",36.94140625,1980-11-12
"318",38.771484375,1980-11-13
"319",36.9208984375,1980-11-14
"320",39.9912109375,1980-11-15
"321",41.720703125,1980-11-16
"322",41.1005859375,1980-11-17
"323",35.5908203125,1980-11-18
"324",25.0009765625,1980-11-19
"325",31.4208984375,1980-11-20
"326",31.541015625,1980-11-21
"327",27.7314453125,1980-11-22
"328",28.7314453125,1980-11-23
"329",31.4111328125,1980-11-24
"330",32.7314453125,1980-11-25
"331",37.1513671875,1980-11-26
"332",39.060546875,1980-11-27
"333",26.05078125,1980-11-28
"334",28.62109375,1980-11-29
