"","time","bs","pv","npv","ue","spatial_ref","sfg_id","point_id","x","y"
"1",1987-09-12 23:53:22.72029,24,31,44,10,3577,1,1,931395,-3506115
"2",1987-09-12 23:53:22.72029,20,29,49,11,3577,2,2,931425,-3506115
"3",1987-09-12 23:53:22.72029,14,36,48,12,3577,3,3,931365,-3506145
"4",1987-09-12 23:53:22.72029,24,32,42,10,3577,4,4,931395,-3506145
"5",1987-09-12 23:53:22.72029,23,32,43,10,3577,5,5,931425,-3506145
"6",1987-09-12 23:53:22.72029,24,30,45,11,3577,6,6,931455,-3506145
"7",1987-09-12 23:53:22.72029,21,32,46,10,3577,7,7,931485,-3506145
"8",1987-09-12 23:53:22.72029,23,33,42,11,3577,8,8,931515,-3506145
"9",1987-09-12 23:53:22.72029,19,34,45,12,3577,9,9,931365,-3506175
"10",1987-09-12 23:53:22.72029,23,32,44,10,3577,10,10,931395,-3506175
"11",1987-09-12 23:53:22.72029,21,32,46,11,3577,11,11,931425,-3506175
"12",1987-09-12 23:53:22.72029,18,36,44,11,3577,12,12,931455,-3506175
"13",1987-09-12 23:53:22.72029,21,31,47,11,3577,13,13,931485,-3506175
"14",1987-09-12 23:53:22.72029,20,32,47,11,3577,14,14,931515,-3506175
"15",1987-09-12 23:53:22.72029,17,33,49,12,3577,15,15,931365,-3506205
"16",1987-09-12 23:53:22.72029,20,30,49,10,3577,16,16,931395,-3506205
"17",1987-09-12 23:53:22.72029,22,33,44,11,3577,17,17,931425,-3506205
"18",1987-09-12 23:53:22.72029,19,34,46,11,3577,18,18,931455,-3506205
"19",1987-09-12 23:53:22.72029,19,32,48,11,3577,19,19,931485,-3506205
"20",1987-09-12 23:53:22.72029,17,33,49,12,3577,20,20,931365,-3506235
"21",1987-09-12 23:53:22.72029,20,34,44,11,3577,21,21,931395,-3506235
"22",1987-09-12 23:53:22.72029,19,37,43,12,3577,22,22,931425,-3506235
"23",1987-09-12 23:53:22.72029,23,29,46,11,3577,23,23,931455,-3506235
"24",1987-09-12 23:53:22.72029,27,29,43,10,3577,24,24,931485,-3506235
"25",1987-09-12 23:53:22.72029,19,31,49,11,3577,25,25,931395,-3506265
"26",1987-09-12 23:53:22.72029,21,34,44,11,3577,26,26,931425,-3506265
"27",1987-09-12 23:53:22.72029,23,28,47,11,3577,27,27,931455,-3506265
"28",1987-09-12 23:53:22.72029,26,26,47,10,3577,28,28,931485,-3506265
