"","time","bs","pv","npv","ue","spatial_ref","sfg_id","point_id","x","y"
"1",1987-09-12 23:53:22.72029,24,30,45,10,3577,1,1,938415,-3552015
"2",1987-09-12 23:53:22.72029,21,34,44,11,3577,2,2,938445,-3552015
"3",1987-09-12 23:53:22.72029,16,38,44,11,3577,3,3,938475,-3552015
"4",1987-09-12 23:53:22.72029,12,40,47,12,3577,4,4,938505,-3552015
"5",1987-09-12 23:53:22.72029,25,23,51,10,3577,5,5,938385,-3552045
"6",1987-09-12 23:53:22.72029,23,28,47,10,3577,6,6,938415,-3552045
"7",1987-09-12 23:53:22.72029,21,34,43,11,3577,7,7,938445,-3552045
"8",1987-09-12 23:53:22.72029,18,36,45,11,3577,8,8,938475,-3552045
"9",1987-09-12 23:53:22.72029,12,40,47,12,3577,9,9,938505,-3552045
"10",1987-09-12 23:53:22.72029,14,38,47,11,3577,10,10,938535,-3552045
"11",1987-09-12 23:53:22.72029,25,24,50,10,3577,11,11,938385,-3552075
"12",1987-09-12 23:53:22.72029,22,29,48,11,3577,12,12,938415,-3552075
"13",1987-09-12 23:53:22.72029,20,31,48,11,3577,13,13,938445,-3552075
"14",1987-09-12 23:53:22.72029,19,34,46,11,3577,14,14,938475,-3552075
"15",1987-09-12 23:53:22.72029,15,36,47,12,3577,15,15,938505,-3552075
"16",1987-09-12 23:53:22.72029,22,28,49,10,3577,16,16,938535,-3552075
"17",1987-09-12 23:53:22.72029,23,28,48,10,3577,17,17,938385,-3552105
"18",1987-09-12 23:53:22.72029,23,28,48,11,3577,18,18,938415,-3552105
"19",1987-09-12 23:53:22.72029,18,34,47,11,3577,19,19,938445,-3552105
"20",1987-09-12 23:53:22.72029,19,34,47,11,3577,20,20,938475,-3552105
"21",1987-09-12 23:53:22.72029,25,30,45,10,3577,21,21,938505,-3552105
"22",1987-09-12 23:53:22.72029,30,26,43,10,3577,22,22,938535,-3552105
"23",1987-09-12 23:53:22.72029,28,24,48,9,3577,23,23,938385,-3552135
"24",1987-09-12 23:53:22.72029,26,24,48,10,3577,24,24,938415,-3552135
"25",1987-09-12 23:53:22.72029,26,26,46,10,3577,25,25,938445,-3552135
"26",1987-09-12 23:53:22.72029,21,33,45,10,3577,26,26,938475,-3552135
"27",1987-09-12 23:53:22.72029,18,34,47,11,3577,27,27,938505,-3552135
"28",1987-09-12 23:53:22.72029,21,30,47,10,3577,28,28,938535,-3552135
"29",1987-09-12 23:53:22.72029,37,19,42,9,3577,29,29,938415,-3552165
"30",1987-09-12 23:53:22.72029,26,29,44,10,3577,30,30,938445,-3552165
"31",1987-09-12 23:53:22.72029,22,29,47,10,3577,31,31,938475,-3552165
"32",1987-09-12 23:53:22.72029,22,28,49,10,3577,32,32,938505,-3552165
"33",1987-09-21 23:47:24.458959,30,28,41,9,3577,33,33,938415,-3552015
"34",1987-09-21 23:47:24.458959,28,28,43,10,3577,34,34,938445,-3552015
"35",1987-09-21 23:47:24.458959,23,37,39,10,3577,35,35,938475,-3552015
"36",1987-09-21 23:47:24.458959,16,36,46,11,3577,36,36,938505,-3552015
